Naics,Establishments,Employees,Payroll,fips
2361,3,10,432,46003
2381,4,4,145,46003
4249,3,34,1414,46003
4441,3,6,207,46003
4471,3,51,1113,46003
4842,3,8,211,46003
5221,3,21,1768,46003
5242,3,6,236,46003
7225,5,22,210,46003
8131,4,6,113,46003
2211,6,146,13413,46051
2361,6,6,354,46051
2362,3,7,298,46051
2381,8,88,5713,46051
2382,9,48,2776,46051
2389,9,45,4525,46051
4249,6,22,1393,46051
4411,3,43,1703,46051
4413,4,89,4503,46051
4431,3,14,667,46051
4441,6,22,701,46051
4451,4,86,1306,46051
4453,3,8,75,46051
4471,5,76,1222,46051
4523,3,38,719,46051
4841,10,73,3658,46051
4842,4,9,343,46051
5221,5,48,2612,46051
5242,8,22,801,46051
5311,3,5,56,46051
5411,4,15,618,46051
5412,3,6,108,46051
5416,3,4,144,46051
5419,3,13,346,46051
5613,3,71,4306,46051
5617,3,5,207,46051
6213,8,342,15143,46051
6241,4,11,369,46051
7211,3,34,455,46051
7139,7,36,1044,46051
7224,5,19,196,46051
7225,15,179,1897,46051
8111,11,35,1407,46051
8131,15,80,1473,46051
2389,3,7,123,46053
8134,3,10,72,46051
2361,7,12,331,46053
2382,5,17,567,46053
4441,4,27,1005,46053
4442,3,19,906,46053
4453,3,10,89,46053
4471,6,36,642,46053
4523,3,24,466,46053
4841,3,4,39,46053
4842,7,20,612,46053
5221,5,51,3035,46053
5411,6,14,307,46053
6233,3,34,800,46053
6244,3,17,169,46053
7139,6,6,607,46053
7212,6,7,319,46053
2361,3,3,145,46123
2389,3,8,637,46123
4238,4,100,6210,46123
4249,4,39,1680,46123
4413,3,28,592,46123
4441,3,16,386,46123
4451,3,54,1051,46123
4471,3,31,732,46123
4481,4,8,36,46123
4511,3,8,180,46123
4523,3,45,979,46123
4841,8,13,523,46123
4842,9,25,1827,46123
5221,5,46,1983,46123
5242,4,16,542,46123
5411,3,7,214,46123
5412,6,59,1362,46123
7225,12,75,873,46053
8111,9,11,366,46053
8131,7,17,216,46053
6211,3,18,1020,46123
5617,4,28,465,46123
6212,3,15,634,46123
6213,6,19,914,46123
6232,3,53,1062,46123
6244,3,15,66,46123
7224,3,15,168,46123
7211,4,51,499,46123
