,relevant_naics,estab,emp,payann,fips
32742,424910,4,30,1450,46003
32743,444190,3,10,239,46003
32744,484230,3,0,0,46003
32745,522110,4,41,2632,46003
32746,524210,3,6,223,46003
32747,624210,3,0,0,46003
32748,722511,3,0,0,46003
32749,813110,4,9,128,46003
32750,221122,3,0,0,46051
32751,236118,3,4,93,46051
32752,236220,3,1,245,46051
32753,238110,7,53,3826,46051
32754,238210,3,4,328,46051
32755,238220,5,35,1797,46051
32756,238910,7,34,2974,46051
32757,423820,3,49,3164,46051
32758,424910,5,24,762,46051
32759,441110,3,54,1957,46051
32760,441310,3,21,578,46051
32761,443142,3,10,305,46051
32762,444190,7,20,605,46051
32763,445110,3,0,0,46051
32764,447110,3,66,904,46051
32765,452319,3,61,801,46051
32766,484110,4,11,470,46051
32767,484121,5,96,3028,46051
32768,484220,3,5,53,46051
32769,522110,4,43,2208,46051
32770,524210,8,22,569,46051
32771,541110,5,13,281,46051
32772,561320,6,32,2257,46051
32773,621111,4,36,3127,46051
32774,621310,5,19,242,46051
32775,623110,3,167,2675,46051
32776,713990,3,0,0,46051
32777,721110,3,23,302,46051
32778,722410,6,27,228,46051
32779,722511,11,91,890,46051
32780,722513,6,106,1278,46051
32781,811111,7,34,968,46051
32782,811121,3,21,727,46051
32783,813110,16,79,1455,46051
32784,813410,4,12,114,46051
32785,811111,5,8,286,46053
32786,813110,7,19,192,46053
32787,236115,4,9,223,46053
32788,236118,5,13,288,46053
32789,238210,3,8,254,46053
32790,238220,3,0,0,46053
32791,238910,3,5,96,46053
32792,424510,3,0,0,46053
32793,444190,3,18,720,46053
32794,444220,3,0,0,46053
32795,445310,3,8,138,46053
32796,452319,3,29,601,46053
32797,447110,5,38,599,46053
32798,484220,6,22,469,46053
32799,484230,4,8,252,46053
32800,522110,4,0,0,46053
32801,524210,3,5,83,46053
32802,541110,4,7,195,46053
32803,621310,3,12,182,46053
32804,623312,3,37,749,46053
32805,721214,5,11,310,46053
32806,722511,8,62,799,46053
32807,722515,3,22,75,46053
32808,445110,4,81,1481,46123
32809,447110,4,39,651,46123
32810,451110,3,10,270,46123
32811,452319,4,70,1418,46123
32812,484121,4,18,304,46123
32813,484220,6,21,676,46123
32814,484230,3,0,0,46123
32815,522110,4,42,1788,46123
32816,524210,6,22,777,46123
32817,541211,3,0,0,46123
32818,621210,3,17,803,46123
32819,623210,3,0,0,46123
32820,721110,5,29,443,46123
32821,722410,3,12,102,46123
32822,722511,5,30,369,46123
32823,722513,4,60,1166,46123
32824,811111,6,17,516,46123
32825,811121,4,12,234,46123
32826,813110,3,0,0,46123
32827,813410,4,22,156,46123
32828,424910,5,35,1653,46123
32829,236115,3,8,163,46085
32830,424510,3,0,0,46085
32831,445110,4,46,687,46085
32832,447110,5,59,1128,46085
32833,447190,4,0,0,46085
32834,522110,5,13,583,46085
32835,524210,3,16,283,46085
32836,721110,6,73,1708,46085
32837,722511,4,115,1667,46085
32838,813910,3,0,0,46085
32839,236115,3,6,216,46039
32840,236220,7,5,1205,46039
32841,238120,3,0,0,46039
32842,238110,4,18,1083,46039
32843,238220,3,0,0,46039
32844,424910,4,24,1064,46039
32845,447110,3,18,442,46039
32846,484220,3,3,86,46039
32847,522110,3,0,0,46039
32848,524210,3,12,463,46039
32849,238110,3,0,279,46115
32850,561730,3,2,87,46039
32851,722410,3,4,45,46039
32852,722511,3,0,0,46039
32853,813110,8,28,238,46039
32854,424510,6,0,0,46115
32855,424910,11,97,7472,46115
32856,441310,3,0,0,46115
32857,445110,3,52,781,46115
32858,447190,4,0,0,46115
32859,484220,7,8,446,46115
32860,484230,4,23,1278,46115
32861,522110,5,36,1355,46115
32862,524210,11,24,842,46115
32863,722410,3,13,142,46115
32864,722511,6,25,291,46115
32865,722515,3,13,175,46115
32866,811111,4,11,447,46115
32867,811310,3,15,528,46115
32868,813110,12,28,388,46115
32869,238220,3,8,411,46009
32870,327320,3,13,601,46009
32871,424510,4,35,1313,46009
32872,424910,4,36,940,46009
