,fips,relevant_naics,YEAR,estab,emp,payann
0,46,11,2017,118,225,8653
2,46,21,2017,46,289,22233
4,46,22,2017,112,1509,140539
6,46,23,2017,3387,20330,1043906
8,46,42,2017,1511,18281,969199
10,46,51,2017,418,7360,364638
12,46,52,2017,1931,25716,1440217
14,46,53,2017,1100,4096,151697
16,46,54,2017,1918,12509,613984
18,46,55,2017,116,5903,376559
20,46,56,2017,1116,10873,343532
22,46,61,2017,204,6665,166290
24,46,62,2017,2414,67566,3401628
26,46,71,2017,672,6361,124309
28,46,72,2017,2491,39886,675749
30,46,81,2017,2798,14399,386318
