Zip Code,naics,Establishments,Employees,Payroll,IND Level
02891,53,30,001,0,2
02891,53,28,210,0,2
02891,54,54,001,0,2
02891,54,49,210,0,2
02891,54,3,220,0,2
02891,55,3,001,0,2
02891,56,36,001,0,2
02891,56,29,210,0,2
02891,56,6,220,0,2
02891,61,9,001,0,2
02891,61,4,210,0,2
02891,61,4,220,0,2
02891,62,97,001,0,2
02891,62,34,210,0,2
02891,62,20,220,0,2
02891,62,24,230,0,2
02891,62,12,241,0,2
02891,62,5,242,0,2
02891,71,35,001,0,2
02891,71,21,210,0,2
02891,71,4,220,0,2
02891,71,8,230,0,2
02891,72,107,001,0,2
02891,72,51,210,0,2
02891,72,15,220,0,2
02891,72,20,230,0,2
02891,72,17,241,0,2
02891,72,3,242,0,2
02891,81,74,001,0,2
02891,81,47,210,0,2
02891,81,19,220,0,2
02891,81,6,230,0,2
02891,00,735,001,349274,2
02891,00,418,210,0,2
02891,00,132,220,0,2
02891,00,101,230,0,2
02891,00,56,241,0,2
02891,00,13,242,0,2
02891,00,13,251,0,2
02891,23,76,001,0,2
02891,23,60,210,0,2
02891,23,8,220,0,2
02891,23,6,230,0,2
02891,31-33,22,001,0,2
02891,31-33,6,210,0,2
02891,31-33,5,220,0,2
02891,31-33,5,230,0,2
02891,31-33,4,241,0,2
02891,42,22,001,0,2
02891,42,13,210,0,2
02891,42,3,230,0,2
02891,42,3,241,0,2
02891,44-45,120,001,0,2
02891,44-45,57,210,0,2
02891,44-45,26,220,0,2
02891,44-45,16,230,0,2
02891,44-45,13,241,0,2
02891,44-45,3,242,0,2
02891,44-45,4,251,0,2
02891,48-49,8,001,0,2
02891,48-49,5,210,0,2
02891,51,6,001,0,2
02891,51,5,220,0,2
02891,52,34,001,0,2
02891,52,13,210,0,2
02891,52,12,220,0,2
02891,52,7,230,0,2
