,fips,relevant_naics,YEAR,estab,emp,payann
1,41,11,2018,1386,13557,670013
3,41,21,2018,107,1241,76420
5,41,22,2018,272,8129,815684
7,41,23,2018,13574,101878,6187184
9,41,42,2018,5122,76919,5385742
11,41,51,2018,2371,39183,3139847
13,41,52,2018,5961,64059,4998639
15,41,53,2018,6868,30964,1416584
17,41,54,2018,12650,94453,7475771
19,41,55,2018,693,51801,6042129
21,41,56,2018,5909,92776,3388922
23,41,61,2018,1628,37906,1118310
25,41,62,2018,14237,261341,13856811
27,41,71,2018,2033,29513,832192
29,41,72,2018,11796,189249,4000890
31,41,81,2018,10204,69415,2271319
33,41,99,2018,199,192,5823
