,fips,relevant_naics,YEAR,estab,emp,payann
0,41,11,2017,1367,12733,601512
2,41,21,2017,111,837,51149
4,41,22,2017,277,6118,620515
6,41,23,2017,12866,94343,5537182
8,41,42,2017,5225,76354,5268053
10,41,51,2017,2336,39634,3053806
12,41,52,2017,6035,60810,4605604
14,41,53,2017,6727,29674,1303089
16,41,54,2017,12562,91121,6885651
18,41,55,2017,724,52080,5881594
20,41,56,2017,5894,91040,3134138
22,41,61,2017,1589,36772,1046340
24,41,62,2017,14072,261030,13321365
26,41,71,2017,1993,28276,805255
28,41,72,2017,11700,182550,3640024
30,41,81,2017,10113,67667,2113492
32,41,99,2017,85,138,3546
