,fips,relevant_naics,estab,emp,payann
0,41,1141,144,233,9799
2,41,1133,652,5502,283320
4,41,1152,86,209,4277
6,41,1151,150,2698,89378
8,41,1153,233,2914,166508
10,41,1131,17,76,5006
12,41,2123,82,677,41921
14,41,2131,8,11,795
16,41,2211,142,3970,416585
18,41,2212,5,0,0
20,41,2213,73,281,11903
22,41,2382,2236,25138,1693674
24,41,2383,2507,14643,677257
26,41,2381,1613,14105,766364
28,41,2373,168,3021,235146
30,41,2372,86,254,16318
32,41,2362,540,7975,594425
34,41,2379,38,365,28576
36,41,2389,1215,8765,506767
38,41,2361,4154,14364,661972
40,41,2371,232,4448,269063
42,41,3111,10,74,3480
44,41,3116,37,239,11898
46,41,3159,7,19,319
48,41,3118,182,4571,191276
50,41,3121,434,5942,240079
52,41,3152,24,337,10287
54,41,3115,40,1423,78600
56,41,3162,3,199,8174
58,41,3114,85,5073,250444
60,41,3112,8,539,28296
62,41,3119,127,3402,142182
64,41,3169,21,174,4653
66,41,3149,55,326,9867
68,41,3117,14,985,39441
70,41,3113,55,598,20908
73,41,3141,16,91,2152
75,41,3251,12,235,19231
77,41,3273,100,1339,72457
79,41,3271,8,298,14828
81,41,3222,31,1536,92051
83,41,3272,56,716,33424
85,41,3274,3,60,2747
87,41,3259,21,797,44718
89,41,3279,14,126,8673
91,41,3219,203,5593,214359
93,41,3255,13,334,19336
95,41,3253,13,144,6543
97,41,3241,14,505,42442
99,41,3254,36,495,25973
101,41,3261,125,4250,205461
103,41,3231,368,4898,221460
105,41,3252,12,332,25597
107,41,3262,24,790,33608
109,41,3211,103,5068,266308
111,41,3256,34,405,20311
113,41,3212,62,6698,329472
115,41,3364,21,772,43691
117,41,3331,47,1436,83123
119,41,3313,3,0,0
121,41,3323,207,3737,199171
123,41,3343,15,459,34783
125,41,3324,12,448,22569
127,41,3328,87,1544,67207
129,41,3333,19,80,4751
131,41,3342,9,53,2410
133,41,3341,12,28,2197
135,41,3322,15,481,27196
137,41,3351,10,0,0
139,41,3353,14,329,21263
141,41,3336,8,192,9346
143,41,3321,23,465,20915
145,41,3315,25,4457,276365
147,41,3325,4,37,1458
149,41,3371,232,2523,94116
151,41,3332,60,3984,566463
153,41,3327,344,3995,201102
155,41,3346,5,23,700
157,41,3391,190,3742,232751
159,41,3335,60,490,23372
161,41,3362,54,738,36267
163,41,3361,3,0,0
164,41,3363,58,1092,60872
166,41,3345,81,5409,512970
168,41,3372,55,2397,98529
170,41,3359,24,961,78235
172,41,3329,122,1919,87798
174,41,3379,3,172,6664
176,41,3339,63,2825,179329
178,41,3399,355,3633,159639
180,41,3369,24,222,7967
182,41,3344,82,16608,2016745
184,41,3366,17,943,79172
186,41,3326,11,451,26734
188,41,3312,3,258,11766
189,41,3334,19,428,23841
191,41,4243,84,2081,192885
193,41,4248,59,2243,118280
195,41,4246,115,1262,86506
197,41,4242,82,923,45033
199,41,4245,59,555,31923
201,41,4232,118,1281,83489
203,41,4244,433,12907,680406
205,41,4237,199,2567,162895
207,41,4236,342,8192,968493
209,41,4233,361,4863,377233
211,41,4238,711,9094,655137
213,41,4235,113,2007,129686
215,41,4239,343,3481,181705
217,41,4249,407,4521,231026
219,41,4231,311,5217,272209
221,41,4241,119,1221,77581
223,41,4247,72,1390,85344
225,41,4234,376,5851,551900
227,41,4251,687,3314,170899
229,41,4411,565,15370,807413
231,41,4413,753,7542,277463
