,fips,relevant_naics,YEAR,estab,emp,payann
1,41,115113,2018,11,99,5294
3,41,115115,2018,30,1227,32678
5,41,114111,2018,115,170,8438
7,41,113310,2018,655,5668,298543
9,41,115114,2018,32,511,22419
11,41,114112,2018,21,48,1562
13,41,115112,2018,35,158,5576
15,41,115210,2018,97,183,4114
17,41,115310,2018,240,3462,207840
19,41,113110,2018,11,47,4541
21,41,212321,2018,33,531,34924
24,41,212319,2018,22,166,8457
26,41,213115,2018,7,82,5554
28,41,221122,2018,88,4867,495059
30,41,221112,2018,4,164,18739
32,41,221111,2018,3,80,6190
34,41,221210,2018,5,653,73457
36,41,221310,2018,54,213,8351
38,41,221115,2018,15,403,58815
40,41,238990,2018,499,3190,173786
42,41,236220,2018,488,7595,613879
44,41,238310,2018,350,5141,286806
46,41,238210,2018,915,11233,894649
48,41,238350,2018,483,2348,102124
50,41,238330,2018,453,1839,79247
52,41,238130,2018,265,1824,73744
54,41,238150,2018,70,707,43696
56,41,237310,2018,173,3361,271791
58,41,236210,2018,24,1043,88646
60,41,237210,2018,83,257,18773
62,41,238140,2018,235,1328,66061
64,41,236117,2018,351,1545,107571
66,41,236116,2018,52,917,79207
68,41,236115,2018,2107,5616,230496
69,41,237120,2018,3,1899,96889
71,41,238290,2018,86,1857,140373
73,41,238390,2018,74,924,62947
75,41,238190,2018,30,278,17152
77,41,237990,2018,44,560,38625
79,41,238320,2018,958,4345,172269
81,41,238220,2018,1234,13007,846763
83,41,238110,2018,306,4269,272200
85,41,237130,2018,65,1277,101179
87,41,236118,2018,2068,7772,324179
89,41,238160,2018,431,4362,203226
91,41,238170,2018,194,1573,79068
93,41,238910,2018,778,6174,380253
95,41,238120,2018,34,800,45315
97,41,238340,2018,229,1064,47570
99,41,237110,2018,148,1523,105527
101,41,316998,2018,12,148,4337
103,41,311999,2018,11,530,18828
105,41,314999,2018,30,204,5564
107,41,315990,2018,3,462,14318
109,41,311230,2018,3,529,26017
111,41,312120,2018,116,2599,100741
113,41,311351,2018,5,26,560
115,41,311920,2018,41,917,49432
117,41,311812,2018,66,2712,127342
119,41,311352,2018,21,225,6149
121,41,311821,2018,6,273,28018
123,41,314120,2018,15,220,6453
125,41,315210,2018,13,182,7554
127,41,312140,2018,24,206,8310
129,41,311423,2018,4,747,45328
131,41,311824,2018,3,71,3283
132,41,311930,2018,3,52,2591
134,41,311511,2018,5,526,33696
136,41,316210,2018,4,201,9689
138,41,311411,2018,18,3195,151315
140,41,311412,2018,5,159,4770
142,41,311421,2018,38,804,34004
144,41,311520,2018,7,371,15831
146,41,311941,2018,9,385,16388
148,41,311612,2018,14,234,9762
150,41,311340,2018,12,382,16479
152,41,311119,2018,7,77,3103
154,41,311919,2018,3,9,118
156,41,311991,2018,24,1385,50239
158,41,311811,2018,67,758,15162
160,41,311710,2018,13,1052,43265
162,41,312111,2018,6,168,9996
163,41,313310,2018,4,5,332
165,41,314910,2018,14,233,9296
167,41,312130,2018,269,2906,117686
169,41,315240,2018,4,135,4744
170,41,325199,2018,3,143,17582
172,41,325998,2018,16,184,12928
174,41,321999,2018,50,566,25219
176,41,326199,2018,76,3253,166544
178,41,326299,2018,3,79,3586
180,41,324121,2018,6,47,2202
182,41,324122,2018,4,432,34180
184,41,327120,2018,4,281,13213
186,41,323111,2018,234,3576,180168
188,41,323113,2018,78,774,28548
190,41,327331,2018,5,57,2885
192,41,322211,2018,9,633,41947
194,41,321912,2018,18,472,20066
196,41,327991,2018,7,42,1840
198,41,321213,2018,10,931,57762
199,41,325314,2018,4,86,2895
200,41,327211,2018,3,129,6079
202,41,327215,2018,23,740,38629
204,41,325413,2018,4,69,5041
