,relevant_naics,estab,emp,payann,fips
53209,11,26,45,3442,41061
53210,22,4,35,3407,41061
53211,23,112,444,18893,41061
53212,42,21,227,9623,41061
53213,51,18,113,3965,41061
53214,52,39,162,8045,41061
53215,53,22,85,2605,41061
53216,54,54,300,12893,41061
53217,56,37,195,7993,41061
53218,61,6,13,303,41061
53219,62,91,1423,74534,41061
53220,71,8,53,1083,41061
53221,72,72,876,13613,41061
53222,81,88,357,7326,41061
53223,99,6,2,75,41061
53225,11,79,1337,60512,41047
53226,21,9,95,6619,41047
53227,22,6,221,22961,41047
53228,23,1291,9521,564308,41047
53229,42,304,3576,201912,41047
53230,51,114,2185,112567,41047
53231,52,445,2997,184103,41047
53232,53,461,2026,87539,41047
53233,54,676,3824,207954,41047
53234,55,34,978,54330,41047
53235,56,456,7380,221041,41047
53236,61,94,3026,80359,41047
53237,62,1108,21185,1053647,41047
53238,71,130,1581,32243,41047
53239,72,777,12631,231411,41047
53240,81,726,5192,156098,41047
53241,99,10,4,111,41047
53243,11,8,16,514,41001
53244,21,3,141,8992,41001
53245,22,6,142,12768,41001
53246,23,68,233,7747,41001
53247,42,15,73,2329,41001
53249,11,99,1429,73195,41029
53250,51,10,80,2802,41001
53251,52,28,125,5404,41001
53252,53,16,40,1189,41001
53253,54,41,183,6375,41001
53254,21,13,107,6143,41029
53255,22,10,227,20367,41029
53256,23,794,4375,219266,41029
53257,56,18,63,2540,41001
53258,61,3,123,6076,41001
53259,62,45,705,32463,41001
53260,71,11,132,1598,41001
53261,72,57,586,10732,41001
53262,81,56,188,3796,41001
53264,11,119,1179,60253,41019
53265,21,6,51,2074,41019
53266,22,11,169,14766,41019
53267,23,318,1586,76525,41019
53268,42,258,2635,149098,41029
53271,11,7,27,1154,41031
53272,22,4,82,5052,41031
53273,23,43,100,4081,41031
53274,42,21,206,10021,41031
53275,42,61,746,37141,41019
53276,51,9,29,987,41031
53277,52,15,69,3206,41031
53278,53,27,53,2096,41031
53279,54,23,70,2327,41031
53280,56,20,96,4044,41031
53281,61,3,18,115,41031
53282,62,46,631,29002,41031
53283,71,14,338,9367,41031
53284,72,48,559,10031,41031
53285,81,43,163,3774,41031
53286,51,32,343,14774,41019
53287,52,138,1074,50276,41019
53288,53,112,328,9342,41019
53289,54,149,882,35676,41019
53290,11,19,60,4135,41023
53291,23,41,137,5683,41023
53292,42,7,30,1172,41023
53293,51,5,52,2579,41023
53294,52,11,57,2415,41023
53295,53,4,3,88,41023
53296,54,16,58,2181,41023
53297,56,8,38,806,41023
53298,62,22,412,17446,41023
53299,55,13,410,70087,41019
53300,56,120,2270,72494,41019
53301,61,18,344,6022,41019
53302,72,27,151,3402,41023
53303,81,19,68,1706,41023
53304,62,332,6439,430600,41019
53305,71,31,440,7979,41019
53306,72,270,4040,79891,41019
53307,81,244,1155,29894,41019
53308,99,3,2,37,41019
53310,11,47,666,35024,41053
53311,22,7,65,5640,41053
53312,23,231,1315,71438,41053
53313,51,115,1196,62514,41029
53314,52,322,2290,148096,41029
53315,53,373,1189,42999,41029
53316,54,581,2709,128913,41029
53317,42,40,461,24052,41053
53318,51,25,105,4079,41053
53319,52,68,264,12124,41053
53320,53,83,290,6252,41053
53321,55,36,3296,156289,41029
53322,56,312,3183,100421,41029
53323,54,112,376,17158,41053
53324,55,4,26,1013,41053
53325,56,73,623,18607,41053
53326,61,17,132,2944,41053
53328,11,79,788,26768,41005
53329,61,93,1112,31257,41029
53330,21,9,52,4340,41005
53331,22,18,315,27192,41005
53332,62,783,16017,849213,41029
53333,62,226,3017,105929,41053
53334,71,24,217,2489,41053
53336,11,45,274,17148,41017
53338,11,78,607,30634,41043
53339,21,7,33,2200,41043
53340,22,9,130,12936,41043
53341,23,344,2831,161233,41043
53342,23,1944,14386,814979,41005
53343,42,124,1627,88928,41043
53344,71,118,1866,45506,41029
53345,72,613,9598,176308,41029
53346,42,692,10478,681739,41005
53347,51,42,318,13026,41043
53348,52,138,990,43690,41043
53349,53,124,348,11099,41043
53350,54,188,1078,52262,41043
53351,81,456,2995,87399,41029
53352,99,17,36,741,41029
53353,72,149,2970,74936,41053
53354,81,137,681,21809,41053
53355,99,3,3,69,41053
53356,55,6,147,11995,41043
53357,56,117,1472,46204,41043
53358,61,25,377,12218,41043
53359,62,230,5613,259760,41043
53360,71,35,228,3746,41043
53361,72,227,3552,59758,41043
53362,81,270,1885,44047,41043
53363,99,3,2,25,41043
53364,21,7,92,5674,41017
53365,22,26,345,29520,41017
53366,23,1231,6879,353229,41017
53367,51,207,3324,326432,41005
53368,52,813,6104,517736,41005
53369,53,725,3201,178484,41005
53370,54,1386,8858,730453,41005
53371,42,273,1553,84213,41017
53372,55,81,2612,182496,41005
53373,56,682,9261,324481,41005
53374,61,143,1835,50584,41005
53375,62,1357,24039,1236887,41005
53376,51,177,2358,124693,41017
53377,71,195,2525,58227,41005
53378,72,881,15148,302601,41005
53379,52,355,2258,158982,41017
53380,53,548,1307,53862,41017
53381,81,1005,7295,201812,41005
53382,54,921,3823,235681,41017
53383,55,27,266,14187,41017
53384,56,433,5644,240022,41017
53385,99,21,11,307,41005
53387,11,30,246,12913,41057
53388,22,3,7,83,41057
53389,23,97,381,17667,41057
53390,61,89,990,24958,41017
53391,42,13,192,7062,41057
53392,62,770,10742,608916,41017
53393,51,12,71,2115,41057
53394,52,27,145,5468,41057
53395,53,44,145,4274,41057
53396,54,40,166,6457,41057
53397,56,27,257,6034,41057
53398,61,7,27,471,41057
53399,71,146,2400,41094,41017
53401,11,49,802,32428,41071
53403,11,28,330,20736,41033
53404,22,6,61,5827,41033
53405,23,247,1090,45702,41033
53406,62,49,1052,55437,41057
53407,71,13,173,2230,41057
53408,72,133,1285,30936,41057
53409,81,68,256,6032,41057
53410,42,63,452,25058,41033
53411,72,620,10585,247378,41017
53412,21,3,74,4595,41071
53413,22,9,50,3501,41071
53414,23,385,1979,102784,41071
53415,42,93,559,36803,41071
53416,51,37,302,13039,41033
53417,52,107,727,41044,41033
53418,53,104,531,19703,41033
53419,54,135,983,54251,41033
53420,55,8,126,7987,41033
53421,56,105,1639,51153,41033
53422,62,303,5388,245839,41033
53423,61,27,259,5467,41033
53424,51,41,291,20358,41071
53425,52,112,711,44242,41071
53426,71,31,404,5791,41033
53427,72,214,3212,65193,41033
53428,81,531,3010,92896,41017
53429,99,11,18,447,41017
53431,11,28,503,18880,41059
53432,21,3,24,1023,41059
53433,22,6,142,15017,41059
53434,23,157,1088,65540,41059
53435,53,118,343,11178,41071
53436,54,215,725,35920,41071
53437,42,65,1088,51001,41059
53438,55,10,474,25291,41071
53439,56,120,995,29917,41071
53440,61,35,3858,77999,41071
53441,62,301,4912,201937,41071
53442,71,22,139,2727,41071
53443,51,30,273,13042,41059
53444,52,94,494,27455,41059
53445,72,234,3370,69854,41071
53446,81,235,1408,35317,41071
53447,53,74,180,6104,41059
53448,54,92,651,27519,41059
53449,56,70,1077,33590,41059
53450,81,161,791,19499,41033
53451,99,10,12,274,41033
53452,99,5,2,253,41071
53453,61,6,296,8334,41059
53454,62,203,3253,158992,41059
53455,71,22,178,3675,41059
53457,11,26,219,11432,41035
53458,22,14,111,10657,41035
53459,23,164,772,38261,41035
53461,11,49,465,26931,41003
53462,21,4,31,1313,41003
53463,23,197,1065,56238,41003
53464,72,174,3295,73561,41059
53465,81,171,2021,40268,41059
53466,42,57,455,21770,41035
53467,42,51,360,24826,41003
53468,51,24,203,6877,41035
53469,52,67,478,22740,41035
53470,53,79,237,7682,41035
53471,54,110,708,33117,41035
53472,51,49,416,19936,41003
53473,52,105,652,42916,41003
53475,22,6,39,3302,41055
53476,23,5,4,170,41055
53477,42,6,47,2608,41055
53478,62,4,13,174,41055
53480,11,86,264,12122,41041
53481,72,6,77,1640,41055
53482,81,6,12,363,41055
53483,55,6,1170,111069,41035
53484,56,68,957,23611,41035
53485,61,17,171,4008,41035
53486,62,186,3633,168931,41035
53487,53,136,527,18817,41003
53488,54,282,3558,297219,41003
53489,71,25,331,7471,41035
53490,72,196,2351,46663,41035
53491,55,10,2905,245781,41003
53492,56,86,542,19360,41003
53493,61,41,507,12157,41003
53494,81,151,699,15847,41035
53495,62,286,6091,356270,41003
53496,22,4,29,3182,41041
53497,23,174,702,31512,41041
53498,42,29,128,6514,41041
53499,71,39,508,6488,41003
53500,72,229,4540,75599,41003
53501,81,217,1569,50611,41003
53502,99,4,6,219,41003
53505,11,17,52,3488,41013
53506,23,85,335,19855,41013
53507,21,4,13,757,41013
53508,22,3,5,345,41013
53509,42,18,122,6407,41013
53510,51,9,26,1248,41013
53511,52,22,109,5112,41013
53512,53,24,47,2072,41013
53513,51,23,165,5720,41041
53514,54,43,131,5674,41013
53515,52,56,255,13276,41041
53516,55,3,4,266,41013
53517,56,29,174,5038,41013
53518,61,10,69,1296,41013
53519,62,35,492,26079,41013
53520,71,10,23,641,41013
53521,72,45,577,11222,41013
53522,53,74,372,12242,41041
53523,54,83,274,10099,41041
53524,55,3,181,8511,41041
53525,56,65,766,19498,41041
53526,81,67,218,6027,41013
53527,61,11,136,2706,41041
53528,62,109,1789,101155,41041
53529,71,30,823,29662,41041
53530,11,26,185,10176,41009
53531,21,8,77,6003,41009
53532,22,6,156,15852,41009
53533,23,144,602,32154,41009
53534,72,279,3857,89154,41041
53535,81,136,500,11561,41041
53537,11,12,62,3081,41025
53538,22,3,22,2075,41025
53539,23,33,94,3535,41025
53540,42,7,47,1747,41025
53541,51,5,11,464,41025
53542,42,13,54,2029,41009
53543,52,10,49,1882,41025
53544,53,7,17,516,41025
53545,54,13,57,2023,41025
53546,56,5,28,1249,41025
53547,61,3,30,1019,41025
53548,62,19,378,17105,41025
53549,71,4,8,148,41025
53550,72,30,200,3494,41025
53551,81,21,58,1833,41025
53552,51,14,53,2590,41009
53553,52,45,324,17782,41009
53554,53,41,82,3211,41009
53555,54,80,311,12703,41009
53556,56,35,309,8136,41009
53558,11,8,53,3791,41065
53559,22,6,35,3243,41065
53560,23,71,361,16922,41065
53561,42,31,237,10593,41065
53562,61,18,102,4226,41009
53563,62,112,1414,39394,41009
53564,71,9,62,546,41009
53565,72,98,1304,22636,41009
53567,11,11,126,4792,41045
53568,21,3,26,1106,41045
53569,22,3,45,2475,41045
53570,23,52,258,10035,41045
53572,11,19,45,3057,41063
53573,23,62,191,7225,41063
53574,42,5,59,2815,41063
53575,51,22,206,25721,41065
53576,52,37,315,20535,41065
53577,51,3,11,477,41063
53578,52,10,63,2741,41063
53579,53,26,46,1109,41063
53580,54,28,108,3341,41063
53581,56,20,43,1204,41063
53582,61,4,11,306,41063
53583,62,31,441,20181,41063
53584,71,12,22,683,41063
53585,72,42,197,4113,41063
53586,81,26,80,2607,41063
53587,53,40,79,2844,41065
53588,54,42,239,12315,41065
53589,55,5,62,2133,41065
53590,56,31,140,4120,41065
53591,61,10,95,2062,41065
53592,62,87,1990,90023,41065
53593,81,88,402,9074,41009
53594,99,4,1,63,41009
53595,71,10,53,1086,41065
53596,72,77,1104,21772,41065
53597,81,70,326,7843,41065
53599,11,133,1277,69143,41039
53600,21,12,190,11601,41039
53601,22,12,138,11189,41039
53602,23,1050,7511,420319,41039
53603,42,37,563,19924,41045
53606,61,3,16,306,41069
53607,62,3,40,1539,41069
53608,72,6,14,166,41069
53610,22,10,190,20470,41049
53611,23,14,52,2466,41049
53612,11,11,84,4248,41049
53613,42,14,64,3183,41049
53614,51,4,74,5475,41049
53615,52,11,97,5147,41049
53616,53,9,14,272,41049
53617,56,8,67,2054,41049
53618,62,18,277,16231,41049
53619,72,20,148,2841,41049
53620,81,19,58,1604,41049
53621,51,11,239,4863,41045
53622,52,36,221,10625,41045
53623,53,29,83,2204,41045
53624,54,53,240,11879,41045
53625,55,3,89,3872,41045
53626,56,24,129,3413,41045
53627,22,8,1084,93564,41067
53628,23,1634,17989,1189131,41067
53629,11,52,464,19113,41067
53630,21,4,121,7063,41067
53631,61,3,44,1520,41045
53632,62,95,1410,57911,41045
53633,71,4,33,768,41045
53634,72,83,1090,17372,41045
53635,81,82,321,6865,41045
53637,11,37,315,16006,41007
53638,22,6,42,3618,41007
53639,23,172,843,38635,41007
53641,11,82,762,38088,41011
53642,21,5,49,2929,41011
53643,22,4,47,4610,41011
53644,23,165,841,45610,41011
53645,42,45,383,17494,41011
53646,51,35,274,10165,41011
53647,52,71,420,24021,41011
53648,53,58,212,6858,41011
53649,54,112,488,21192,41011
53650,55,3,27,1463,41011
