Zip Code,naics,Establishments,Employees,Payroll,IND Level
32832,00,474,001,425767,2
32832,00,363,210,0,2
32832,00,40,220,0,2
32832,00,31,230,0,2
32832,00,23,241,0,2
32832,00,6,242,0,2
32832,00,5,251,0,2
32832,00,3,252,0,2
32832,00,3,260,0,2
32832,23,57,001,0,2
32832,23,49,210,0,2
32832,23,7,220,0,2
32832,31-33,5,001,0,2
32832,42,10,001,0,2
32832,42,8,210,0,2
32832,44-45,35,001,0,2
32832,44-45,17,210,0,2
32832,44-45,3,220,0,2
32832,44-45,6,230,0,2
32832,44-45,4,241,0,2
32832,44-45,3,251,0,2
32832,48-49,21,001,0,2
32832,48-49,16,210,0,2
32832,51,5,001,0,2
32832,51,4,210,0,2
32832,52,26,001,0,2
32832,52,21,210,0,2
32832,52,3,220,0,2
32832,53,41,001,0,2
32832,53,37,210,0,2
32832,53,3,230,0,2
32832,54,80,001,0,2
32832,54,72,210,0,2
32832,54,3,220,0,2
32832,54,3,230,0,2
32832,56,36,001,0,2
32832,56,32,210,0,2
32832,56,4,220,0,2
32832,61,9,001,0,2
32832,61,4,210,0,2
32832,62,48,001,0,2
32832,62,33,210,0,2
32832,62,9,220,0,2
32832,62,3,230,0,2
32832,62,3,241,0,2
32832,71,18,001,0,2
32832,71,17,210,0,2
32832,72,40,001,0,2
32832,72,17,210,0,2
32832,72,7,230,0,2
32832,72,10,241,0,2
32832,72,5,242,0,2
32832,81,39,001,0,2
32832,81,30,210,0,2
32832,81,3,220,0,2
32832,81,3,260,0,2
32832,99,3,001,0,2
32832,99,3,210,0,2
