,fips,relevant_naics,YEAR,estab,emp,payann
0,49,115112,2017,3,4,82
1,49,115210,2017,42,78,1755
3,49,212399,2017,3,0,0
5,49,212321,2017,12,2,75
7,49,211120,2017,22,440,39634
9,49,213111,2017,29,133,8518
11,49,211130,2017,4,0,0
13,49,212319,2017,4,0,0
15,49,213113,2017,4,0,0
17,49,213114,2017,4,94,17111
19,49,213112,2017,186,1286,76141
21,49,221122,2017,75,14,1439
23,49,221112,2017,30,84,9992
27,49,221310,2017,47,233,14247
29,49,238990,2017,461,3069,161151
31,49,236220,2017,439,7312,524513
33,49,238310,2017,302,3764,152988
35,49,238210,2017,854,11758,731267
37,49,238350,2017,505,2200,79352
39,49,238330,2017,244,760,31179
41,49,238130,2017,272,1982,73194
43,49,238150,2017,61,805,46863
45,49,237310,2017,68,2635,194519
47,49,236210,2017,33,303,20894
49,49,237210,2017,98,446,28278
51,49,238140,2017,282,2544,104491
53,49,236117,2017,259,1839,107115
55,49,236116,2017,43,206,10245
57,49,236115,2017,950,3594,154252
59,49,237120,2017,24,753,42264
61,49,238290,2017,75,1034,71338
63,49,238390,2017,97,696,28102
65,49,238190,2017,83,400,18071
67,49,237990,2017,5,78,4656
69,49,238320,2017,483,2699,95020
71,49,238220,2017,1162,10328,567480
73,49,238110,2017,413,3187,144452
75,49,237130,2017,48,1571,84305
77,49,236118,2017,861,2452,90862
79,49,238160,2017,211,2272,98750
81,49,238170,2017,121,1227,46991
83,49,238910,2017,508,5703,301592
85,49,238120,2017,48,2135,140203
87,49,238340,2017,216,1164,44729
89,49,237110,2017,104,1105,63617
91,49,316998,2017,13,51,1737
93,49,311999,2017,8,0,0
95,49,314999,2017,7,64,1207
97,49,311611,2017,5,28,415
99,49,315990,2017,4,0,0
101,49,312120,2017,11,266,10384
103,49,311513,2017,3,0,0
105,49,311351,2017,8,41,1007
107,49,311920,2017,3,51,1425
109,49,311812,2017,35,859,31700
111,49,311352,2017,15,171,2553
113,49,311821,2017,5,0,0
115,49,314120,2017,16,147,4262
117,49,315210,2017,6,36,916
119,49,312140,2017,3,0,0
121,49,311111,2017,4,0,0
123,49,311423,2017,4,0,0
125,49,311211,2017,3,144,9137
127,49,311421,2017,3,42,882
129,49,311612,2017,6,826,33486
131,49,311340,2017,14,441,19807
133,49,311119,2017,8,165,7563
135,49,315280,2017,5,0,0
137,49,311919,2017,4,0,0
139,49,311991,2017,8,286,11072
141,49,311811,2017,58,799,9061
143,49,312111,2017,3,0,0
145,49,313310,2017,10,136,5783
147,49,314910,2017,8,177,8821
149,49,315240,2017,4,22,377
151,49,322299,2017,6,62,3087
153,49,325998,2017,7,0,0
155,49,327999,2017,8,109,4200
157,49,321999,2017,36,326,10170
159,49,326199,2017,74,2288,104212
161,49,326299,2017,4,28,1440
163,49,324121,2017,5,93,7013
166,49,323117,2017,3,0,0
168,49,327120,2017,4,220,14946
170,49,323111,2017,154,2667,119976
172,49,323113,2017,48,879,25363
174,49,322211,2017,3,0,0
177,49,327991,2017,25,310,16599
179,49,322212,2017,3,0,0
180,49,327215,2017,3,0,0
181,49,325413,2017,3,0,0
183,49,325120,2017,3,0,0
185,49,326130,2017,4,0,0
187,49,325411,2017,21,679,28082
189,49,327390,2017,13,306,13710
191,49,321918,2017,25,349,10897
193,49,325510,2017,16,155,9358
195,49,322220,2017,4,0,0
197,49,324191,2017,3,30,1668
198,49,324110,2017,3,521,60372
200,49,325412,2017,33,3233,248969
202,49,326111,2017,4,0,0
204,49,326160,2017,6,113,5667
206,49,326112,2017,3,0,0
208,49,326122,2017,3,117,5353
210,49,326191,2017,4,0,0
212,49,326140,2017,3,49,2248
215,49,327320,2017,36,767,40239
217,49,325611,2017,9,601,31372
219,49,323120,2017,17,160,4170
221,49,326212,2017,3,34,1551
224,49,321214,2017,9,306,12398
226,49,326150,2017,4,61,2767
228,49,321920,2017,17,465,14631
230,49,321911,2017,24,357,20129
232,49,336412,2017,3,0,0
234,49,336411,2017,3,0,0
237,49,332999,2017,40,1238,49064
239,49,333999,2017,11,211,8379
241,49,339999,2017,65,457,15223
243,49,336999,2017,3,190,13285
245,49,331524,2017,5,30,1147
246,49,334516,2017,9,262,15594
248,49,334310,2017,4,68,4647
250,49,334412,2017,6,100,3483
253,49,336612,2017,3,0,0
255,49,335991,2017,4,1265,98217
257,49,334118,2017,7,181,16781
259,49,333120,2017,5,43,1688
261,49,333922,2017,3,0,0
263,49,337212,2017,36,828,38254
265,49,333515,2017,3,11,435
267,49,339114,2017,6,0,0
269,49,339116,2017,125,909,38973
271,49,339930,2017,5,20,696
273,49,334510,2017,20,1024,73959
275,49,332813,2017,13,200,8188
277,49,332996,2017,8,105,4006
279,49,332312,2017,54,1174,59447
281,49,339991,2017,4,0,0
283,49,332510,2017,3,45,2040
285,49,333413,2017,4,82,3979
287,49,333511,2017,6,32,1386
