Naics,Establishments,Employees,Payroll,fips
452319,5,24,1063,49027
484110,3,0,0,49027
484121,7,69,2868,49027
484220,3,0,0,49027
221122,3,14,1439,49027
236118,3,9,183,49027
236115,7,15,246,49027
522110,4,0,0,49027
524127,3,0,0,49027
524210,4,10,306,49027
541110,3,8,213,49027
561720,3,0,0,49027
621111,4,0,0,49027
621210,8,50,1574,49027
721110,6,44,904,49027
722511,5,39,671,49027
722513,13,188,2232,49027
811111,7,34,1031,49027
238210,4,7,139,49027
238220,3,7,95,49027
327320,3,23,833,49027
424710,3,0,0,49027
424910,3,20,592,49027
441310,3,11,417,49027
445110,4,177,2290,49027
447110,11,124,1856,49027
447190,3,42,894,49027
236115,12,39,1436,49045
236117,5,7,198,49045
236118,11,11,297,49045
611699,3,10,83,49045
621111,23,187,12855,49045
621210,22,179,5695,49045
621310,3,0,0,49045
621320,5,26,800,49045
621330,5,17,475,49045
621340,9,56,2256,49045
623990,8,0,0,49045
236220,6,43,2002,49045
237110,4,13,483,49045
238110,10,41,1626,49045
238130,4,16,545,49045
624120,4,0,0,49045
624190,4,4,48,49045
624410,10,169,2115,49045
238140,6,54,1418,49045
238210,15,94,3939,49045
238220,13,78,3278,49045
238320,4,20,644,49045
238350,4,8,257,49045
238910,9,172,8191,49045
711510,3,6,196,49045
713990,4,10,43,49045
721110,12,185,2486,49045
238990,10,24,1221,49045
325998,3,0,0,49045
332312,3,0,0,49045
423610,3,12,538,49045
722511,25,353,4812,49045
722513,27,566,8472,49045
722515,7,59,651,49045
424690,4,40,2468,49045
441110,5,92,4844,49045
441120,5,45,1795,49045
441310,4,40,963,49045
441320,4,36,1475,49045
811111,17,37,1275,49045
811121,3,20,985,49045
811191,4,32,979,49045
811192,3,23,238,49045
811310,9,33,2000,49045
443142,4,21,430,49045
444190,3,19,781,49045
445110,5,333,6837,49045
445120,5,93,636,49045
446110,5,81,2802,49045
812112,8,47,879,49045
813110,10,48,1042,49045
813410,5,32,288,49045
447110,16,157,2653,49045
447190,3,112,2509,49045
448120,3,33,317,49045
452319,6,66,1058,49045
454110,7,8,170,49045
484121,16,266,20506,49045
484122,3,0,0,49045
484220,7,10,476,49045
484230,5,3,147,49045
493110,3,0,0,49045
512131,3,48,296,49045
517311,5,57,3221,49045
517312,4,5,333,49045
522110,3,23,877,49045
522130,9,67,2006,49045
522292,3,0,0,49045
