,fips,relevant_naics,YEAR,estab,emp,payann
0,49,11,2017,80,204,7364
2,49,21,2017,375,6609,487247
4,49,22,2017,210,2031,196004
6,49,23,2017,9593,83446,4420148
8,49,42,2017,3592,53196,3286917
10,49,51,2017,1687,50933,3610401
12,49,52,2017,5223,64305,4427510
14,49,53,2017,5559,19373,877342
16,49,54,2017,10823,89607,5274228
18,49,55,2017,509,25831,2233219
20,49,56,2017,4512,87172,3196315
22,49,61,2017,1183,52215,1554553
24,49,62,2017,8261,143677,6545497
26,49,71,2017,1168,23225,437890
28,49,72,2017,5910,119528,2053661
30,49,81,2017,5193,53675,1868164
32,49,99,2017,47,84,2850
