,fips,relevant_naics,YEAR,estab,emp,payann
1,49,11,2018,85,410,31308
3,49,21,2018,376,7000,534788
5,49,22,2018,213,4592,419225
7,49,23,2018,10150,90402,4833495
9,49,42,2018,3591,58198,3631505
11,49,51,2018,1750,52230,3878086
13,49,52,2018,5213,65713,4720844
15,49,53,2018,5792,21082,987496
17,49,54,2018,11144,90613,5742985
19,49,55,2018,505,28274,2522666
21,49,56,2018,4550,93673,3343106
23,49,61,2018,1242,55436,1659464
25,49,62,2018,8418,145381,6729137
27,49,71,2018,1227,22748,469780
29,49,72,2018,6062,126889,2285118
31,49,81,2018,5340,54699,1974783
33,49,99,2018,87,111,2564
