Zip Code,naics,Establishments,Employees,Payroll,IND Level
78501,71,19,001,0,2
78501,71,9,210,0,2
78501,71,6,220,0,2
78501,72,203,001,0,2
78501,72,51,210,0,2
78501,72,31,220,0,2
78501,72,34,230,0,2
78501,72,58,241,0,2
78501,72,24,242,0,2
78501,72,5,251,0,2
78501,48-49,54,001,0,2
78501,48-49,38,210,0,2
78501,48-49,7,220,0,2
78501,48-49,4,241,0,2
78501,51,39,001,0,2
78501,51,20,210,0,2
78501,51,5,220,0,2
78501,51,6,230,0,2
78501,51,4,241,0,2
78501,52,195,001,0,2
78501,52,126,210,0,2
78501,52,31,220,0,2
78501,81,153,001,0,2
78501,81,93,210,0,2
78501,81,33,220,0,2
78501,81,13,230,0,2
78501,81,11,241,0,2
78501,00,2171,001,857838,2
78501,00,1141,210,0,2
78501,00,448,220,0,2
78501,00,277,230,0,2
78501,00,198,241,0,2
78501,00,59,242,0,2
78501,00,36,251,0,2
78501,00,5,252,0,2
78501,00,7,254,0,2
78501,11,3,001,0,2
78501,21,8,001,0,2
78501,21,4,210,0,2
78501,23,86,001,0,2
78501,23,66,210,0,2
78501,23,9,220,0,2
78501,23,5,230,0,2
78501,23,5,241,0,2
78501,52,19,230,0,2
78501,52,13,241,0,2
78501,52,3,242,0,2
78501,31-33,52,001,0,2
78501,31-33,31,210,0,2
78501,31-33,11,220,0,2
78501,31-33,5,230,0,2
78501,42,180,001,0,2
78501,42,101,210,0,2
78501,42,43,220,0,2
78501,42,26,230,0,2
78501,42,7,241,0,2
78501,53,118,001,0,2
78501,53,92,210,0,2
78501,53,22,220,0,2
78501,99,3,001,0,2
78501,99,3,210,0,2
78501,54,244,001,0,2
78501,54,150,210,0,2
78501,54,54,220,0,2
78501,54,28,230,0,2
78501,54,11,241,0,2
78501,44-45,406,001,0,2
78501,44-45,176,210,0,2
78501,44-45,108,220,0,2
78501,44-45,67,230,0,2
78501,44-45,35,241,0,2
78501,44-45,9,242,0,2
78501,44-45,9,251,0,2
78501,55,9,001,0,2
78501,55,5,210,0,2
78501,56,70,001,0,2
78501,56,33,210,0,2
78501,56,12,220,0,2
78501,56,8,230,0,2
78501,56,8,241,0,2
78501,56,5,242,0,2
78501,61,28,001,0,2
78501,61,14,210,0,2
78501,61,6,220,0,2
78501,61,3,230,0,2
78501,61,3,241,0,2
78501,62,299,001,0,2
78501,62,126,210,0,2
78501,62,68,220,0,2
78501,62,54,230,0,2
78501,62,30,241,0,2
78501,62,10,242,0,2
78501,62,6,251,0,2
78501,62,4,254,0,2
