	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
487	32	32	0	Nevada	11	Agriculture, forestry, fishing and hunting	11	0400000US32	52.77777777777778	190.77777777777777	9643.333333333334
488	32	32	0	Nevada	21	Mining, quarrying, and oil and gas extraction	21	0400000US32	203.77777777777777	13386.888888888889	1254927.5555555555
489	32	32	0	Nevada	22	Utilities	22	0400000US32	125.11111111111111	3152.0	334466.6666666667
490	32	32	0	Nevada	23	Construction	23	0400000US32	4806.0	66375.88888888889	3582365.111111111
491	32	32	0	Nevada	42	Wholesale trade	42	0400000US32	3040.0	35886.444444444445	2130369.777777778
492	32	32	0	Nevada	51	Information	51	0400000US32	1328.5555555555557	17228.666666666668	1093633.6666666667
493	32	32	0	Nevada	52	Finance and insurance	52	0400000US32	4161.777777777777	34957.77777777778	2243929.111111111
494	32	32	0	Nevada	53	Real estate and rental and leasing	53	0400000US32	4352.555555555556	28089.88888888889	1202414.4444444445
495	32	32	0	Nevada	54	Professional, scientific, and technical services	54	0400000US32	8748.555555555555	57148.333333333336	3584659.3333333335
496	32	32	0	Nevada	55	Management of companies and enterprises	55	0400000US32	504.0	19795.666666666668	1829133.2222222222
497	32	32	0	Nevada	56	Administrative and support and waste management and remediation services	56	0400000US32	4391.888888888889	113675.11111111111	3612874.777777778
498	32	32	0	Nevada	61	Educational services	61	0400000US32	737.3333333333334	11476.666666666666	406236.3333333333
499	32	32	0	Nevada	62	Health care and social assistance	62	0400000US32	6995.222222222223	119294.66666666667	5927767.0
500	32	32	0	Nevada	71	Arts, entertainment, and recreation	71	0400000US32	1512.888888888889	29522.444444444445	1000902.8888888889
501	32	32	0	Nevada	72	Accommodation and food services	72	0400000US32	6458.111111111111	313603.77777777775	9245446.555555556
502	32	32	0	Nevada	81	Other services (except public administration)	81	0400000US32	4511.555555555556	33824.22222222222	1036723.6666666666
503	32	32	0	Nevada	99	Industries not classified	99	0400000US32	78.33333333333333	77.88888888888889	3023.222222222222
