	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	39	999	Statewide	11	Fishing	39	1141	0500000US390430500000US390430500000US390690500000US390690500000US390930500000US390930500000US390950500000US390950500000US39159	13.0	0.0	0.0	10.77777777777778	401.44444444444446	6.111111111111111
1	39	999	Statewide	11	Forest nurseries and gathering of forest products	39	1132	0500000US390410500000US390410500000US390830500000US390890500000US390890500000US391030500000US391030500000US391130500000US391130500000US391190500000US39119	11.0	0.0	0.0	14.22222222222222	428.44444444444446	4.0
2	39	999	Statewide	11	Hunting and trapping	39	1142	0500000US390430500000US390430500000US390490500000US390490500000US390630500000US391310500000US391430500000US391530500000US391570500000US39157	11.0	1.2	13.8	18.444444444444443	488.22222222222223	5.333333333333333
3	39	999	Statewide	11	Logging	39	1133	0500000US390010500000US390070500000US390070500000US390090500000US390130500000US390130500000US390190500000US390190500000US390250500000US390250500000US390310500000US390310500000US390350500000US390350500000US390370500000US390370500000US390410500000US390450500000US390530500000US390530500000US390550500000US390550500000US390590500000US390590500000US390630500000US390630500000US390710500000US390710500000US390730500000US390730500000US390750500000US390750500000US390790500000US390790500000US390810500000US390870500000US390890500000US390890500000US390930500000US391030500000US391030500000US391050500000US391110500000US391110500000US391130500000US391130500000US391190500000US391190500000US391210500000US391210500000US391270500000US391270500000US391290500000US391290500000US391310500000US391310500000US391330500000US391330500000US391390500000US391390500000US391410500000US391410500000US391450500000US391450500000US391510500000US391510500000US391530500000US391550500000US391550500000US391570500000US391570500000US391630500000US391630500000US391650500000US391650500000US391670500000US391670500000US391690500000US39169	170.64285714285714	420.9535714285714	13837.478571428572	332.44444444444446	10343.888888888889	76.44444444444444
4	39	999	Statewide	11	Support activities for animal production	39	1152	0500000US390030500000US390030500000US390050500000US390050500000US390070500000US390070500000US390130500000US390150500000US390170500000US390210500000US390210500000US390230500000US390230500000US390250500000US390250500000US390270500000US390290500000US390310500000US390310500000US390350500000US390350500000US390370500000US390370500000US390390500000US390390500000US390410500000US390410500000US390450500000US390470500000US390470500000US390490500000US390490500000US390510500000US390530500000US390550500000US390550500000US390570500000US390570500000US390610500000US390610500000US390630500000US390630500000US390770500000US390790500000US390790500000US390830500000US390830500000US390850500000US390850500000US390870500000US390890500000US390890500000US390910500000US390910500000US390930500000US390930500000US390950500000US390950500000US390990500000US390990500000US391010500000US391030500000US391030500000US391070500000US391070500000US391090500000US391090500000US391110500000US391110500000US391130500000US391130500000US391170500000US391290500000US391290500000US391330500000US391330500000US391350500000US391350500000US391370500000US391370500000US391390500000US391410500000US391410500000US391430500000US391430500000US391470500000US391470500000US391510500000US391510500000US391530500000US391530500000US391550500000US391550500000US391570500000US391590500000US391590500000US391650500000US391650500000US391670500000US391690500000US391730500000US39173	244.3357142857143	348.8202380952381	9898.083333333334	446.8888888888889	10845.333333333334	119.55555555555556
5	39	999	Statewide	11	Support activities for crop production	39	1151	0500000US390030500000US390070500000US390110500000US390110500000US390170500000US390170500000US390250500000US390250500000US390290500000US390290500000US390350500000US390350500000US390370500000US390370500000US390390500000US390390500000US390410500000US390450500000US390450500000US390470500000US390490500000US390490500000US390510500000US390510500000US390570500000US390570500000US390750500000US390750500000US390770500000US390770500000US390890500000US390890500000US390910500000US390930500000US390930500000US390950500000US390950500000US390970500000US390970500000US391010500000US391010500000US391030500000US391030500000US391070500000US391070500000US391170500000US391170500000US391190500000US391190500000US391230500000US391230500000US391250500000US391250500000US391290500000US391330500000US391330500000US391370500000US391370500000US391430500000US391430500000US391470500000US391490500000US391490500000US391510500000US391510500000US391530500000US391530500000US391550500000US391570500000US391570500000US391590500000US391610500000US391610500000US391690500000US391690500000US391710500000US391710500000US391730500000US391730500000US391750500000US39175	118.62857142857143	74.41785714285714	3398.1178571428572	360.1111111111111	17561.11111111111	55.666666666666664
6	39	999	Statewide	11	Support activities for forestry	39	1153	0500000US390030500000US390090500000US390130500000US390170500000US390170500000US390430500000US390430500000US390810500000US390950500000US391070500000US391070500000US391090500000US391130500000US391130500000US391190500000US391530500000US391530500000US391550500000US39155	20.3	0.8	10.8	19.22222222222222	891.0	10.333333333333334
7	39	999	Statewide	11	Timber tract operations	39	1131	0500000US390730500000US391330500000US391330500000US39163	4.0	0.0	0.0	7.555555555555555	203.11111111111111	3.7777777777777777
8	39	999	Statewide	21	Coal mining	39	2121	0500000US390090500000US390090500000US390130500000US390130500000US390290500000US390290500000US390310500000US390310500000US390590500000US390590500000US390610500000US390670500000US390670500000US390750500000US390750500000US390790500000US390790500000US390810500000US390810500000US390830500000US390870500000US390870500000US390950500000US390990500000US390990500000US391050500000US391050500000US391110500000US391110500000US391190500000US391190500000US391210500000US391210500000US391270500000US391270500000US391510500000US391510500000US391570500000US391570500000US391630500000US391630500000US391670500000US39167	149.23333333333335	1287.3	94856.45	2564.4444444444443	190542.77777777775	60.77777777777778
9	39	999	Statewide	21	Metal ore mining	39	2122	0500000US390350500000US39035	3.0	0.0	0.0	0.0	0.0	1.25
