,fips,relevant_naics,estab,emp,payann
0,48,1141,85,68,2459
2,48,1142,11,38,1626
4,48,1133,171,1151,46751
6,48,1152,234,656,21909
8,48,1151,279,3033,104015
10,48,1153,24,94,4904
12,48,1131,3,5,150
14,48,2121,12,0,0
16,48,2123,285,6147,315207
18,48,2111,2485,43247,6340161
20,48,2131,4727,111380,9716005
22,48,2211,818,27260,3107891
24,48,2212,156,7516,930196
26,48,2213,585,4134,214942
28,48,2382,13131,179075,10232855
30,48,2383,4965,60788,2894265
32,48,2381,6109,83448,4068240
34,48,2373,635,33913,1996847
36,48,2372,528,3332,317675
38,48,2362,3460,53943,3897029
40,48,2379,223,4153,263461
42,48,2389,4613,70913,3718552
44,48,2361,8382,45574,3451433
46,48,2371,2214,126023,9027299
48,48,3111,47,917,38160
50,48,3116,153,11406,472961
52,48,3159,16,566,19329
54,48,3118,771,17238,599890
56,48,3121,376,11820,652940
58,48,3152,141,3075,71094
60,48,3115,52,3275,175226
62,48,3132,18,192,6739
64,48,3162,17,983,18734
66,48,3114,69,3801,141967
68,48,3112,18,1121,50820
70,48,3119,199,8765,420034
72,48,3169,45,499,13057
74,48,3149,256,2353,84626
76,48,3117,21,126,4428
78,48,3113,38,668,27975
80,48,3133,18,238,11082
82,48,3141,81,1334,43695
84,48,3251,265,22524,2357222
86,48,3273,642,16138,863978
88,48,3271,31,912,37591
90,48,3222,182,9580,529673
92,48,3272,67,1101,52925
94,48,3274,16,349,25184
96,48,3259,152,3769,261327
98,48,3279,218,5304,287845
100,48,3219,497,15676,553222
102,48,3255,107,4068,278826
104,48,3253,20,517,44927
106,48,3241,138,15522,1724494
108,48,3254,99,4963,323918
110,48,3261,604,34606,1629941
112,48,3231,1618,21588,945089
114,48,3252,105,7882,817149
116,48,3262,66,1439,70672
118,48,3211,65,1832,75665
120,48,3256,120,4813,272720
122,48,3212,39,1119,49300
124,48,3364,101,28650,2965504
126,48,3331,360,21486,1628076
128,48,3313,9,45,2579
130,48,3323,1027,37096,1835586
132,48,3343,14,8,699
134,48,3324,126,6649,452524
136,48,3328,344,7232,367054
138,48,3333,86,2795,173981
140,48,3342,61,3035,298455
142,48,3341,54,764,88004
144,48,3322,26,375,18631
146,48,3351,35,893,47776
148,48,3353,114,4693,301094
150,48,3336,30,2018,187698
152,48,3321,96,4276,252701
154,48,3315,63,2356,102281
156,48,3325,7,0,0
158,48,3371,470,9618,378356
160,48,3352,12,212,11212
162,48,3332,94,3456,352986
164,48,3311,25,493,25129
166,48,3327,1572,21319,1162609
168,48,3346,9,22,2403
170,48,3391,518,11080,569858
172,48,3335,144,1855,96269
174,48,3362,112,6149,266479
176,48,3361,3,0,0
177,48,3363,201,13222,626604
179,48,3345,333,17907,1606846
181,48,3314,37,1370,84472
183,48,3372,158,3211,149501
185,48,3359,88,2666,162652
187,48,3329,501,15871,1048246
189,48,3379,48,2060,76105
191,48,3339,341,15949,994343
193,48,3399,1178,15831,721900
195,48,3369,10,48,2664
197,48,3365,4,1105,56787
199,48,3344,242,21017,2350059
201,48,3366,58,2171,97717
203,48,3326,55,1789,89008
205,48,3312,27,2189,134110
207,48,3334,112,8439,420005
209,48,4243,659,7776,349879
211,48,4248,212,17971,931339
213,48,4246,1257,19172,1799737
215,48,4242,502,13129,983959
217,48,4245,265,2453,124579
219,48,4232,930,11965,712449
221,48,4244,2309,56316,3050903
223,48,4237,1682,20887,1344427
225,48,4236,2381,49740,4763339
227,48,4233,1584,22927,1327017
229,48,4238,6368,86030,6092385
231,48,4235,1067,17467,1218587
233,48,4239,2150,23631,1247576
235,48,4249,1878,16172,782883
237,48,4231,1855,31067,1690666
239,48,4241,617,7808,439718
241,48,4247,652,15868,2118590
243,48,4234,2537,40201,3490649
245,48,4251,2810,23309,1393285
247,48,4411,3939,117555,6707232
249,48,4413,5003,47968,1440683
251,48,4453,1865,9077,205110
253,48,4441,3789,88698,2609335
255,48,4481,8166,126472,2001408
257,48,4431,2454,27635,762320
259,48,4421,1883,17450,707900
261,48,4471,10888,84928,1919632
263,48,4451,6166,207709,5015921
265,48,4461,7157,75619,2399575
267,48,4422,1801,19407,502791
269,48,4483,1374,8371,303818
271,48,4442,1225,12030,334937
273,48,4412,874,11569,541190
275,48,4482,2039,20473,328327
277,48,4452,1140,9890,219488
279,48,4512,430,5114,76647
281,48,4522,334,37667,832769
283,48,4543,1672,9565,381885
285,48,4541,2392,35638,1557045
287,48,4531,709,3474,71462
289,48,4523,4226,180677,4551879
291,48,4532,1823,15642,286008
293,48,4539,3244,20224,574422
295,48,4511,2254,38465,780068
297,48,4533,1333,15086,286043
299,48,4542,262,1994,73704
301,48,4855,40,1411,38672
303,48,4831,70,1951,171888
305,48,4885,2490,30397,1550828
307,48,4841,6067,83853,4131622
309,48,4832,21,2518,244632
311,48,4852,71,1893,54465
313,48,4812,172,1859,168412
315,48,4869,103,1430,207487
317,48,4889,117,1555,60723
319,48,4859,145,2044,51236
321,48,4861,124,2942,362667
323,48,4862,405,8495,1279478
325,48,4871,8,115,2917
327,48,4879,4,7,96
328,48,4872,41,229,4338
330,48,4811,145,61612,5581773
332,48,4854,66,897,18919
334,48,4842,3945,52399,2780766
336,48,4881,614,22200,1062019
338,48,4882,137,4422,197203
340,48,4884,980,8510,308474
342,48,4883,236,7518,361565
344,48,4853,245,2321,100165
346,48,4851,37,41,947
348,48,4921,639,42356,1709487
350,48,4922,301,2955,98019
352,48,4931,1474,73775,3222448
354,48,5152,10,0,0
356,48,5182,1212,44470,4493629
358,48,5121,861,18806,411640
360,48,5111,838,15164,886244
362,48,5191,591,10000,1032786
364,48,5179,748,7241,487580
366,48,5151,444,12455,817625
368,48,5174,30,713,76094
370,48,5112,751,34906,4516575
372,48,5122,122,753,49244
374,48,5173,4021,90287,7184154
376,48,5223,2545,38214,2421574
378,48,5242,12312,79611,5153392
380,48,5221,8464,153542,10298484
382,48,5241,2100,102690,8521132
384,48,5211,3,0,0
386,48,5222,6228,74727,5908679
388,48,5239,6556,42073,6135497
390,48,5259,75,239,39821
392,48,5231,1870,19294,3640603
394,48,5313,7368,58957,3262755
396,48,5321,1441,13322,585267
398,48,5324,2007,31040,2214104
400,48,5322,1755,11649,405709
