Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,68523,295769,2336365,15478162,24453292,10871825,33956809,4884575,34584327,20130870,13209828,6934802,37796694,2987924,10471804,9138471,13865
2018,79229,456807,3212192,16234408,25452888,11454752,34603622,4986924,36486187,24308292,13460091,7270537,38891864,3116030,11048627,9506745,7538
2019,71526,469359,3295639,16958105,25850531,11946863,35571805,5494375,38109268,24444054,14307486,7540615,40682950,3238936,11463244,9810783,6832
2020,73984,366376,3270518,16655201,25555554,11972945,37542153,5250114,40606850,24452985,13848352,7465438,43512859,2639448,8877033,9388968,9287
2021,77902,355099,3282258,17281971,27165676,12615886,42625911,5701785,44088369,26300882,15530169,7753283,43579428,3078248,10594349,9942329,10081
