Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,296,443,461,29162,17941,5893,21240,13412,38680,2338,16960,4340,34346,5210,28965,32580,161
2018,290,426,528,29300,17599,6001,20875,13609,38478,2248,16752,4361,34462,5322,28951,32453,222
2019,265,404,528,29193,17104,5985,20732,13675,38140,2152,16766,4342,34741,5344,29291,32414,191
2020,271,394,573,29136,16714,5811,20499,13871,38090,2190,16647,4313,34801,5238,28898,32174,242
2021,266,376,629,29464,16498,5651,20193,14017,38154,2208,17015,4309,35319,5436,29029,32245,212
