,fips,relevant_naics,estab,emp,payann
26009,33,1133,84,465,22495
26010,33,1141,3,2,46
26011,33,1152,27,39,919
26012,33,1153,16,94,9990
26013,33,2131,7,28,2669
26014,33,2123,33,246,16007
26015,33,2212,11,446,43392
26016,33,2211,98,2695,303528
26017,33,2213,23,213,14629
26018,33,2362,152,2129,167737
26019,33,2361,931,3328,175915
26020,33,2371,102,1985,171395
26021,33,2382,1234,8367,523018
26022,33,2372,13,44,2862
26023,33,2373,74,1306,142075
26024,33,2379,18,91,6067
26025,33,2383,682,5171,330288
26026,33,2381,473,3491,208921
26027,33,2389,566,3137,198863
26028,33,3111,4,50,1721
26029,33,3113,17,1025,57619
26030,33,3115,7,584,46967
26031,33,3114,4,27,1094
26032,33,3116,6,116,6665
26033,33,3117,5,221,13941
26034,33,3118,48,766,22330
26035,33,3119,26,389,14377
26036,33,3121,66,1009,56199
26037,33,3132,14,1128,77860
26038,33,3133,4,516,31401
26039,33,3152,8,76,2463
26040,33,3159,3,38,544
26041,33,3169,9,156,7346
26042,33,3141,6,40,1407
26043,33,3149,33,181,7332
26044,33,3162,4,79,2804
26045,33,3211,43,727,31353
26046,33,3212,5,74,3415
26047,33,3219,67,1180,57031
26048,33,3221,5,369,28617
26049,33,3231,131,2012,91156
26050,33,3241,14,92,8531
26051,33,3222,17,496,30920
26052,33,3251,7,179,11333
26053,33,3252,14,295,17702
26054,33,3253,3,14,945
26055,33,3254,10,1160,79521
26056,33,3255,10,161,11808
26057,33,3256,10,114,4790
26058,33,3259,11,128,6173
26059,33,3261,71,3102,184296
26060,33,3262,15,1517,76170
26061,33,3272,12,467,45797
26062,33,3273,36,586,32842
26063,33,3271,7,74,3815
26064,33,3279,20,358,17144
26065,33,3315,16,1346,73337
26066,33,3313,3,198,9399
26067,33,3323,89,2111,118172
26068,33,3321,10,252,12792
26069,33,3325,7,141,8250
26070,33,3327,196,3495,209558
26071,33,3328,29,481,26545
26072,33,3324,5,658,42200
26073,33,3329,42,5420,339799
26074,33,3331,5,55,2711
26075,33,3332,23,965,63648
26076,33,3333,29,2240,148991
26077,33,3334,11,199,9183
26078,33,3335,35,755,50579
26079,33,3336,3,543,32525
26080,33,3339,31,2798,207022
26081,33,3341,11,1218,144564
26082,33,3342,14,255,21423
26083,33,3343,5,137,9186
26084,33,3345,69,4757,421979
26085,33,3346,4,24,1605
26086,33,3351,6,573,36346
26087,33,3353,17,324,23721
26088,33,3362,8,114,6975
26089,33,3363,14,1534,85294
26090,33,3344,84,4406,303455
26091,33,3359,36,3151,193015
26092,33,3364,7,1336,102509
26093,33,3366,6,217,12563
26094,33,3369,4,67,5806
26095,33,3371,32,578,25163
26096,33,3372,21,429,23425
26097,33,3391,61,3250,177634
26098,33,3399,73,1770,94346
26099,33,4231,108,1556,73917
26100,33,4232,50,478,35668
26101,33,4233,93,1097,84855
26102,33,4234,208,4072,442892
26103,33,4235,32,394,34321
26104,33,4236,208,2631,328126
26105,33,4237,110,1337,92083
26106,33,4238,245,3060,233011
26107,33,4239,115,1389,81899
26108,33,4241,34,350,24551
26109,33,4243,37,1152,108969
26110,33,4244,120,2932,168382
26111,33,4242,38,397,37350
26112,33,4246,63,545,42252
26113,33,4247,26,413,26662
26114,33,4249,85,1313,62399
26115,33,4248,15,827,49856
26116,33,4251,206,959,68236
26117,33,4421,128,1049,44296
26118,33,4422,176,2060,49789
26119,33,4411,331,8724,488926
26120,33,4412,118,1388,72401
26121,33,4413,329,3216,102925
26122,33,4442,136,1153,37557
26123,33,4431,151,1956,68448
26124,33,4441,414,9674,326810
26125,33,4453,95,847,19130
26126,33,4451,450,20797,422115
26127,33,4452,101,707,14661
26128,33,4461,410,4587,150130
26129,33,4483,129,785,24920
26130,33,4471,563,4312,97531
26131,33,4481,457,6555,102495
26132,33,4482,126,1214,23565
26133,33,4511,311,3444,66081
26134,33,4533,122,995,19664
26135,33,4512,53,428,7573
26136,33,4522,29,2824,52214
26137,33,4523,219,10262,271160
26138,33,4542,12,53,2547
26139,33,4531,71,332,6001
26140,33,4532,200,1417,26990
26141,33,4539,316,2230,60518
26142,33,4541,225,3337,166640
26143,33,4543,247,2934,169771
26144,33,4811,5,160,7284
26145,33,4812,19,435,33157
26146,33,4841,186,2127,126304
26147,33,4842,203,1076,50727
26148,33,4855,5,61,2048
26149,33,4851,3,93,3617
26150,33,4852,9,231,9306
26151,33,4853,39,582,13328
26152,33,4854,45,2471,53879
26153,33,4859,31,379,7989
26154,33,4871,3,39,2091
26155,33,4872,10,45,3046
26156,33,4862,5,10,951
26157,33,4881,29,409,27857
26158,33,4883,5,19,1980
26159,33,4884,64,501,17006
26160,33,4885,28,440,26889
26161,33,4889,4,18,254
26162,33,4931,48,1575,84634
26163,33,5112,114,4520,499575
26164,33,4921,60,2764,131046
26165,33,4922,17,195,6479
26166,33,5111,89,1821,104990
26167,33,5121,70,1029,37756
26168,33,5122,9,38,1412
26169,33,5151,35,526,28628
26170,33,5174,5,9,590
26171,33,5179,19,107,8850
26172,33,5182,98,2619,227739
26173,33,5191,59,455,32022
26174,33,5221,575,7075,470963
26175,33,5173,279,5405,439545
26176,33,5223,47,798,68312
26177,33,5222,169,2069,207182
26178,33,5239,410,3415,480390
26179,33,5231,109,2268,272204
26180,33,5242,526,4201,337642
26181,33,5321,67,906,62271
26182,33,5323,19,140,6808
26183,33,5312,336,925,49641
26184,33,5241,221,10225,963366
26185,33,5311,521,1911,75133
26186,33,5313,376,2825,135525
26187,33,5322,104,493,22222
26188,33,5324,47,504,36979
26189,33,5331,9,20,1748
26190,33,5411,665,3704,316211
26191,33,5412,530,6057,257057
26192,33,5413,575,9462,974868
26193,33,5414,87,307,17902
26194,33,5418,133,1804,58880
26195,33,5415,656,6154,640702
26196,33,5416,580,3484,312728
26197,33,5417,96,1643,181634
26198,33,5511,217,8787,842176
26199,33,5611,140,1315,99089
26200,33,5419,322,2903,137328
26201,33,5612,24,986,25629
26202,33,5613,269,39688,1911144
26203,33,5614,123,2199,96544
26204,33,5615,77,593,27472
26205,33,5616,91,2466,89436
26206,33,5617,1447,8648,292647
26207,33,5621,95,1434,83230
26208,33,5619,68,615,35626
26209,33,5622,14,142,9718
26210,33,5629,86,858,47982
26211,33,6111,154,7464,294883
26212,33,6113,30,15375,665803
26213,33,6114,49,460,44838
26214,33,6115,45,303,10998
26215,33,6116,344,2424,47327
26216,33,6117,38,524,32858
26217,33,6211,737,9730,971959
