Zip Code,naics,Establishments,Employees,Payroll,IND Level
52043,00,113,001,53452,2
52043,00,61,210,0,2
52043,00,18,220,0,2
52043,00,23,230,0,2
52043,00,7,241,0,2
52043,00,3,242,0,2
52043,23,10,001,0,2
52043,23,5,210,0,2
52043,31-33,5,001,0,2
52043,31-33,3,210,0,2
52043,42,7,001,0,2
52043,42,4,230,0,2
52043,44-45,26,001,0,2
52043,44-45,13,210,0,2
52043,44-45,5,220,0,2
52043,44-45,5,230,0,2
52043,44-45,3,241,0,2
52043,48-49,4,001,0,2
52043,48-49,4,210,0,2
52043,51,4,001,0,2
52043,52,9,001,0,2
52043,52,5,210,0,2
52043,54,5,001,0,2
52043,54,4,210,0,2
52043,56,4,001,0,2
52043,56,4,210,0,2
52043,62,15,001,0,2
52043,62,6,210,0,2
52043,62,5,230,0,2
52043,72,11,001,0,2
52043,72,6,210,0,2
52043,72,3,220,0,2
52043,81,9,001,0,2
52043,81,7,210,0,2
