Zip Code,naics,Establishments,Employees,Payroll,IND Level
11218,54,146,001,0,2
11218,54,121,210,0,2
11218,54,14,220,0,2
11218,54,8,230,0,2
11218,00,1888,001,622654,2
11218,00,1325,210,0,2
11218,00,246,220,0,2
11218,00,164,230,0,2
11218,00,111,241,0,2
11218,00,17,242,0,2
11218,00,14,251,0,2
11218,00,9,252,0,2
11218,23,239,001,0,2
11218,23,189,210,0,2
11218,23,22,220,0,2
11218,23,15,230,0,2
11218,23,9,241,0,2
11218,23,3,242,0,2
11218,55,3,001,0,2
11218,56,50,001,0,2
11218,56,36,210,0,2
11218,56,7,220,0,2
11218,31-33,51,001,0,2
11218,31-33,26,210,0,2
11218,31-33,10,220,0,2
11218,31-33,6,230,0,2
11218,31-33,8,241,0,2
11218,61,54,001,0,2
11218,61,25,210,0,2
11218,61,8,220,0,2
11218,61,6,230,0,2
11218,61,9,241,0,2
11218,61,3,252,0,2
11218,42,133,001,0,2
11218,42,83,210,0,2
11218,42,24,220,0,2
11218,42,16,230,0,2
11218,42,5,241,0,2
11218,42,4,242,0,2
11218,62,204,001,0,2
11218,62,108,210,0,2
11218,62,23,220,0,2
11218,62,31,230,0,2
11218,62,27,241,0,2
11218,62,3,242,0,2
11218,62,4,251,0,2
11218,62,6,252,0,2
11218,44-45,303,001,0,2
11218,44-45,219,210,0,2
11218,44-45,52,220,0,2
11218,44-45,20,230,0,2
11218,44-45,9,241,0,2
11218,71,26,001,0,2
11218,71,24,210,0,2
11218,72,139,001,0,2
11218,72,83,210,0,2
11218,72,28,220,0,2
11218,72,15,230,0,2
11218,72,12,241,0,2
11218,81,171,001,0,2
11218,81,125,210,0,2
11218,81,23,220,0,2
11218,81,10,230,0,2
11218,81,12,241,0,2
11218,48-49,64,001,0,2
11218,48-49,51,210,0,2
11218,48-49,4,220,0,2
11218,48-49,4,230,0,2
11218,48-49,4,241,0,2
11218,99,5,001,0,2
11218,99,5,210,0,2
11218,51,36,001,0,2
11218,51,27,210,0,2
11218,51,4,220,0,2
11218,51,4,230,0,2
11218,52,37,001,0,2
11218,52,21,210,0,2
11218,52,7,220,0,2
11218,52,7,230,0,2
11218,53,225,001,0,2
11218,53,179,210,0,2
11218,53,18,220,0,2
11218,53,18,230,0,2
11218,53,10,241,0,2
