Naics,Establishments,Employees,Payroll
1142,3,27,1419
1133,389,3103,133790
1152,47,131,3645
1151,101,1149,57078
1153,55,382,20547
1131,4,28,760
2123,60,2137,154659
2211,352,17174,1790915
2212,21,2025,207613
2213,44,278,18663
2382,5249,60250,3403550
2383,2675,18364,893594
2381,2201,21307,1130506
2373,163,10787,706237
2372,132,519,41963
2362,1350,20334,1631445
2379,69,1426,91164
2389,1639,17982,914007
2361,4232,16391,1085065
2371,590,17115,1154470
3111,25,766,51887
3116,52,19320,652501
3118,212,10876,479457
3121,65,2674,166924
3152,35,636,14630
3115,11,582,31549
3132,17,1231,54740
3131,18,2607,104265
3114,3,186,10937
3112,4,275,15047
3119,42,3355,170621
3149,97,2643,111659
3113,19,697,38018
3133,8,321,16449
3141,147,18603,865265
3251,51,2158,170721
3273,206,4418,220725
3271,3,114,4534
3222,77,5538,335633
3272,12,895,54605
3274,3,185,15244
3259,62,3528,214541
3279,120,3697,197383
3219,231,6323,247264
3255,53,1274,77731
3253,9,150,12316
3241,58,949,52502
3254,33,3723,418598
3261,232,19181,924507
3231,676,12539,573785
3221,9,1364,102388
3252,22,1094,58924
3262,26,1580,83209
3211,36,1774,81009
3256,36,1457,79713
3212,13,856,35278
3364,20,10706,1204127
3331,19,3939,205237
3323,342,11919,582267
3324,6,730,41893
3328,34,519,28148
3333,21,733,48313
3342,21,1381,168598
3341,11,223,17373
3322,3,67,3891
3351,6,47,2683
3353,18,1025,56939
3321,10,673,33005
3371,227,3231,125509
3332,53,1567,112853
3327,352,4204,220073
3346,9,65,5133
3391,247,6030,360977
3335,32,373,21964
3362,25,1099,38582
3363,70,9514,477688
3345,49,2799,219872
3314,4,163,10055
3372,79,2225,112672
3359,19,2273,131115
3329,69,1964,97540
3379,9,197,6609
3339,71,2663,163994
3399,346,6385,360363
3369,3,3,47
3344,27,995,46062
3366,3,95,2936
3326,3,52,5072
3334,26,1714,94209
4243,284,3008,152555
4248,75,5023,316573
4246,381,5162,367780
4242,227,9779,1123700
4245,36,457,29516
4232,559,10252,554711
4244,840,24568,1335280
4237,565,7939,575906
4236,818,13669,1378206
4233,570,10062,608833
4238,1849,28799,2110156
4235,221,3842,263450
4239,802,8090,426861
4249,726,17717,560219
4231,709,12057,755357
4241,258,3993,274812
4247,142,2079,131488
4234,1082,21454,1772305
4251,1629,9803,647563
4411,1459,41127,2225965
4413,2054,19382,577340
4453,911,3822,87830
4441,1501,37451,1073368
4481,3043,41082,659616
4431,777,7746,214429
4421,803,6928,266317
4471,5053,30690,607164
4451,3081,87104,1931822
4461,3041,30441,994140
4422,724,7898,215686
4483,582,3403,112171
4442,391,3807,96965
4412,271,3477,162409
4482,762,7949,122658
4452,359,2517,43274
4512,169,1734,28297
4522,98,11139,223612
4543,819,3503,137664
4541,1086,8953,423238
4531,233,875,17748
4523,2113,73879,1835848
4532,643,5960,114870
4539,1136,7060,171996
4511,820,11842,222926
4533,531,5599,104047
4542,76,797,31024
4855,13,178,6580
4831,6,15,1297
4885,747,11616,819086
4841,2673,40755,2028973
4852,9,363,11963
4812,34,408,29581
4869,9,576,78277
4889,15,112,4076
4859,89,1398,37081
4871,6,189,4924
4872,12,149,2907
4811,50,23867,2904563
4854,10,863,25219
4842,1241,13141,588372
4881,127,10175,315660
4882,23,716,31286
4884,279,3174,134616
4883,34,5010,141693
4853,91,551,68752
4851,3,172,8473
4921,317,20497,1098256
4922,71,1102,33617
4931,682,48624,2042624
5152,40,5580,699104
5182,476,16308,1666969
5121,559,7991,369583
5111,315,5160,258435
5191,256,12178,1209887
5179,107,2781,318989
5151,150,4521,369843
5174,3,248,29156
5112,369,21597,2861669
5122,112,361,24454
5173,1945,50167,4222250
5223,572,13936,1394241
5242,4880,31200,2397723
5221,3066,39778,2956193
5241,762,45122,3916464
5222,2458,18971,1503830
5239,1893,10262,1535657
5259,10,72,11606
5231,665,5819,1453694
5313,2647,19660,1151061
5321,520,6475,277032
5324,450,4361,284006
5322,581,4132,152150
5323,22,213,10937
5331,78,4447,996852
5311,3386,17636,897011
5312,4810,11107,779255
5412,4313,35269,2435010
5418,1147,14196,1272288
5413,3249,36314,2984030
5415,5311,71679,6687613
5411,6050,32990,2820472
5416,5889,40930,3978065
5419,2063,17764,737735
5417,275,3868,328529
5414,1141,3438,208656
5511,1698,139214,15847334
5614,1009,27406,1284847
5613,1867,94079,3617900
5612,232,7414,301411
5616,725,27329,781651
5611,871,12020,667978
5619,546,9935,416257
5629,217,2530,132484
5617,5796,53612,1619851
5615,362,5228,398813
5621,316,5177,246775
5622,35,375,19960
6114,260,1318,92477
6113,95,33096,1957176
6117,221,1359,59982
6111,594,29050,1050817
6112,15,1432,36955
6116,1562,10325,186662
6115,161,2256,94416
6244,2232,35990,695622
6242,307,4967,194935
6233,525,18681,475569
6221,42,82429,5227829
6216,986,29391,949352
6241,1730,26590,622151
6215,401,6756,450583
6231,320,25675,834401
6212,3505,26009,1340057
6213,4664,20721,871833
6211,7489,89595,7407082
6219,290,9062,361563
6239,91,1830,54414
6214,1216,22324,1469712
6222,9,2751,138726
6232,531,7271,205939
6223,3,1706,102302
6243,108,3377,82694
7114,86,216,17632
7131,78,4295,71143
7132,13,438,39245
7115,621,933,77962
7121,120,3130,98241
7139,1942,34899,652923
7111,180,2034,84988
7113,141,3070,85370
7112,71,2868,650974
7224,376,5019,91941
7212,51,522,17152
7225,17761,375840,5891239
7213,19,107,1623
7223,1050,22898,567117
7211,2040,45491,1117556
8111,4530,29537,1051940
8139,905,7908,477139
8134,376,4290,127810
8113,586,6469,435188
8122,455,3408,115396
8123,1078,7029,195893
8112,328,2432,114916
8132,390,3745,247643
8129,1343,12352,300789
8114,572,1629,52019
8121,3605,16868,392060
8131,6564,60662,1336995
8133,343,2547,105934
