Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1054,669,2463,151793,85490,52403,98358,46519,276105,58033,175430,82420,379784,42464,241298,115597,175
2018,1048,1370,9758,158732,86645,51323,100007,47481,273218,54912,179579,84405,388083,43993,245450,116608,154
2019,1007,839,9536,161755,87437,49440,94623,47605,281305,53261,176314,85312,397017,44910,245121,117631,217
2020,960,949,9189,164671,86885,49817,95230,51698,286588,56346,170241,85048,399413,45202,241567,114494,332
2021,931,651,9252,160583,81642,44522,96840,44646,288223,52680,158991,76399,378105,32964,199675,102759,307
