Naics,Establishments,Employees,Payroll,fips
4471,6,117,2916,35023
4543,3,6,112,35023
4854,4,8,76,35023
5173,3,4,250,35023
6211,4,59,2599,35023
6244,3,9,259,35023
7211,7,88,1035,35023
7225,6,136,1807,35023
2211,3,39,2908,35029
2361,9,11,320,35029
2362,5,21,1428,35029
2382,9,37,1818,35029
2389,4,44,1904,35029
4411,4,36,1457,35029
4451,5,142,3534,35029
4413,5,42,1130,35029
4471,16,219,4318,35029
4481,3,5,86,35029
4523,6,317,8585,35029
4539,3,14,442,35029
4841,10,60,2311,35029
4543,3,14,513,35029
4842,5,14,414,35029
4859,3,18,413,35029
5173,7,18,806,35029
5221,7,74,3458,35029
5222,8,18,547,35029
5241,3,7,290,35029
5242,4,8,385,35029
5311,10,28,562,35029
5313,4,6,291,35029
5411,5,18,574,35029
5412,6,19,949,35029
5419,4,33,576,35029
5617,11,23,480,35029
6211,9,77,4027,35029
6212,7,53,1482,35029
6213,5,25,939,35029
6214,6,99,4913,35029
6216,3,180,3437,35029
6241,7,779,8878,35029
6244,10,64,1734,35029
7139,5,65,520,35029
7211,15,193,2359,35029
7223,3,26,632,35029
7225,43,614,7243,35029
8131,13,42,671,35029
8111,10,32,933,35029
8134,4,21,166,35029
2361,10,46,672,35031
2362,6,100,5189,35031
2381,7,25,584,35031
2382,21,182,8256,35031
2389,4,23,512,35031
3399,13,117,1694,35031
2111,36,1017,120871,35025
2131,188,4174,226796,35025
2211,8,201,17246,35025
4239,22,304,6758,35031
4244,5,106,4237,35031
4249,5,18,596,35031
4411,19,316,11681,35031
4413,13,164,5109,35031
4421,7,62,2256,35031
4431,4,40,1504,35031
4441,7,199,5125,35031
4442,3,53,1391,35031
4453,7,74,1270,35031
4451,12,530,14713,35031
4461,10,87,3032,35031
4471,42,549,11961,35031
4481,14,94,1364,35031
4482,5,44,461,35031
4483,9,41,1013,35031
2361,9,12,380,35051
2382,7,16,623,35051
2389,4,158,8056,35051
4413,7,23,596,35051
4471,8,73,1609,35051
4523,3,156,5262,35051
4543,4,16,324,35051
5173,3,11,579,35051
5221,6,36,1524,35051
5222,3,5,135,35051
5311,4,5,209,35051
5411,5,10,276,35051
5412,4,10,102,35051
4523,18,697,15733,35031
4511,6,58,1014,35031
4539,5,25,754,35031
4543,6,40,1771,35031
4841,9,37,1707,35031
4842,6,112,8978,35031
4859,6,610,14044,35031
4862,7,21,2147,35031
4884,8,26,887,35031
5111,3,33,622,35031
5151,4,33,1271,35031
5173,15,75,3223,35031
5221,12,125,5348,35031
5222,41,283,6061,35031
5223,6,32,707,35031
5242,13,61,2177,35031
6213,4,4,242,35051
6214,3,57,3899,35051
6216,3,108,2287,35051
6241,4,41,823,35051
7139,5,32,603,35051
7211,13,177,2293,35051
7212,4,19,361,35051
7225,17,293,3898,35051
8111,4,10,268,35051
8114,4,5,105,35051
8131,8,19,311,35051
8134,3,25,63,35051
5311,19,60,2027,35031
5312,3,18,480,35031
5313,5,29,753,35031
5321,3,24,792,35031
5322,6,43,1343,35031
5411,15,51,2440,35031
5412,19,65,2015,35031
5413,6,38,2360,35031
5415,3,5,234,35031
5511,3,9,584,35031
5614,3,14,219,35031
5616,3,76,1571,35031
5617,8,29,239,35031
6111,4,180,4908,35031
