Zip Code,naics,Establishments,Employees,Payroll,IND Level
07677,00,244,001,709836,2
07677,00,137,210,0,2
07677,00,30,220,0,2
07677,00,27,230,0,2
07677,00,28,241,0,2
07677,00,10,242,0,2
07677,00,8,251,0,2
07677,23,19,001,0,2
07677,23,14,210,0,2
07677,42,21,001,0,2
07677,42,11,210,0,2
07677,42,3,220,0,2
07677,42,3,242,0,2
07677,44-45,31,001,0,2
07677,44-45,7,210,0,2
07677,44-45,4,220,0,2
07677,44-45,10,230,0,2
07677,44-45,7,241,0,2
07677,44-45,3,242,0,2
07677,51,9,001,0,2
07677,51,8,210,0,2
07677,52,26,001,0,2
07677,52,18,210,0,2
07677,52,4,220,0,2
07677,53,9,210,0,2
07677,53,14,001,0,2
07677,53,3,220,0,2
07677,54,36,001,0,2
07677,54,23,210,0,2
07677,54,5,220,0,2
07677,54,5,241,0,2
07677,55,5,001,0,2
07677,55,3,241,0,2
07677,56,17,001,0,2
07677,56,10,210,0,2
07677,56,3,241,0,2
07677,62,34,001,0,2
07677,62,19,210,0,2
07677,62,5,220,0,2
07677,62,5,230,0,2
07677,71,3,001,0,2
07677,71,3,210,0,2
07677,72,10,001,0,2
07677,72,4,210,0,2
07677,72,3,241,0,2
07677,81,15,001,0,2
07677,81,8,210,0,2
07677,81,3,230,0,2
