,relevant_naics,estab,emp,payann,fips
82085,23,34,253,10633,37079
82086,42,6,46,1361,37079
82087,52,13,54,2739,37079
82088,53,5,9,141,37079
82089,54,9,44,2087,37079
82090,56,16,83,3335,37079
82091,62,38,564,16648,37079
82092,72,16,264,3170,37079
82093,81,34,98,2189,37079
82095,11,4,4,155,37087
82096,22,4,67,5616,37087
82097,23,184,789,33777,37087
82098,42,41,500,25602,37087
82099,51,19,123,6395,37087
82100,52,77,388,20616,37087
82101,53,68,186,6400,37087
82102,54,121,478,22001,37087
82103,55,5,73,5236,37087
82104,56,68,571,18352,37087
82105,61,15,148,2868,37087
82106,62,142,3150,134154,37087
82107,71,17,168,5668,37087
82108,72,161,2507,39448,37087
82109,81,178,1139,26823,37087
82110,21,3,31,1625,37089
82111,22,7,85,6667,37089
82112,23,415,2068,99886,37089
82114,11,8,47,1449,37089
82115,22,3,16,1498,37121
82117,11,3,4,89,37121
82118,21,6,225,32734,37121
82119,23,41,262,10280,37121
82120,42,10,20,1125,37121
82122,11,20,74,1219,37193
82123,22,8,38,2421,37193
82124,23,107,572,22280,37193
82125,51,6,19,911,37121
82126,52,20,85,4251,37121
82127,53,15,81,2149,37121
82128,54,17,71,2056,37121
82129,55,3,19,704,37121
82130,56,11,66,1216,37121
82131,61,4,112,2777,37121
82132,62,38,789,30240,37121
82133,42,44,646,30163,37193
82134,72,36,369,6529,37121
82135,81,56,194,3350,37121
82137,11,9,64,3037,37041
82138,23,31,151,6528,37041
82139,42,19,223,9476,37041
82140,51,17,329,19684,37193
82141,52,66,312,18135,37193
82142,53,38,236,10212,37193
82143,54,78,629,24268,37193
82144,51,9,67,2706,37041
82145,52,18,88,5537,37041
82146,53,12,38,769,37041
82147,54,22,136,8576,37041
82148,56,10,54,2211,37041
82149,62,66,1181,44023,37041
82150,71,6,22,324,37041
82151,72,27,389,5231,37041
82152,55,8,3015,307915,37193
82153,56,49,646,18082,37193
82154,61,6,28,461,37193
82155,62,155,2184,72491,37193
82156,81,37,208,4237,37041
82157,99,3,5,49,37041
82158,71,15,156,1923,37193
82159,72,104,1766,25323,37193
82160,81,153,765,17535,37193
82162,11,3,7,264,37045
82163,22,6,117,12985,37045
82164,23,161,1182,52071,37045
82165,99,5,13,255,37193
82167,21,3,17,919,37027
82168,22,4,118,11436,37027
82169,23,123,754,30398,37027
82170,42,77,1373,49521,37045
82171,42,68,1857,98264,37027
82172,51,18,195,23120,37027
82173,52,74,359,17678,37027
82174,51,21,186,8829,37045
82175,52,92,468,24269,37045
82176,53,86,309,8477,37045
82177,54,116,1028,50165,37045
82178,53,54,130,3913,37027
82179,54,81,368,15901,37027
82180,55,11,231,12792,37027
82181,56,58,830,24379,37027
82182,55,7,115,10261,37045
82183,56,90,1444,44688,37045
82184,61,11,1462,33123,37045
82185,62,234,5353,240361,37045
82186,61,7,41,617,37027
82187,62,133,3394,116346,37027
82188,71,22,169,2746,37027
82189,72,122,2022,27878,37027
82190,71,22,378,4711,37045
82191,72,161,2952,41388,37045
82192,81,182,1781,35218,37027
82193,81,285,1581,38750,37045
82194,99,4,2,31,37045
82196,23,44,129,4012,37005
82197,42,4,4,337,37005
82198,51,5,25,723,37005
82199,52,13,80,4478,37005
82200,53,9,15,359,37005
82201,54,16,66,1785,37005
82202,22,16,399,35492,37035
82204,11,4,11,291,37035
82205,21,3,24,1423,37035
82206,55,3,10,637,37005
82207,56,10,29,602,37005
82208,62,27,377,11617,37005
82209,71,9,116,4544,37005
82210,72,28,290,4323,37005
82211,81,23,78,1658,37005
82212,23,335,2541,116494,37035
82214,11,22,121,5592,37049
82215,21,3,36,1992,37049
82216,22,6,111,10371,37049
82217,23,182,1102,51991,37049
