Naics,Establishments,Employees,Payroll
114111,6,3,161
115210,16,61,2831
212321,4,210,19543
213112,10,167,14373
221121,3,2,268
221122,26,1348,175193
221112,16,137,20359
221210,3,303,45742
221320,3,64,6633
221310,11,312,29414
238990,102,611,29274
236220,91,1114,79782
238310,69,873,50305
238210,273,3243,221593
238350,121,626,29870
238330,60,294,12592
238130,35,249,15275
238150,10,48,2465
237310,32,1477,112800
236210,4,31,1450
237210,6,25,2193
238140,75,569,27887
236117,41,482,47496
236116,7,57,4495
236115,173,813,54147
237120,7,231,17806
238290,28,283,17198
238390,18,162,6625
238190,11,138,7048
237990,11,40,1318
238320,103,622,30179
238220,323,5504,324867
238110,47,536,32741
237130,24,441,34084
236118,428,1418,68073
238160,62,966,60232
238170,28,109,5821
238910,114,1647,97235
238120,17,244,14165
238340,32,221,9807
237110,18,237,13931
314999,4,7,344
312120,15,455,10625
311812,3,122,3255
315210,3,1,255
312140,3,13,158
311340,3,31,1841
311119,4,177,10337
311615,6,7265,266660
311811,17,89,2166
314910,3,11,869
325998,5,123,7434
326199,12,449,22121
327120,5,86,7486
323111,36,318,15634
323113,12,130,3873
327991,3,40,1862
325120,3,97,5667
327390,5,83,4469
325412,5,524,60719
326160,3,249,12296
325211,5,106,6570
327320,8,107,4664
325620,4,24,1013
326113,3,261,18600
326150,3,175,11546
333415,4,15,9016
333999,4,133,8846
339999,7,51,1260
334516,13,2227,335246
337920,3,14,683
339116,5,62,1985
332813,3,27,994
332312,9,471,20792
334513,7,173,10194
332710,25,329,19045
332812,4,75,4176
332323,3,67,4788
333249,4,77,7285
334519,4,94,6806
332721,5,31,2162
332322,7,73,3969
339950,10,76,2757
339113,6,20,2577
337110,10,62,2687
423110,17,75,4377
424810,7,257,15588
423320,10,71,5549
423430,28,149,11466
424450,3,46,2554
423810,5,79,4873
424210,44,6627,1198805
423610,37,387,29454
423820,26,354,20464
424910,21,176,9602
424460,7,129,4745
424930,7,70,2819
424340,5,102,5907
424480,6,44,1768
423210,11,140,7798
424410,11,279,15706
424510,4,27,1235
423710,17,102,5886
423220,24,342,20961
423620,7,54,3406
424130,6,44,2426
423830,63,806,55877
423840,19,155,12636
423940,10,24,3345
423310,20,417,24019
423450,33,214,19397
424320,6,49,2074
423510,28,227,12036
423120,32,668,32014
423420,36,230,14903
424690,47,546,57511
423440,4,40,2282
423390,8,102,6107
423690,21,115,7556
424490,54,1088,63655
423990,35,216,13327
424990,23,72,4401
423490,8,83,4027
424420,7,196,8591
424950,10,29,1738
424720,4,41,2063
424710,3,33,2147
424610,9,174,13730
423720,29,200,12955
423930,11,163,6261
423740,5,63,3856
423330,13,128,8754
423850,8,42,1360
423910,9,23,1234
424120,11,87,4798
423130,3,31,1447
424940,5,34,2770
423920,3,31,998
423860,8,50,3603
423730,28,239,15156
425120,116,553,44510
424820,9,335,25004
424330,6,46,2177
446199,15,126,2800
442299,55,1081,14942
445299,16,83,1758
441310,112,1243,33039
445291,3,51,786
445310,272,1284,32379
441222,20,278,12764
448130,23,268,3661
448150,35,256,4476
445292,15,47,617
445120,97,777,16856
446120,57,476,9646
443142,62,886,26975
448140,100,2443,37001
445220,10,37,1510
442210,31,171,9024
446191,38,106,2820
445230,14,51,1737
442110,97,1095,39425
447110,219,2766,65995
444130,49,494,14027
444110,19,3038,84611
443141,31,203,7255
448310,85,497,13873
445210,9,89,1497
448110,24,736,19719
441228,21,176,5937
441110,73,4437,239006
444220,41,377,14109
446130,46,254,5070
444190,82,1028,60989
448190,44,543,8204
447190,27,229,8416
444210,15,169,9292
444120,24,174,9183
446110,167,2679,91238
441210,3,20,745
448210,86,799,12008
445110,170,7282,213777
441320,49,438,16719
441120,79,628,27100
442291,9,23,1231
448120,115,1063,12678
452319,133,1915,26177
453998,75,735,27818
453920,12,32,2813
451211,19,210,3154
452210,17,2342,32920
454110,256,1769,68382
453110,33,217,3893
454310,45,478,27621
453220,56,470,10436
451120,29,310,4564
453930,11,46,2881
451140,12,72,1659
451212,4,26,482
453210,6,132,2673
454390,78,411,13100
453910,58,528,12207
451130,3,17,151
451110,71,824,16835
453991,83,256,4095
453310,56,454,7402
454210,7,81,3483
452311,22,4445,120738
485999,16,146,2205
483113,3,26,1798
488510,53,787,56402
484110,86,461,21357
484122,18,324,19103
484121,70,926,63339
485320,4,21,99
488410,33,219,8263
488330,9,87,6270
481211,11,78,6870
488119,7,413,23844
481219,3,2,217
488190,17,557,39064
488490,9,96,3721
488991,5,11,338
488310,3,905,43606
487210,14,24,1859
485410,84,1303,20649
485991,9,195,4806
484220,98,596,30777
484230,20,195,13081
488210,5,126,6079
485310,11,25,216
484210,19,226,9727
492110,45,2134,85245
493130,3,15,810
493110,59,7388,262678
492210,30,525,19645
493190,8,54,6643
493120,3,128,6366
519190,6,229,8365
517919,10,24,1596
518210,101,1135,114634
519130,49,278,26670
519120,9,100,2622
512110,33,97,8362
512131,11,333,2307
519110,3,9,287
511110,13,449,19172
511120,8,79,5378
515112,11,162,7333
512250,4,7,104
511210,138,1119,137077
517911,9,19,488
512191,3,4,445
517311,150,2067,140726
517312,86,657,57490
