,fips,relevant_naics,YEAR,estab,emp,payann
0,10,11,2017,36,146,5880
2,10,21,2017,17,67,6135
4,10,22,2017,50,2187,221673
6,10,23,2017,2250,20652,1176439
8,10,42,2017,1107,16586,1713513
10,10,51,2017,556,6595,454860
12,10,52,2017,1919,42112,4116891
14,10,53,2017,1253,5950,305982
16,10,54,2017,2908,27825,2858303
18,10,55,2017,718,6967,601046
20,10,56,2017,1477,24365,978528
22,10,61,2017,314,7043,259593
24,10,62,2017,2694,68394,3638636
26,10,71,2017,446,7121,216700
28,10,72,2017,2211,41685,782618
30,10,81,2017,2238,16129,458315
32,10,99,2017,30,43,1724
