,fips,relevant_naics,YEAR,estab,emp,payann
1,10,11,2018,35,138,5794
3,10,21,2018,18,224,16354
5,10,22,2018,66,3211,362598
7,10,23,2018,2284,22135,1299852
9,10,42,2018,1105,16054,1643289
11,10,51,2018,555,6575,455426
13,10,52,2018,1920,40968,4100075
15,10,53,2018,1246,5770,296915
17,10,54,2018,3070,28803,3028298
19,10,55,2018,690,6398,643635
21,10,56,2018,1466,24439,982452
23,10,61,2018,316,6945,265725
25,10,62,2018,2700,69971,3801443
27,10,71,2018,476,8754,235780
29,10,72,2018,2240,42611,895180
31,10,81,2018,2265,15079,465357
33,10,99,2018,46,41,2352
