,fips,relevant_naics,YEAR,estab,emp,payann
0,10,1141,2017,4,6,117
2,10,1133,2017,3,0,0
4,10,1152,2017,15,73,2269
6,10,1151,2017,10,36,1847
8,10,2123,2017,3,0,0
10,10,2111,2017,5,15,2972
12,10,2131,2017,4,51,2991
14,10,2211,2017,29,509,37290
16,10,2212,2017,4,0,0
18,10,2213,2017,14,364,31110
20,10,2382,2017,595,7653,465624
22,10,2383,2017,373,2303,117550
24,10,2381,2017,276,2481,125121
26,10,2373,2017,28,1188,76722
28,10,2372,2017,7,15,1249
30,10,2362,2017,102,1190,79227
32,10,2379,2017,5,12,395
34,10,2389,2017,219,2179,110217
36,10,2361,2017,589,2467,128623
38,10,2371,2017,54,968,57550
40,10,3111,2017,4,153,7587
42,10,3116,2017,12,7236,250605
44,10,3118,2017,19,119,3106
46,10,3121,2017,19,112,2378
48,10,3152,2017,3,0,0
50,10,3114,2017,3,0,0
53,10,3149,2017,5,20,742
55,10,3113,2017,7,104,4341
57,10,3141,2017,3,22,621
58,10,3251,2017,6,407,55103
60,10,3273,2017,18,180,8768
62,10,3271,2017,3,0,0
64,10,3222,2017,3,185,8869
65,10,3272,2017,6,20,799
67,10,3259,2017,9,223,16786
69,10,3279,2017,5,91,5095
71,10,3219,2017,9,89,2898
73,10,3253,2017,10,82,6024
75,10,3241,2017,6,0,0
77,10,3254,2017,6,1969,207798
79,10,3261,2017,25,1300,60545
81,10,3231,2017,45,350,16964
83,10,3252,2017,6,228,14876
85,10,3262,2017,4,146,7621
87,10,3256,2017,5,0,0
90,10,3323,2017,26,444,24569
92,10,3324,2017,3,0,0
94,10,3328,2017,9,132,7021
96,10,3342,2017,5,20,2589
98,10,3351,2017,4,32,1641
100,10,3353,2017,3,39,3120
102,10,3371,2017,11,81,2797
104,10,3332,2017,6,108,6519
106,10,3327,2017,32,345,16141
108,10,3391,2017,17,101,5496
110,10,3363,2017,3,0,0
112,10,3345,2017,27,2071,232984
114,10,3359,2017,5,682,55747
116,10,3329,2017,10,323,19071
118,10,3379,2017,3,0,0
120,10,3339,2017,11,136,8983
122,10,3399,2017,28,339,24758
124,10,3344,2017,4,16,1325
