Naics,Establishments,Employees,Payroll,fips
11,10,55,2308,10003
21,11,116,9002,10003
22,42,2296,270004,10003
23,1241,14828,919683,10003
42,768,13393,1497292,10003
51,346,5116,369826,10003
52,1445,37442,3886850,10003
53,783,3862,215553,10003
54,2214,24362,2696621,10003
55,644,5979,609787,10003
56,948,17549,706023,10003
61,243,5536,231695,10003
62,1662,46931,2658775,10003
71,279,5768,156218,10003
72,1274,24886,517917,10003
81,1404,10648,338967,10003
99,29,27,1264,10003
11,16,43,1775,10005
21,4,60,2839,10005
22,11,428,34721,10005
23,699,4926,249159,10005
42,196,1599,82165,10005
51,84,566,27875,10005
52,258,1988,108888,10005
53,297,1196,53614,10005
54,458,2185,138001,10005
55,29,345,27618,10005
56,315,3829,142728,10005
61,29,375,8359,10005
62,587,11702,604440,10005
71,104,1385,35671,10005
72,657,10561,245686,10005
81,504,2630,74462,10005
99,10,7,833,10005
11,9,40,1711,10001
21,3,48,4513,10001
22,13,487,57873,10001
23,344,2381,131010,10001
42,141,1062,63832,10001
51,125,893,57725,10001
52,217,1538,104337,10001
53,166,712,27748,10001
54,398,2256,193676,10001
55,17,74,6230,10001
56,203,3061,133701,10001
61,44,1034,25671,10001
62,451,11338,538228,10001
71,93,1601,43891,10001
72,309,7164,131577,10001
81,357,1801,51928,10001
99,7,7,255,10001
