Zip Code,naics,Establishments,Employees,Payroll,IND Level
07423,00,155,001,42983,2
07423,00,106,210,0,2
07423,00,25,220,0,2
07423,00,16,230,0,2
07423,00,7,241,0,2
07423,23,14,001,0,2
07423,23,10,210,0,2
07423,31-33,4,001,0,2
07423,42,9,001,0,2
07423,42,6,210,0,2
07423,42,3,220,0,2
07423,44-45,16,001,0,2
07423,44-45,10,210,0,2
07423,44-45,4,230,0,2
07423,52,5,001,0,2
07423,52,5,210,0,2
07423,53,8,001,0,2
07423,53,8,210,0,2
07423,54,18,001,0,2
07423,54,17,210,0,2
07423,56,9,001,0,2
07423,56,5,210,0,2
07423,61,7,001,0,2
07423,61,5,210,0,2
07423,62,26,001,0,2
07423,62,14,210,0,2
07423,62,8,220,0,2
07423,71,3,001,0,2
07423,72,10,001,0,2
07423,72,4,230,0,2
07423,81,21,001,0,2
07423,81,17,210,0,2
07423,81,3,220,0,2
