Naics,Establishments,Employees,Payroll,fips
113310,4,17,224,42009
236115,14,21,882,42009
236118,22,74,1982,42009
236220,7,31,957,42009
237110,3,27,1840,42009
238110,6,17,473,42009
238130,3,65,4111,42009
238210,5,24,959,42009
238220,9,59,2256,42009
238290,3,23,1699,42009
238310,3,8,266,42009
238320,3,7,125,42009
238350,7,19,717,42009
238910,11,33,1957,42009
238990,7,24,686,42009
311119,3,47,1100,42009
321113,8,209,7914,42009
321992,3,24,978,42009
326199,4,282,14447,42009
332710,5,62,1945,42009
423120,4,57,2640,42009
423820,3,14,569,42009
441110,4,166,6219,42009
441120,6,31,505,42009
441228,3,12,296,42009
441310,7,52,1556,42009
442110,3,9,202,42009
444130,8,55,1217,42009
444220,5,39,1031,42009
444190,4,31,1107,42009
445110,16,404,7287,42009
445310,7,20,478,42009
446110,15,112,4079,42009
447110,24,375,7411,42009
447190,4,235,5798,42009
453110,4,8,108,42009
452319,16,106,1734,42009
453310,3,40,794,42009
453998,4,7,446,42009
454110,3,6,274,42009
454310,8,62,2585,42009
454390,3,17,187,42009
484110,8,31,1237,42009
484121,10,51,2219,42009
484220,12,74,3643,42009
484230,3,36,1613,42009
485410,19,262,2578,42009
486210,3,22,2673,42009
488410,5,30,1305,42009
488510,3,9,162,42009
493110,6,1078,48829,42009
517311,3,26,1733,42009
519120,4,18,302,42009
522110,19,140,5687,42009
522120,3,13,454,42009
522291,3,8,398,42009
524126,4,44,3583,42009
524210,18,102,5386,42009
531110,3,17,474,42009
531210,3,6,363,42009
541110,4,8,441,42009
541219,3,31,683,42009
541211,3,30,1335,42009
541213,3,3,18,42009
541330,5,17,611,42009
541940,5,33,1247,42009
551114,4,183,14062,42009
561110,3,76,4198,42009
561320,4,275,5822,42009
561720,5,44,910,42009
561730,12,50,1830,42009
562111,3,4,500,42009
611110,4,64,1409,42009
621111,27,198,15497,42009
621210,12,80,2421,42009
621310,8,29,690,42009
621320,3,18,371,42009
621340,8,86,3331,42009
621498,3,68,4039,42009
621610,6,108,4012,42009
621910,5,68,1511,42009
623210,3,28,558,42009
623312,5,130,2482,42009
624190,6,48,1535,42009
624110,6,80,1755,42009
624120,8,170,2605,42009
624410,13,101,1806,42009
711510,3,4,161,42009
713940,3,9,68,42009
713990,3,4,90,42009
721110,15,514,14358,42009
721211,3,15,457,42009
721214,3,4,188,42009
722310,5,169,2527,42009
722410,10,53,635,42009
722515,8,33,624,42009
811111,18,55,1768,42009
811192,4,51,765,42009
722511,32,637,8344,42009
722513,22,364,4614,42009
811121,5,33,1260,42009
811310,7,19,721,42009
812112,13,49,805,42009
812210,8,29,667,42009
812220,4,6,156,42009
812910,3,5,98,42009
813110,66,212,3790,42009
813410,15,117,1461,42009
813910,4,15,584,42009
212312,5,237,17367,42055
221122,3,42,4358,42055
221210,3,12,913,42055
236115,33,96,3720,42055
236117,5,16,549,42055
236118,48,111,3837,42055
236220,20,342,19591,42055
237110,3,33,1952,42055
237130,3,53,2307,42055
237210,3,12,518,42055
237310,6,175,8766,42055
238130,5,15,357,42055
238110,8,60,3142,42055
238150,3,14,715,42055
238140,20,101,3866,42055
238160,8,45,1604,42055
238190,4,6,274,42055
238210,24,109,4340,42055
238220,43,295,14512,42055
238290,3,9,525,42055
238310,3,18,393,42055
238320,6,8,343,42055
238330,6,17,652,42055
238350,20,122,5365,42055
238910,20,537,29555,42055
238990,14,59,3897,42055
311119,4,84,3967,42055
311611,3,29,739,42055
321113,7,46,1861,42055
321920,3,86,3666,42055
321918,4,181,6884,42055
321992,3,43,1595,42055
323111,8,314,12427,42055
323113,3,22,855,42055
327320,4,24,702,42055
327390,5,192,8636,42055
332322,4,79,5119,42055
332312,4,152,12995,42055
332313,3,33,1011,42055
332996,3,207,7992,42055
332710,14,228,11651,42055
333515,3,111,6239,42055
336211,3,63,1901,42055
337110,8,23,1098,42055
337212,3,44,1651,42055
339116,3,5,88,42055
339950,4,27,716,42055
423110,6,41,1509,42055
423120,3,13,687,42055
423310,4,45,1462,42055
423690,3,11,838,42055
423510,4,185,10239,42055
423720,4,21,1056,42055
423810,3,460,48434,42055
423820,10,131,5828,42055
423830,11,90,4065,42055
423840,5,28,1283,42055
423930,4,20,574,42055
424210,3,13,511,42055
424490,5,25,815,42055
424690,3,5,1296,42055
424910,7,36,1682,42055
424920,3,284,9248,42055
425120,12,36,1168,42055
441110,13,719,28464,42055
441120,24,274,7319,42055
441228,6,45,1785,42055
441310,21,216,4829,42055
441320,11,76,2707,42055
442110,7,55,2245,42055
442299,3,4,106,42055
442210,7,43,1636,42055
443141,9,44,962,42055
443142,9,70,2396,42055
444110,3,350,8915,42055
444130,11,88,2108,42055
444190,20,158,7139,42055
444210,4,44,1731,42055
444220,12,102,3790,42055
445110,28,1548,29376,42055
445210,4,15,235,42055
445299,4,4,84,42055
445310,15,81,1866,42055
446110,20,333,11181,42055
446120,5,57,792,42055
446130,6,49,2353,42055
446191,4,10,251,42055
446199,3,21,684,42055
447190,5,180,3703,42055
448120,3,22,269,42055
448140,11,135,2131,42055
448210,6,46,800,42055
448310,9,51,1170,42055
447110,47,561,12131,42055
451110,12,125,1753,42055
451120,5,72,1135,42055
451211,3,19,259,42055
452311,5,901,22804,42055
452319,29,282,4599,42055
453110,8,50,632,42055
453220,4,18,134,42055
453310,8,72,1068,42055
453910,6,100,1888,42055
453991,4,35,784,42055
453998,13,77,2877,42055
454110,12,50,1932,42055
454310,8,70,2791,42055
454390,7,12,270,42055
484110,21,193,9170,42055
484121,28,1522,70613,42055
484220,16,51,2710,42055
485410,19,425,5079,42055
486210,3,24,2213,42055
488510,7,622,24290,42055
492110,3,121,7001,42055
493110,11,2143,84292,42055
511110,5,56,1729,42055
515112,3,47,2006,42055
517311,12,59,3815,42055
517312,6,32,1723,42055
518210,3,159,15129,42055
519120,10,95,1353,42055
522110,48,594,30809,42055
522130,10,218,10144,42055
522291,5,22,890,42055
522292,4,11,608,42055
523120,6,19,3233,42055
523920,16,37,4010,42055
