,fips,relevant_naics,YEAR,estab,emp,payann
1,42,11,2018,523,2647,105278
3,42,21,2018,945,21799,2013460
5,42,22,2018,873,30790,3478941
7,42,23,2018,27035,241867,16056587
9,42,42,2018,13842,241683,16804776
11,42,51,2018,5285,112093,10165265
13,42,52,2018,17417,272298,25491566
15,42,53,2018,10614,67558,3745186
17,42,54,2018,29814,320336,26641540
19,42,55,2018,2364,173319,17517631
21,42,56,2018,15688,287235,11256145
23,42,61,2018,3861,267500,11406388
25,42,62,2018,37722,1053236,51001980
27,42,71,2018,4949,109510,3584494
29,42,72,2018,28969,488994,8646040
31,42,81,2018,36430,243507,7183285
33,42,99,2018,191,265,8872
