,fips,relevant_naics,YEAR,estab,emp,payann
1,42,1133,2018,164,594,22792
3,42,1152,2018,135,518,16889
5,42,1151,2018,36,738,30315
7,42,1153,2018,15,38,1712
9,42,2121,2018,136,4693,423234
11,42,2123,2018,228,3264,195427
13,42,2111,2018,138,3173,516914
15,42,2131,2018,362,9599,790853
17,42,2211,2018,467,21116,2648666
19,42,2212,2018,142,5045,485800
21,42,2213,2018,192,3376,250446
23,42,2382,2018,6781,71407,4774494
25,42,2383,2018,3694,23078,1282856
27,42,2381,2018,3570,29001,1724824
29,42,2373,2018,350,12451,1144777
31,42,2372,2018,126,567,35917
33,42,2362,2018,1757,27129,2071800
35,42,2379,2018,57,515,36661
37,42,2389,2018,3049,27231,1721123
39,42,2361,2018,6957,27227,1391461
41,42,2371,2018,559,21564,1764854
43,42,3111,2018,66,1881,109475
45,42,3116,2018,111,16615,731628
47,42,3159,2018,4,61,2813
49,42,3118,2018,481,13177,537138
51,42,3121,2018,410,11327,510707
53,42,3152,2018,86,1706,54525
55,42,3115,2018,52,5598,263258
57,42,3132,2018,30,1467,81614
59,42,3114,2018,54,5375,257302
61,42,3112,2018,7,657,51439
63,42,3119,2018,126,8106,385363
65,42,3169,2018,14,140,4761
67,42,3149,2018,123,1676,69033
69,42,3113,2018,124,8001,449886
71,42,3133,2018,18,173,7895
73,42,3141,2018,36,1286,55614
75,42,3251,2018,76,2611,207272
77,42,3273,2018,350,7125,388959
79,42,3271,2018,43,1681,109638
81,42,3222,2018,180,15289,884073
83,42,3272,2018,54,2312,125163
85,42,3259,2018,88,2619,170581
87,42,3279,2018,140,2734,141973
89,42,3219,2018,631,14381,564712
91,42,3255,2018,63,2488,182342
93,42,3253,2018,19,484,31739
95,42,3241,2018,117,5021,453062
97,42,3254,2018,60,10770,1296425
99,42,3261,2018,490,33129,1629459
101,42,3231,2018,1021,25967,1234407
103,42,3221,2018,3,113,7698
105,42,3252,2018,30,1734,132793
107,42,3262,2018,59,4010,239585
109,42,3211,2018,235,3251,124742
111,42,3256,2018,70,4681,211847
113,42,3212,2018,21,741,30074
115,42,3364,2018,21,5605,552553
117,42,3331,2018,91,4479,300705
119,42,3313,2018,9,421,23693
121,42,3323,2018,624,19913,1066181
123,42,3343,2018,3,8,424
125,42,3324,2018,53,3094,187984
127,42,3328,2018,236,5110,270315
129,42,3333,2018,52,2469,231915
131,42,3342,2018,31,2399,274391
133,42,3341,2018,17,935,131180
