,fips,relevant_naics,YEAR,estab,emp,payann
0,42,11,2017,530,2438,89353
2,42,21,2017,973,21823,1743018
4,42,22,2017,842,26982,2914605
6,42,23,2017,26681,234684,15037656
8,42,42,2017,14136,243920,16916248
10,42,51,2017,5212,110263,9835806
12,42,52,2017,17414,268043,24292569
14,42,53,2017,10476,65825,3518014
16,42,54,2017,29900,324815,25965054
18,42,55,2017,2431,174826,16515732
20,42,56,2017,15909,287823,10978013
22,42,61,2017,3853,261744,10974598
24,42,62,2017,37794,1024410,48268207
26,42,71,2017,4883,111023,3427257
28,42,72,2017,28859,485578,8216818
30,42,81,2017,36508,242667,6980356
32,42,99,2017,130,248,5041
