Naics,Establishments,Employees,Payroll,fips
2131,3,31,1333,39105
2211,3,28,2750,39105
2361,4,7,134,39105
2362,3,21,1001,39105
2381,5,22,300,39105
2382,4,13,355,39105
2383,4,19,1019,39105
2389,7,37,1361,39105
4411,7,157,6397,39105
4413,5,21,500,39105
4441,5,67,1788,39105
4442,4,18,696,39105
4451,3,67,949,39105
4461,4,77,2450,39105
4471,17,146,2236,39105
4523,5,33,541,39105
4532,3,9,104,39105
4841,4,13,428,39105
4842,4,15,991,39105
5221,7,108,4683,39105
5242,5,20,577,39105
5411,4,14,292,39105
5412,6,11,224,39105
5419,3,31,1130,39105
5617,7,9,330,39105
5621,4,20,539,39105
6214,5,67,3287,39105
6213,7,19,769,39105
6216,3,77,1173,39105
6231,3,228,5948,39105
6232,13,56,1162,39105
6241,6,141,3012,39105
7225,25,430,6215,39105
7224,5,21,185,39105
8111,12,55,1711,39105
8134,4,14,122,39105
8131,32,85,872,39105
8139,4,7,190,39105
1152,3,3,65,39159
2361,20,84,5250,39159
2362,9,65,3933,39159
2371,4,116,9256,39159
2381,16,376,21443,39159
2382,24,256,17791,39159
2383,14,108,7513,39159
2389,22,219,12831,39159
3222,3,56,2317,39159
3231,3,15,410,39159
3261,4,231,10878,39159
3323,3,20,814,39159
3327,4,25,1486,39159
3335,3,550,60866,39159
3399,4,24,729,39159
4233,4,51,3388,39159
4231,5,15,840,39159
4234,7,36,1887,39159
4236,6,74,3849,39159
4237,4,101,9531,39159
4238,19,303,20655,39159
4239,3,44,3111,39159
4244,3,70,3642,39159
4245,4,23,894,39159
4249,14,219,11975,39159
4251,6,37,12177,39159
4411,9,350,22780,39159
4413,10,73,1972,39159
4422,3,10,444,39159
4431,3,7,142,39159
4441,12,334,8311,39159
4442,9,57,1491,39159
4451,10,341,7261,39159
4461,8,79,3027,39159
4471,15,129,2572,39159
4481,4,33,1811,39159
4511,4,16,382,39159
4523,11,592,14522,39159
4533,3,36,369,39159
4539,6,22,365,39159
4541,5,35,1422,39159
4543,5,35,1498,39159
4841,11,224,14012,39159
4842,12,141,12793,39159
4882,3,147,5215,39159
4884,4,7,217,39159
4885,3,111,3142,39159
4931,5,308,19583,39159
5111,3,58,1045,39159
5173,13,122,4723,39159
5182,3,8,453,39159
5221,20,278,11746,39159
5222,3,9,291,39159
5223,3,9,436,39159
5231,4,7,721,39159
5239,8,27,1923,39159
