,fips,relevant_naics,YEAR,estab,emp,payann
1,16,1141,2018,3,1,154
3,16,1133,2018,236,1079,65114
5,16,1152,2018,33,99,3116
7,16,1151,2018,94,1590,52599
9,16,1153,2018,37,529,14861
11,16,2122,2018,9,437,36744
13,16,2123,2018,31,235,17351
15,16,2131,2018,15,311,21735
17,16,2211,2018,84,2476,264742
19,16,2212,2018,4,338,25253
21,16,2213,2018,56,346,14660
23,16,2382,2018,1406,11452,575260
25,16,2383,2018,1343,6418,236040
27,16,2381,2018,1350,8030,316062
29,16,2373,2018,72,1572,105453
31,16,2372,2018,38,85,4930
33,16,2362,2018,332,3746,226779
35,16,2379,2018,16,119,5716
37,16,2389,2018,911,5643,272964
39,16,2361,2018,1773,5621,230868
41,16,2371,2018,149,1950,125335
43,16,3111,2018,15,177,9882
45,16,3116,2018,18,2138,73588
47,16,3118,2018,34,897,36185
49,16,3121,2018,58,660,19346
51,16,3152,2018,7,45,1375
53,16,3115,2018,10,1635,83509
55,16,3114,2018,24,3290,145180
57,16,3112,2018,3,77,5380
59,16,3119,2018,13,342,12919
61,16,3169,2018,3,15,557
63,16,3149,2018,16,94,3030
65,16,3113,2018,6,120,2453
67,16,3251,2018,3,36,2193
69,16,3273,2018,29,415,23810
70,16,3222,2018,3,156,6856
72,16,3259,2018,4,24,567
74,16,3279,2018,14,145,11582
76,16,3219,2018,117,3444,131544
78,16,3253,2018,4,56,2801
79,16,3254,2018,4,21,1206
81,16,3261,2018,41,1540,67647
83,16,3231,2018,100,871,31486
85,16,3252,2018,3,44,1588
87,16,3262,2018,6,38,1474
89,16,3211,2018,20,1286,69425
91,16,3256,2018,13,683,28393
93,16,3212,2018,13,549,23239
95,16,3364,2018,12,739,36518
97,16,3331,2018,25,1072,54767
99,16,3323,2018,91,1593,70047
101,16,3328,2018,9,137,5684
104,16,3342,2018,3,576,62075
106,16,3341,2018,4,46,4103
108,16,3322,2018,3,36,1232
111,16,3315,2018,3,32,1421
113,16,3371,2018,85,1077,39660
115,16,3332,2018,14,518,27980
117,16,3327,2018,114,1022,45949
119,16,3391,2018,57,319,12875
121,16,3335,2018,10,185,11449
123,16,3362,2018,9,658,17373
125,16,3363,2018,10,196,12563
127,16,3345,2018,5,101,9414
129,16,3314,2018,3,162,5498
131,16,3372,2018,10,273,11596
133,16,3359,2018,5,425,31902
135,16,3329,2018,51,2241,90095
137,16,3339,2018,13,488,24767
139,16,3399,2018,98,938,37397
141,16,3369,2018,8,116,4991
143,16,3344,2018,14,7425,1036957
145,16,3366,2018,3,26,1090
147,16,4243,2018,8,58,1848
149,16,4248,2018,28,1212,44532
151,16,4246,2018,30,165,9136
153,16,4242,2018,37,1173,112675
155,16,4245,2018,58,467,22414
157,16,4232,2018,29,284,15119
159,16,4244,2018,161,4461,246977
161,16,4237,2018,107,1199,70512
163,16,4236,2018,117,1372,140982
165,16,4233,2018,109,1549,94540
167,16,4238,2018,339,4635,291948
169,16,4235,2018,24,239,11535
171,16,4239,2018,124,1069,51249
173,16,4249,2018,225,3675,202488
175,16,4231,2018,101,1908,98462
177,16,4241,2018,22,240,13033
179,16,4247,2018,28,307,17126
181,16,4234,2018,134,3182,288332
183,16,4251,2018,141,1986,60119
185,16,4411,2018,309,7177,356653
187,16,4413,2018,430,4069,133792
189,16,4453,2018,69,322,5761
191,16,4441,2018,447,7055,216280
193,16,4481,2018,365,4057,66827
195,16,4431,2018,147,1427,42219
197,16,4421,2018,101,1123,43722
199,16,4471,2018,646,6673,137165
201,16,4451,2018,285,11771,367600
203,16,4461,2018,303,3323,110209
205,16,4422,2018,156,1351,46303
207,16,4483,2018,82,411,14518
209,16,4442,2018,98,1015,26085
211,16,4412,2018,126,2086,90819
213,16,4482,2018,74,527,8609
215,16,4452,2018,106,864,11952
217,16,4512,2018,21,234,3728
219,16,4522,2018,32,2180,41987
221,16,4543,2018,466,950,42126
223,16,4541,2018,312,1951,84181
225,16,4531,2018,43,212,3021
227,16,4523,2018,189,12499,371088
229,16,4532,2018,106,705,14997
231,16,4539,2018,268,1395,34328
233,16,4511,2018,312,3735,66944
235,16,4533,2018,152,1296,23042
237,16,4542,2018,7,29,1128
239,16,4885,2018,70,535,25391
241,16,4841,2018,726,5672,268661
242,16,4852,2018,3,51,1454
244,16,4812,2018,20,39,1662
246,16,4859,2018,27,328,9591
248,16,4811,2018,8,1333,56650
250,16,4854,2018,9,605,10942
252,16,4842,2018,541,4163,187007
254,16,4881,2018,27,292,12822
256,16,4884,2018,63,406,11801
257,16,4853,2018,3,22,339
259,16,4851,2018,3,65,2060
261,16,4921,2018,86,1837,76449
263,16,4922,2018,18,111,3599
265,16,4931,2018,69,2060,78358
267,16,5182,2018,50,2337,127293
269,16,5121,2018,49,646,10434
271,16,5111,2018,67,1267,62206
273,16,5191,2018,51,159,11898
275,16,5179,2018,8,44,1807
277,16,5151,2018,41,816,34024
279,16,5112,2018,51,1585,132062
281,16,5122,2018,8,12,433
283,16,5173,2018,321,4411,236307
285,16,5223,2018,139,640,37033
287,16,5242,2018,914,3566,187456
289,16,5221,2018,742,10299,543295
291,16,5241,2018,139,4011,265532
293,16,5222,2018,348,2444,163088
