,fips,relevant_naics,YEAR,estab,emp,payann
0,16,11,2017,472,3032,123938
2,16,21,2017,91,2060,159491
4,16,22,2017,197,2868,272183
6,16,23,2017,6947,40579,1879172
8,16,42,2017,2106,31810,1819394
10,16,51,2017,747,13031,678220
12,16,52,2017,2847,22112,1278330
14,16,53,2017,2626,7555,278781
16,16,54,2017,4630,32732,1883421
18,16,55,2017,235,7728,565981
20,16,56,2017,2451,31894,1058214
22,16,61,2017,483,6147,161539
24,16,62,2017,5315,96088,4133895
26,16,71,2017,803,8289,162384
28,16,72,2017,3861,65028,1035972
30,16,81,2017,3495,20326,572938
32,16,99,2017,35,65,823
