Naics,Establishments,Employees,Payroll,fips
2361,4,6,290,16071
4413,3,10,392,16071
4441,3,40,811,16071
4471,5,46,1027,16071
4841,11,37,1575,16071
5221,3,60,3136,16071
6212,3,4,210,16071
7225,8,73,674,16071
1151,5,28,904,16031
1152,3,7,335,16031
2123,6,48,3752,16031
2361,15,48,1633,16031
2362,4,161,6990,16031
2371,6,43,1729,16031
2381,9,88,3709,16031
2382,18,73,3758,16031
2383,6,19,506,16031
2389,9,122,7658,16031
3114,3,698,31334,16031
3231,3,9,100,16031
3331,3,72,2887,16031
3339,3,75,4430,16031
3371,4,26,723,16031
4236,3,19,1229,16031
4238,8,59,2882,16031
4244,3,119,5468,16031
4245,3,46,2577,16031
4247,4,52,2792,16031
4249,4,147,10604,16031
4411,9,206,7880,16031
4413,10,64,1807,16031
4431,7,27,663,16031
4441,8,57,2166,16031
4451,6,232,6019,16031
4461,7,57,2654,16031
4471,20,184,3693,16031
4481,6,89,779,16031
4523,7,44,641,16031
4511,5,17,229,16031
4533,3,18,316,16031
4539,6,19,372,16031
4543,7,7,301,16031
4841,25,255,17424,16031
4842,22,518,20940,16031
4931,4,281,12453,16031
5173,9,49,2745,16031
5221,11,94,5016,16031
5222,5,19,1133,16031
5242,17,39,1236,16031
5311,13,23,424,16031
5313,3,4,56,16031
5312,15,16,423,16031
5411,10,22,762,16031
5412,22,111,3862,16031
5413,4,5,238,16031
5415,3,5,273,16031
5416,12,20,1137,16031
5419,8,29,916,16031
5511,3,12,1525,16031
5613,3,234,2652,16031
5611,4,40,2469,16031
5617,14,61,1295,16031
6116,3,28,170,16031
6212,17,135,3898,16031
6211,14,95,2480,16031
6213,26,137,3989,16031
6214,4,84,3959,16031
6233,3,89,1762,16031
6241,7,120,2005,16031
6244,7,62,1092,16031
7139,8,181,1308,16031
7211,6,138,2678,16031
7223,3,9,116,16031
7224,4,10,100,16031
7225,46,718,10307,16031
8111,17,72,2496,16031
8113,8,38,1249,16031
8121,6,10,209,16031
8123,5,35,866,16031
8131,7,18,207,16031
8139,3,8,339,16031
1151,4,510,16196,16073
2123,3,9,251,16073
2361,4,3,122,16029
2361,8,36,971,16073
2362,4,37,1144,16073
2373,3,20,843,16073
2381,6,30,802,16073
2382,8,41,1543,16073
2211,3,18,1905,16029
2381,4,7,229,16029
2382,8,62,3107,16029
2389,5,22,1157,16029
4238,3,12,524,16029
4245,3,17,676,16029
4441,4,15,260,16029
4413,4,24,662,16029
4451,5,109,2139,16029
4471,3,35,762,16029
5221,4,23,1043,16029
5242,4,15,680,16029
5413,3,22,448,16029
6212,6,31,830,16029
6213,5,22,468,16029
6219,3,4,67,16029
6241,3,11,128,16029
7211,4,28,377,16029
7225,7,20,421,16029
8111,6,28,824,16029
8113,5,8,431,16029
1152,3,5,64,16045
2361,20,25,969,16045
2362,5,20,819,16045
2373,3,12,640,16045
2371,4,9,363,16045
2381,30,125,4733,16045
2361,5,9,223,16063
2382,22,87,3164,16045
2381,6,15,694,16063
2383,7,12,524,16063
2389,3,34,1694,16063
4451,3,27,286,16063
4841,3,4,264,16063
4842,4,9,567,16063
5412,3,18,564,16063
5617,5,21,589,16063
7225,4,23,310,16063
8111,3,9,176,16063
2383,9,31,1012,16045
2389,19,72,2274,16045
3219,4,59,1639,16045
4251,3,27,216,16045
4413,6,49,1940,16045
4442,4,17,522,16045
4441,5,33,1203,16045
4471,7,93,2263,16045
4523,3,83,2261,16045
4539,4,13,312,16045
4541,3,1,94,16045
4841,7,10,739,16045
4842,13,63,3330,16045
5173,4,10,1026,16045
5221,6,30,1421,16045
5239,3,3,668,16045
5242,5,22,1105,16045
5311,5,6,203,16045
5313,4,12,427,16045
5312,10,11,417,16045
1133,3,15,750,16085
2213,3,1,44,16085
2361,75,197,8220,16085
2362,6,17,733,16085
2371,3,4,362,16085
2372,4,5,131,16085
2381,19,53,2503,16085
2382,17,31,1359,16085
2383,24,90,3219,16085
5413,6,45,2455,16045
5411,8,30,2470,16045
5412,5,14,378,16045
5416,6,7,594,16045
5419,5,30,1001,16045
5617,8,17,698,16045
6212,7,40,1690,16045
6213,9,59,1516,16045
6214,4,49,2891,16045
6216,4,21,934,16045
