Fips,Naics,Establishments,Employees,Payroll,Population
01000,10,135853,1924268,24823428207,4921532
01000,10,1250,55567,1136428310,4921532
01000,22,19,1483,51767657,4921532
01000,51,2,10,83887,4921532
01000,52,18,139,2981652,4921532
01000,54,39,1928,42177415,4921532
01000,56,5,11,88792,4921532
01000,61,7,283,3154242,4921532
01000,62,32,6911,124421627,4921532
01000,71,17,291,2027445,4921532
01000,72,12,291,1587739,4921532
01000,81,4,480,14428007,4921532
01000,92,498,33899,758695601,4921532
01000,10,1360,97240,1329100616,4921532
01000,51,9,82,1128500,4921532
01000,52,2,26,78726,4921532
01000,61,158,45367,687117032,4921532
01000,62,66,19656,279824543,4921532
01000,71,12,48,458388,4921532
01000,72,1,4,23702,4921532
01000,81,4,12,94908,4921532
01000,92,933,30689,346527021,4921532
01000,10,3728,208867,2336745552,4921532
01000,22,321,7231,100395144,4921532
01000,23,3,39,127263,4921532
01000,42,2,28,114694,4921532
01000,51,54,645,4073030,4921532
01000,52,1,17,42410,4921532
01000,53,132,4752,3048540,4921532
01000,54,21,280,5487150,4921532
01000,56,69,723,8381631,4921532
01000,61,1916,94794,1053614067,4921532
01000,62,228,34151,430339565,4921532
01000,71,38,2995,29780248,4921532
01000,72,144,992,6208910,4921532
01000,81,30,410,5329155,4921532
01000,92,644,59960,638688045,4921532
01000,10,129515,1562594,20021153729,4921532
01000,11,1501,11646,126072413,4921532
01000,21,343,5482,117365726,4921532
01000,22,418,13031,567392075,4921532
01000,23,10676,92959,1290502082,4921532
01000,42,9822,72897,1335353352,4921532
01000,51,2890,19123,355785389,4921532
01000,52,8692,71433,1747751490,4921532
01000,53,5540,23466,293326640,4921532
01000,54,15274,111389,2290367506,4921532
01000,55,975,15668,463409171,4921532
01000,56,7619,122025,989858649,4921532
01000,61,1222,18006,180676466,4921532
01000,62,15340,208620,2550141935,4921532
01000,71,1378,16981,85515146,4921532
01000,72,10046,163459,741549355,4921532
01000,81,9230,42480,434893298,4921532
01000,10,6338,361674,4802274478,4921532
02000,10,23321,295043,4263168390,731158
02000,10,558,14746,290486657,731158
02000,51,1,6,57352,731158
02000,52,4,27,615443,731158
02000,54,28,704,17319524,731158
02000,56,2,2,15627,731158
02000,61,2,11,175011,731158
02000,62,14,774,11848484,731158
02000,71,42,800,12628207,731158
02000,72,10,169,1525278,731158
02000,81,4,95,2066948,731158
02000,92,229,9791,207505827,731158
02000,10,838,21666,309017711,731158
02000,53,15,105,960720,731158
02000,61,49,5165,68525248,731158
02000,92,773,15647,226560531,731158
02000,10,644,38227,493812722,731158
02000,22,9,94,988811,731158
02000,23,52,98,517481,731158
02000,51,1,14,62072,731158
02000,52,2,10,60160,731158
02000,53,1,11,27841,731158
02000,54,2,10,129894,731158
02000,56,2,30,54980,731158
02000,61,171,20963,255433046,731158
02000,62,4,1339,24381690,731158
02000,71,3,41,268727,731158
02000,81,2,42,122208,731158
02000,92,387,15353,205968613,731158
02000,10,21281,220404,3169851300,731158
02000,11,313,1424,13710734,731158
02000,21,260,9938,405659870,731158
02000,22,104,2424,56437492,731158
02000,23,2511,13613,234420454,731158
02000,42,709,6081,92575932,731158
02000,51,413,4714,86363490,731158
02000,52,847,6296,141469961,731158
02000,53,713,4056,46562403,731158
02000,54,2376,12595,215679615,731158
02000,55,169,2847,65005459,731158
02000,56,1287,10165,117200519,731158
02000,61,380,2382,22668407,731158
02000,62,2370,47843,671785500,731158
02000,71,603,3225,17047927,731158
02000,72,2102,22881,133280192,731158
02000,81,1782,8885,95344153,731158
02000,99,167,156,1768819,731158
02000,10,2040,74639,1093317090,731158
04000,10,176522,2894235,43050047281,7421401
04000,10,790,56989,1098687982,7421401
04000,22,1,108,1985789,7421401
04000,51,1,8,63173,7421401
04000,52,11,122,3170385,7421401
04000,53,1,1,3038,7421401
04000,54,18,137,3085052,7421401
04000,56,5,14,70256,7421401
04000,61,6,14,142355,7421401
04000,62,35,9854,209336340,7421401
04000,71,37,1107,15601866,7421401
04000,72,13,221,1266455,7421401
04000,81,11,1346,17414844,7421401
04000,92,379,33224,687826120,7421401
04000,10,324,69721,1007733228,7421401
04000,51,1,15,52921,7421401
04000,54,3,15,123693,7421401
04000,56,1,13,64669,7421401
04000,61,40,31401,526414736,7421401
04000,62,14,2673,28847791,7421401
04000,81,2,24,63292,7421401
04000,92,263,35473,449206129,7421401
04000,10,1593,263297,3349806156,7421401
04000,11,7,70,191674,7421401
04000,21,2,26,76780,7421401
04000,22,141,10088,210774078,7421401
04000,23,67,2361,32238793,7421401
04000,42,4,23,320986,7421401
04000,51,47,1390,13462839,7421401
04000,52,6,25,437329,7421401
04000,53,13,841,8741098,7421401
04000,54,20,258,4344530,7421401
04000,56,82,1618,20338722,7421401
04000,61,360,135250,1447635026,7421401
04000,62,47,9078,138435675,7421401
04000,71,82,13635,125997019,7421401
04000,72,16,3893,38383660,7421401
04000,81,33,1296,18358574,7421401
04000,92,611,81245,1258892664,7421401
04000,99,13,14,129086,7421401
04000,10,173815,2504228,37593819915,7421401
04000,11,1115,26689,257609234,7421401
04000,21,218,11531,368657483,7421401
04000,22,296,11954,386065635,7421401
04000,23,14505,176313,2661692867,7421401
04000,42,13647,100253,2320208542,7421401
04000,51,4326,45785,1202352268,7421401
04000,52,11048,177580,4779530876,7421401
04000,53,10703,54206,883282781,7421401
04000,54,29507,166708,3384285823,7421401
04000,55,2064,34400,1168522333,7421401
04000,56,11845,243177,2788309472,7421401
04000,61,2962,64192,720600694,7421401
04000,62,18495,395747,5410816502,7421401
04000,71,2416,35718,328441549,7421401
04000,72,12205,251788,1518252793,7421401
04000,81,11345,71959,745321826,7421401
04000,99,1117,1360,22745229,7421401
04000,10,2707,390007,5456227366,7421401
05000,10,95327,1194172,14733620244,3030522
05000,10,1191,20339,353936087,3030522
05000,51,2,36,555188,3030522
05000,52,14,113,2245407,3030522
05000,54,30,847,15151345,3030522
05000,56,2,2,4098,3030522
05000,61,2,2,31822,3030522
05000,62,18,5382,111686658,3030522
05000,71,19,193,2552195,3030522
05000,72,4,47,223854,3030522
05000,81,1,1,9085,3030522
05000,92,515,8140,148558756,3030522
05000,10,1055,66254,816154974,3030522
05000,11,2,16,80936,3030522
05000,23,10,180,473350,3030522
05000,51,3,308,3789983,3030522
05000,53,1,17,60224,3030522
05000,54,1,19,49398,3030522
05000,56,32,192,1264544,3030522
05000,61,64,21505,260323648,3030522
05000,62,150,18813,283859215,3030522
05000,71,64,985,5149680,3030522
05000,81,3,51,81582,3030522
05000,92,725,21592,232420523,3030522
05000,10,1998,110309,1053381442,3030522
05000,11,1,4,63657,3030522
05000,22,200,3655,44395806,3030522
05000,23,109,5886,3214519,3030522
05000,51,77,1186,7933563,3030522
05000,53,6,36,245766,3030522
05000,54,8,53,805389,3030522
05000,56,72,1288,10427868,3030522
05000,61,306,69047,675299538,3030522
05000,62,54,4019,41421029,3030522
05000,71,54,1586,9700655,3030522
05000,81,8,94,604957,3030522
05000,92,1078,25794,229778403,3030522
05000,10,91083,997270,12510147741,3030522
05000,11,2162,12345,120162429,3030522
05000,21,421,3289,53369331,3030522
05000,22,409,7792,215072491,3030522
05000,23,7519,54172,635100735,3030522
05000,42,7420,47024,944219803,3030522
05000,51,1808,11145,238615774,3030522
05000,52,5434,38408,812630386,3030522
05000,53,3799,13700,146990058,3030522
05000,54,10276,44024,716399420,3030522
05000,55,551,33703,1657423395,3030522
05000,56,5383,66278,555693310,3030522
05000,61,1036,12589,116955635,3030522
05000,62,14443,170144,1901609253,3030522
05000,71,1084,10246,62165856,3030522
05000,72,6490,100003,426827932,3030522
05000,81,5572,24706,228436323,3030522
05000,10,4244,196902,2223472503,3030522
06000,10,1651416,16507687,344560575655,39368078
06000,10,3324,250448,5240234054,39368078
06000,51,8,37,394668,39368078
06000,52,41,650,21227469,39368078
06000,54,89,7501,163834383,39368078
06000,56,13,84,689790,39368078
06000,61,7,26,606089,39368078
06000,62,75,34074,822941095,39368078
06000,71,75,2415,36044251,39368078
06000,72,31,435,3101029,39368078
06000,81,16,235,2582249,39368078
06000,92,1480,137827,3138453608,39368078
06000,10,13568,523726,10878856217,39368078
06000,23,1,9,36137,39368078
06000,51,21,141,2944132,39368078
06000,54,97,5351,154282667,39368078
06000,56,31,1146,17331164,39368078
06000,61,3548,233933,4400595275,39368078
06000,62,1050,70169,1746263025,39368078
06000,71,26,1170,1602198,39368078
06000,72,1,15,55926,39368078
06000,81,2,24,42104,39368078
06000,92,8791,211736,4543028381,39368078
06000,10,19339,1661531,31180171385,39368078
06000,11,8,96,502360,39368078
06000,22,706,49302,1281939260,39368078
06000,23,106,9866,184680128,39368078
06000,42,1,2,43591,39368078
06000,51,186,11610,148599990,39368078
06000,52,29,3882,75435161,39368078
06000,53,63,1963,30537912,39368078
06000,54,66,1457,31441287,39368078
06000,56,116,3846,64848706,39368078
06000,61,14265,854904,14318910499,39368078
06000,62,403,115094,2472938490,39368078
06000,71,306,39856,474728698,39368078
06000,72,136,24533,285611487,39368078
06000,81,257,5554,89870802,39368078
06000,92,2227,488460,10707316598,39368078
06000,99,2,59,223186,39368078
06000,10,1615185,14071982,297261313999,39368078
