FIPS,NAICS,Establishments,Employees,Payroll,Population
01000,212299,4,67,920269,4921532
01000,212311,4,64,706555,4921532
01000,212312,40,746,13808701,4921532
01000,212313,4,75,1003661,4921532
01000,212319,7,379,6802923,4921532
01000,212321,53,481,6207579,4921532
01000,212322,10,109,1395375,4921532
01000,212325,7,42,359471,4921532
01000,212399,2,32,61572,4921532
01000,213111,25,100,1608335,4921532
01000,213112,93,465,7307549,4921532
01000,213113,13,214,3644249,4921532
01000,213115,5,40,772756,4921532
01000,221111,17,238,885598,4921532
01000,221112,52,2198,113336058,4921532
01000,221113,4,60,116244,4921532
01000,221114,10,11,262776,4921532
01000,221115,2,20,83790,4921532
01000,221117,6,288,199614,4921532
01000,221118,6,36,1088019,4921532
01000,221121,7,105,147294,4921532
01000,221122,147,2646,4130112,4921532
01000,221210,53,1339,25893951,4921532
01000,221310,100,619,7162590,4921532
01000,221320,13,156,513760,4921532
01000,221330,1,14,55542,4921532
01000,236115,740,2834,44495529,4921532
01000,236116,47,335,6714499,4921532
01000,236117,47,562,12426427,4921532
01000,236118,1021,3628,37786056,4921532
01000,236210,214,4473,74501330,4921532
01000,236220,972,8972,160840371,4921532
01000,237110,197,2268,32723848,4921532
01000,237120,88,813,12891172,4921532
01000,237130,285,5476,115133855,4921532
01000,237210,128,549,10542920,4921532
01000,237310,209,5969,74001817,4921532
01000,237990,205,2112,30326479,4921532
01000,238111,120,575,6789307,4921532
01000,238112,138,1507,17540821,4921532
01000,238121,10,25,363589,4921532
01000,238122,91,802,10170298,4921532
01000,238131,89,259,2029759,4921532
01000,238132,25,113,1194323,4921532
01000,238141,83,252,1638817,4921532
01000,238142,100,765,10452609,4921532
01000,238151,32,262,2639210,4921532
01000,238152,41,512,5787020,4921532
01000,238161,188,695,7607327,4921532
01000,238162,125,1138,13439140,4921532
01000,238171,74,266,2233355,4921532
01000,238172,16,99,1249344,4921532
01000,238191,16,128,1363311,4921532
01000,238192,58,440,3900237,4921532
01000,238211,494,3098,30735251,4921532
01000,238212,808,10651,149826980,4921532
01000,238221,1126,7797,82058912,4921532
01000,238222,592,8140,116150633,4921532
01000,238291,20,49,537524,4921532
01000,238292,195,2421,40499429,4921532
01000,238311,95,528,5431783,4921532
01000,238312,146,1485,19400157,4921532
01000,238321,201,549,4806277,4921532
01000,238322,122,989,10565123,4921532
01000,238331,115,343,3624027,4921532
01000,238332,43,218,3086353,4921532
01000,238341,51,215,2050972,4921532
01000,238342,17,93,907089,4921532
01000,238351,158,615,6019888,4921532
01000,238352,45,253,2577138,4921532
01000,238391,42,244,3053055,4921532
01000,238392,54,339,3560734,4921532
01000,238911,239,1095,10150949,4921532
01000,238912,354,4684,56266657,4921532
01000,238991,223,1223,13220648,4921532
01000,238992,177,2101,25189733,4921532
01000,311111,5,40,144530,4921532
01000,311119,37,740,2042807,4921532
01000,311211,3,58,952792,4921532
01000,311221,1,4,43375,4921532
01000,311224,2,18,73574,4921532
01000,311225,3,21,111249,4921532
01000,311314,1,8,36972,4921532
01000,311340,5,119,769456,4921532
01000,311351,1,15,28494,4921532
01000,311352,5,89,325667,4921532
01000,311411,3,39,189552,4921532
01000,311412,3,177,107421,4921532
01000,311421,6,149,1769749,4921532
01000,311422,1,14,29692,4921532
01000,311511,4,72,220276,4921532
01000,311513,2,40,109370,4921532
01000,311520,8,638,7020484,4921532
01000,311611,23,115,756355,4921532
01000,311612,14,371,3429319,4921532
01000,311613,6,12,272658,4921532
01000,311615,49,20509,184755670,4921532
01000,311710,29,881,7396659,4921532
01000,311811,113,1020,4882683,4921532
01000,311812,25,716,9437426,4921532
01000,311821,4,44,200348,4921532
01000,311824,3,48,108492,4921532
01000,311911,4,44,83272,4921532
01000,311919,6,60,273966,4921532
01000,311920,11,66,629684,4921532
01000,311930,1,4,53830,4921532
01000,311941,4,76,208016,4921532
01000,311942,7,112,335930,4921532
01000,311991,15,273,2307740,4921532
01000,311999,10,120,2072142,4921532
01000,312111,9,1587,57604160,4921532
01000,312112,6,14,186241,4921532
01000,312113,14,122,1119068,4921532
01000,312120,39,400,2323479,4921532
01000,312130,7,35,157329,4921532
01000,312140,6,18,136128,4921532
01000,312230,3,12,126198,4921532
01000,313110,9,2350,24113301,4921532
01000,313210,9,1906,25202221,4921532
01000,313220,6,416,3376238,4921532
01000,313230,2,90,83826,4921532
01000,313240,2,26,53504,4921532
01000,313310,3,33,65028,4921532
01000,313320,1,14,36661,4921532
01000,314110,9,1519,13112530,4921532
01000,314120,17,512,4031758,4921532
01000,314910,28,893,8433182,4921532
01000,314994,7,233,3015531,4921532
01000,314999,42,546,4778050,4921532
01000,315110,16,208,412560,4921532
01000,315190,3,27,155067,4921532
01000,315210,6,78,129630,4921532
01000,315220,15,671,4627046,4921532
01000,315240,8,112,492768,4921532
01000,315280,6,140,956692,4921532
01000,315990,6,24,135552,4921532
01000,316110,1,15,48192,4921532
01000,316210,2,30,122996,4921532
01000,316992,1,51,60654,4921532
01000,316998,7,21,320992,4921532
01000,321113,116,5189,67586864,4921532
01000,321114,26,1129,14471024,4921532
01000,321211,8,533,7801562,4921532
01000,321212,7,1018,14163626,4921532
01000,321213,8,215,2567119,4921532
01000,321214,24,533,6286978,4921532
01000,321219,6,945,16039920,4921532
01000,321911,19,661,8735869,4921532
01000,321912,24,715,8395236,4921532
01000,321918,29,1138,9697055,4921532
01000,321920,71,1502,14542281,4921532
01000,321991,18,4048,41434193,4921532
01000,321992,21,269,3803296,4921532
01000,321999,24,676,8018608,4921532
01000,322110,2,14,76366,4921532
01000,322121,9,90,387333,4921532
01000,322122,3,48,192033,4921532
01000,322130,16,224,512352,4921532
01000,322211,30,1701,24769037,4921532
01000,322212,9,504,295632,4921532
01000,322219,4,52,93120,4921532
01000,322220,12,917,15235255,4921532
01000,322230,7,128,1304222,4921532
01000,322291,1,9,54422,4921532
01000,322299,4,72,255556,4921532
01000,323111,238,2220,24558531,4921532
01000,323113,168,3360,9376416,4921532
01000,323117,4,80,230740,4921532
01000,323120,11,38,462203,4921532
01000,324110,19,600,22293084,4921532
01000,324121,15,144,1690715,4921532
01000,324122,15,763,16866187,4921532
01000,324191,4,32,210760,4921532
01000,324199,5,50,319440,4921532
01000,325110,3,30,187077,4921532
01000,325120,19,114,1116174,4921532
01000,325180,30,1003,26892193,4921532
01000,325194,7,238,5085451,4921532
01000,325199,24,1062,25669021,4921532
01000,325211,24,384,1505064,4921532
01000,325212,2,84,59272,4921532
01000,325220,11,1061,22773887,4921532
01000,325311,6,66,310464,4921532
01000,325312,2,16,45846,4921532
01000,325314,13,296,4999881,4921532
01000,325320,6,632,17171267,4921532
01000,325411,4,8,142016,4921532
01000,325412,61,994,21233576,4921532
01000,325413,1,11,23347,4921532
01000,325414,5,72,1292243,4921532
01000,325510,24,824,16508817,4921532
01000,325520,8,72,1050102,4921532
01000,325611,19,110,1219423,4921532
01000,325612,4,173,1674406,4921532
01000,325620,12,156,1463849,4921532
01000,325910,7,126,143255,4921532
01000,325920,4,8,132436,4921532
01000,325991,6,63,561695,4921532
01000,325998,23,171,2927452,4921532
01000,326111,6,699,10651530,4921532
01000,326112,2,24,47292,4921532
01000,326113,4,48,156884,4921532
01000,326121,5,291,4372192,4921532
01000,326122,20,670,7826893,4921532
01000,326130,7,405,4251635,4921532
01000,326140,8,80,471048,4921532
01000,326150,16,797,8640454,4921532
01000,326160,8,104,303720,4921532
01000,326191,10,1083,15001841,4921532
01000,326199,95,9183,104911111,4921532
01000,326211,6,102,196050,4921532
01000,326212,14,280,870114,4921532
01000,326220,15,903,7923863,4921532
01000,326291,4,92,826858,4921532
01000,326299,11,317,3826809,4921532
01000,327110,7,17,76494,4921532
01000,327120,28,884,11926377,4921532
01000,327212,3,45,105051,4921532
01000,327213,2,32,43550,4921532
01000,327215,13,1145,17257676,4921532
01000,327310,8,506,11077449,4921532
01000,327320,155,1743,23218568,4921532
01000,327331,10,190,2394275,4921532
01000,327332,7,96,1696603,4921532
01000,327390,48,677,8932126,4921532
01000,327410,7,385,9425316,4921532
01000,327420,4,288,5294631,4921532
01000,327910,2,20,128214,4921532
01000,327991,72,643,7261140,4921532
01000,327992,7,89,1583843,4921532
01000,327993,8,492,7429391,4921532
01000,327999,4,32,152600,4921532
01000,331110,27,4797,119128760,4921532
01000,331210,15,1366,27522637,4921532
01000,331221,17,68,344743,4921532
01000,331222,1,20,62250,4921532
01000,331313,1,4,54347,4921532
01000,331314,8,359,4883289,4921532
01000,331315,5,220,124475,4921532
01000,331318,4,546,8121846,4921532
01000,331410,4,132,227828,4921532
01000,331420,4,52,119040,4921532
01000,331491,2,126,114052,4921532
01000,331492,3,36,108630,4921532
01000,331511,23,3304,76893005,4921532
01000,331512,2,32,121226,4921532
01000,331513,5,45,212070,4921532
01000,331523,9,562,7072801,4921532
01000,331524,10,653,8221748,4921532
01000,331529,5,204,2962026,4921532
01000,332111,4,252,95220,4921532
01000,332114,4,28,119424,4921532
01000,332119,14,502,5263253,4921532
01000,332215,3,54,98847,4921532
01000,332216,7,21,382312,4921532
01000,332311,60,1334,16281715,4921532
01000,332312,155,4323,63739631,4921532
01000,332313,44,738,8442957,4921532
01000,332321,28,918,10363573,4921532
01000,332322,103,2609,28470226,4921532
01000,332323,77,923,10944753,4921532
01000,332410,10,132,2180984,4921532
01000,332420,22,646,9842455,4921532
01000,332431,7,140,212408,4921532
01000,332439,10,120,418040,4921532
01000,332510,8,520,6738557,4921532
01000,332613,3,150,71589,4921532
01000,332618,12,744,394356,4921532
01000,332710,369,5307,68875708,4921532
01000,332721,3,42,104304,4921532
01000,332722,11,88,626593,4921532
01000,332811,11,110,1540790,4921532
01000,332812,43,759,10616250,4921532
01000,332813,31,580,5953074,4921532
01000,332911,7,371,367122,4921532
01000,332912,9,384,7012060,4921532
01000,332913,2,40,100728,4921532
01000,332919,7,561,8246815,4921532
01000,332991,3,290,3841140,4921532
01000,332992,6,22,582332,4921532
01000,332993,2,96,70688,4921532
01000,332994,8,96,167520,4921532
01000,332996,29,1161,17679236,4921532
01000,332999,28,379,4596511,4921532
01000,333111,26,312,796224,4921532
01000,333112,3,54,162828,4921532
01000,333120,14,770,13482179,4921532
01000,333131,7,22,406150,4921532
01000,333132,7,232,5167770,4921532
01000,333241,16,304,965808,4921532
01000,333243,15,401,5971996,4921532
01000,333244,2,4,107434,4921532
01000,333249,18,157,2383328,4921532
01000,333314,7,35,385987,4921532
01000,333316,1,8,64157,4921532
01000,333318,33,683,10397598,4921532
01000,333413,15,615,10166219,4921532
01000,333414,10,497,4952635,4921532
01000,333415,19,706,9047173,4921532
01000,333511,17,146,1554993,4921532
01000,333514,19,337,3741366,4921532
01000,333515,8,55,802917,4921532
01000,333517,14,84,1312180,4921532
01000,333519,5,20,437600,4921532
01000,333611,9,27,476937,4921532
01000,333612,3,32,577821,4921532
01000,333613,3,15,62286,4921532
01000,333618,12,691,8840309,4921532
01000,333912,7,273,5709593,4921532
01000,333914,8,34,368027,4921532
01000,333921,3,140,2968882,4921532
01000,333922,24,606,9318572,4921532
01000,333923,13,295,5854584,4921532
01000,333924,13,749,8843095,4921532
01000,333991,2,40,93900,4921532
01000,333992,5,35,205310,4921532
01000,333993,12,82,1670290,4921532
01000,333994,7,67,901584,4921532
01000,333995,10,97,1514202,4921532
01000,333996,2,68,85244,4921532
01000,333997,5,60,312870,4921532
01000,333999,27,197,2585456,4921532
01000,334111,20,1662,21773039,4921532
01000,334112,2,4,63128,4921532
01000,334118,5,40,291540,4921532
01000,334210,7,77,241038,4921532
01000,334220,25,471,7852059,4921532
01000,334290,6,78,248016,4921532
01000,334310,4,4,80445,4921532
01000,334412,3,6,146448,4921532
01000,334413,14,21,517767,4921532
01000,334416,3,27,72726,4921532
01000,334417,2,38,57630,4921532
01000,334418,13,395,6466510,4921532
01000,334419,23,717,7867504,4921532
01000,334510,14,31,1145104,4921532
01000,334511,17,1005,16093446,4921532
01000,334512,5,20,399510,4921532
01000,334513,21,369,6110211,4921532
01000,334514,1,9,34701,4921532
01000,334515,18,277,7786437,4921532
01000,334516,11,34,750864,4921532
01000,334517,5,90,257585,4921532
01000,334519,13,105,1586586,4921532
01000,334613,1,16,37242,4921532
01000,334614,14,98,307398,4921532
01000,335121,3,33,133512,4921532
01000,335122,1,8,47238,4921532
01000,335129,7,92,1032855,4921532
01000,335210,2,4,99758,4921532
01000,335220,5,60,100255,4921532
01000,335311,9,476,6945496,4921532
01000,335312,11,439,6136477,4921532
01000,335313,20,481,7873099,4921532
01000,335314,9,85,1258216,4921532
01000,335911,3,18,170127,4921532
01000,335912,3,9,151353,4921532
01000,335921,1,17,24048,4921532
01000,335929,2,16,109356,4921532
01000,335931,8,40,370304,4921532
01000,335932,4,20,190448,4921532
01000,335991,5,195,240755,4921532
01000,335999,12,576,429252,4921532
01000,336111,22,154,549208,4921532
01000,336112,1,2,53309,4921532
01000,336120,8,1018,11839638,4921532
01000,336211,21,1563,25452701,4921532
01000,336212,18,1127,11862982,4921532
01000,336213,1,22,42197,4921532
01000,336214,17,765,936513,4921532
01000,336310,21,2344,38412709,4921532
01000,336320,22,3133,34408027,4921532
01000,336330,4,52,88068,4921532
01000,336340,10,130,205090,4921532
01000,336350,20,1138,12886821,4921532
01000,336360,43,5973,64803206,4921532
01000,336370,28,6020,77205361,4921532
01000,336390,56,4222,48408848,4921532
01000,336411,29,5352,117461280,4921532
01000,336412,17,679,12791010,4921532
01000,336413,27,2194,32617032,4921532
01000,336414,7,133,450688,4921532
01000,336415,5,35,245000,4921532
01000,336419,4,12,168492,4921532
01000,336510,11,406,8329872,4921532
01000,336611,34,3987,61875736,4921532
01000,336612,17,331,4308527,4921532
01000,336991,8,104,269992,4921532
01000,336992,5,818,13843055,4921532
01000,336999,2,8,64602,4921532
01000,337110,262,5384,54684009,4921532
01000,337121,6,406,4438186,4921532
01000,337122,29,516,4116695,4921532
01000,337124,6,120,379656,4921532
01000,337125,1,3,30635,4921532
01000,337127,17,334,3036441,4921532
01000,337211,5,149,1434308,4921532
01000,337212,16,608,588544,4921532
01000,337214,1,19,52420,4921532
01000,337215,15,1370,15614018,4921532
01000,337910,6,209,2264118,4921532
01000,337920,5,32,272608,4921532
01000,339112,30,1142,16593114,4921532
01000,339113,35,1269,15764183,4921532
01000,339114,5,90,278705,4921532
01000,339115,6,96,351060,4921532
01000,339116,74,879,7710849,4921532
01000,339910,10,77,1031179,4921532
01000,339920,34,1075,10615185,4921532
01000,339930,3,51,66162,4921532
01000,339940,3,30,167559,4921532
01000,339950,123,1383,14689272,4921532
01000,339991,17,478,6496061,4921532
01000,339992,2,28,84076,4921532
01000,339995,4,20,240160,4921532
01000,339999,43,774,10002168,4921532
01000,423110,107,1851,26456707,4921532
01000,423120,174,1844,24023395,4921532
01000,423130,34,547,6552915,4921532
01000,423140,37,282,2693280,4921532
01000,423210,30,255,3623074,4921532
01000,423220,44,291,6074293,4921532
01000,423310,107,1487,28586955,4921532
01000,423320,59,625,8826050,4921532
01000,423330,42,272,5109723,4921532
01000,423390,20,426,8179562,4921532
01000,423410,5,11,120339,4921532
01000,423420,76,644,10680724,4921532
01000,423430,41,631,26101064,4921532
01000,423440,46,444,6313900,4921532
01000,423450,136,1600,37097527,4921532
01000,423460,8,36,357855,4921532
01000,423490,16,138,2949298,4921532
01000,423510,143,2764,51339284,4921532
01000,423520,8,59,1519746,4921532
01000,423610,183,2436,51081512,4921532
01000,423620,21,76,970520,4921532
01000,423690,66,531,9717373,4921532
01000,423710,74,720,9832733,4921532
01000,423720,110,1423,23771874,4921532
01000,423730,112,891,16942982,4921532
01000,423740,13,103,1641126,4921532
01000,423810,89,2025,43541134,4921532
01000,423820,129,1308,15541743,4921532
01000,423830,344,3748,69784672,4921532
01000,423840,182,1565,24195628,4921532
01000,423850,60,620,8281392,4921532
01000,423860,24,376,6002101,4921532
01000,423910,45,713,9703527,4921532
01000,423920,8,24,317408,4921532
01000,423930,230,3081,36846827,4921532
01000,423940,18,360,917280,4921532
01000,423990,92,610,6698301,4921532
01000,424110,6,96,289512,4921532
01000,424120,36,324,1603008,4921532
01000,424130,50,731,13167190,4921532
01000,424210,106,1143,27491438,4921532
01000,424310,7,69,991678,4921532
01000,424320,9,106,1090475,4921532
01000,424330,14,290,2621006,4921532
01000,424340,6,27,784789,4921532
01000,424410,44,3606,52677865,4921532
01000,424420,20,318,3218087,4921532
01000,424430,28,348,4282093,4921532
01000,424440,3,27,202035,4921532
01000,424450,42,615,9296123,4921532
01000,424460,13,231,1724245,4921532
01000,424470,9,170,1759820,4921532
01000,424480,22,288,2807746,4921532
01000,424490,145,3867,52601289,4921532
01000,424510,9,65,661853,4921532
01000,424520,23,311,1327484,4921532
01000,424590,12,60,618848,4921532
01000,424610,12,69,1577943,4921532
01000,424690,110,1198,22960051,4921532
01000,424710,58,807,10988017,4921532
01000,424720,83,765,11681632,4921532
01000,424810,30,1695,20605093,4921532
01000,424820,21,808,14141753,4921532
01000,424910,121,1304,15562059,4921532
01000,424920,12,386,2763538,4921532
01000,424930,46,461,3776836,4921532
01000,424940,10,448,4122305,4921532
01000,424950,20,107,1407171,4921532
