Fips,Naics,Establishments,Employees,Payroll,Population
02000,1027,4,95,2066948,731158
02000,1028,229,9791,207505827,731158
02000,4413,2,8,51517,731158
02000,4422,3,18,152072,731158
02000,4451,5,192,2155073,731158
02000,4511,1,12,71660,731158
02000,4522,2,28,196139,731158
02000,4523,2,359,1184739,731158
02000,4539,1,2,19235,731158
02000,4881,7,254,6859809,731158
02000,4911,198,1488,25963188,731158
02000,4931,1,6,75524,731158
02000,5191,1,6,57352,731158
02000,5222,4,27,615443,731158
02000,5412,1,4,48871,731158
02000,5413,8,429,10176731,731158
02000,5415,1,8,97082,731158
02000,5416,1,1,17137,731158
02000,5418,1,4,56137,731158
02000,5419,16,258,6923566,731158
02000,5615,2,2,15627,731158
02000,6111,1,1,24451,731158
02000,6116,1,10,150560,731158
02000,6214,1,8,54886,731158
02000,6221,4,471,9623885,731158
02000,6241,2,29,188576,731158
02000,6243,2,13,183978,731158
02000,6244,5,261,1852045,731158
02000,7121,23,586,11209930,731158
02000,7139,19,214,1418277,731158
02000,7211,3,64,401313,731158
02000,7212,2,4,50441,731158
02000,7213,3,89,1004606,731158
02000,7225,2,12,68918,731158
02000,8133,4,95,2066948,731158
02000,9211,9,79,1941714,731158
02000,9221,33,554,14487186,731158
02000,9231,20,964,20644584,731158
02000,9241,56,1994,43275670,731158
02000,9251,4,107,2940230,731158
02000,9261,88,1825,43155525,731158
02000,9281,19,4268,81060918,731158
02000,1021,1,20,50086,731158
02000,1023,15,435,689640,731158
02000,1025,49,5165,68525248,731158
02000,1028,773,15647,226560531,731158
02000,4821,1,6,57502,731158
02000,5311,15,585,460395,731158
02000,6111,1,19,28318,731158
02000,6113,48,2544,2352624,731158
02000,9211,113,2059,29003990,731158
02000,9221,230,3751,62603197,731158
02000,9231,112,4354,56576277,731158
02000,9241,169,2080,28248939,731158
02000,9251,1,4,60361,731158
02000,9261,133,3118,46549206,731158
02000,9281,15,270,870315,731158
02000,1012,52,98,517481,731158
02000,1021,17,170,494870,731158
02000,1022,1,11,39911,731158
02000,1023,3,48,181761,731158
02000,1024,4,80,84248,731158
02000,1025,175,22302,279814736,731158
02000,1026,3,41,268727,731158
02000,1027,2,32,88356,731158
02000,1028,387,15353,205968613,731158
02000,2211,7,280,419699,731158
02000,2213,2,10,103684,731158
02000,2362,6,18,320796,731158
02000,2371,43,258,1099553,731158
02000,2379,2,8,120372,731158
02000,2382,1,11,62497,731158
02000,4523,1,5,36125,731158
02000,4543,1,12,21764,731158
02000,4832,5,26,346739,731158
02000,4851,1,14,56297,731158
02000,5191,1,11,49677,731158
02000,5223,1,36,46893,731158
02000,5239,1,2,57447,731158
02000,5311,1,12,55487,731158
02000,5416,2,8,110664,731158
02000,5612,1,6,34285,731158
02000,5617,1,7,52793,731158
02000,6111,171,20963,255433046,731158
02000,6221,4,1339,24381690,731158
02000,7132,3,41,268727,731158
02000,8134,2,84,52342,731158
02000,9211,375,15158,204602563,731158
02000,9221,8,113,947519,731158
02000,9231,1,12,35682,731158
02000,9241,2,38,120980,731158
02000,9251,1,20,20955,731158
02000,1011,573,11362,419370604,731158
02000,1012,2511,13613,234420454,731158
02000,1013,621,10820,136307655,731158
02000,1021,4367,58564,765576142,731158
02000,1022,413,4714,86363490,731158
02000,1023,1560,10352,188032364,731158
02000,1024,3832,25607,397885593,731158
02000,1025,2750,50225,694453907,731158
02000,1026,2705,26106,150328119,731158
02000,1027,1782,8885,95344153,731158
02000,1029,167,156,1768819,731158
02000,1111,1,18,58162,731158
02000,1112,14,35,141086,731158
02000,1113,2,120,128852,731158
02000,1114,97,750,5193462,731158
02000,1119,3,15,151872,731158
02000,1121,3,6,179766,731158
02000,1123,1,17,62302,731158
02000,1124,1,32,42385,731158
02000,1125,34,271,2559651,731158
02000,1129,3,42,140703,731158
02000,1131,2,26,117878,731158
02000,1133,27,540,569592,731158
02000,1141,101,1212,2616304,731158
02000,1142,1,40,59036,731158
02000,1151,3,162,150105,731158
02000,1152,4,25,64947,731158
02000,1153,16,496,546656,731158
02000,2111,29,2914,206977844,731158
02000,2121,1,9,23981,731158
02000,2122,51,2689,82500198,731158
02000,2123,35,700,1369025,731158
02000,2131,144,3949,107620963,731158
02000,2211,70,1828,40732147,731158
02000,2212,9,288,9188610,731158
02000,2213,25,308,6516735,731158
02000,2361,524,1628,16821913,731158
02000,2362,308,3012,57430482,731158
02000,2371,131,1552,39381094,731158
02000,2372,10,32,232332,731158
02000,2373,93,1150,24874557,731158
02000,2379,42,233,5486729,731158
02000,2381,278,766,10334872,731158
02000,2382,501,3368,57514859,731158
02000,2383,353,1022,11987274,731158
02000,2389,271,850,10356342,731158
02000,3111,2,36,40582,731158
02000,3112,1,62,49909,731158
02000,3113,9,45,271436,731158
02000,3114,1,7,31365,731158
02000,3115,1,15,31581,731158
02000,3116,8,87,701100,731158
02000,3117,153,7205,83454427,731158
02000,3118,28,305,2675801,731158
02000,3119,17,147,936377,731158
02000,3121,60,477,3784281,731158
02000,3131,1,20,49443,731158
02000,3149,12,46,293338,731158
02000,3152,4,60,107744,731158
02000,3159,3,36,95172,731158
02000,3161,1,13,57939,731158
02000,3169,1,5,24278,731158
02000,3211,10,80,252110,731158
02000,3212,3,9,182064,731158
02000,3219,18,105,1153006,731158
02000,3222,1,3,60920,731158
02000,3231,46,231,2056394,731158
02000,3241,7,70,201243,731158
02000,3253,2,36,62156,731158
02000,3254,3,9,163041,731158
02000,3256,3,9,138105,731158
02000,3259,8,47,414263,731158
02000,3261,3,51,187437,731158
02000,3262,1,6,42254,731158
02000,3272,2,90,109538,731158
02000,3273,22,132,445258,731158
02000,3279,3,51,85662,731158
02000,3312,2,4,84320,731158
02000,3314,1,15,51086,731158
02000,3321,1,31,24827,731158
02000,3322,2,32,97122,731158
02000,3323,18,234,689310,731158
02000,3324,6,59,844689,731158
02000,3326,1,11,42602,731158
02000,3327,12,94,1936852,731158
02000,3328,3,57,157908,731158
02000,3329,12,168,513240,731158
02000,3331,2,60,98358,731158
02000,3333,4,72,152924,731158
02000,3334,3,9,138408,731158
02000,3336,1,5,38190,731158
02000,3339,2,86,82960,731158
02000,3342,1,4,36891,731158
02000,3344,2,30,125988,731158
02000,3345,13,117,2467926,731158
02000,3359,2,34,60840,731158
02000,3362,3,29,291459,731158
02000,3363,4,11,57506,731158
02000,3364,13,136,1931079,731158
02000,3366,23,408,5130272,731158
02000,3371,12,61,614543,731158
02000,3372,1,19,33077,731158
02000,3379,2,10,93236,731158
02000,3391,19,66,1056563,731158
02000,3399,22,75,741191,731158
02000,4231,20,201,2336488,731158
02000,4232,8,26,395936,731158
02000,4233,22,92,1343467,731158
02000,4234,95,352,8349132,731158
02000,4235,14,113,1748005,731158
02000,4236,35,161,2942334,731158
02000,4237,37,325,4577241,731158
02000,4238,123,1089,19790175,731158
02000,4239,37,224,2578116,731158
02000,4241,12,120,1876087,731158
02000,4242,28,124,2300853,731158
02000,4243,2,60,126160,731158
02000,4244,97,1810,22032763,731158
02000,4245,1,16,28254,731158
02000,4246,19,127,2621961,731158
02000,4247,32,591,10346953,731158
02000,4248,13,270,3750817,731158
02000,4249,28,216,1920939,731158
02000,4251,86,235,3606954,731158
02000,4411,56,728,2972312,731158
02000,4412,63,567,3963897,731158
02000,4413,118,1299,13018691,731158
02000,4421,34,393,4076159,731158
02000,4422,55,341,2902366,731158
02000,4431,77,664,8005194,731158
02000,4441,132,3672,37099255,731158
02000,4442,21,117,511367,731158
02000,4451,155,4197,29703542,731158
02000,4452,43,201,1160283,731158
02000,4453,82,545,3799765,731158
02000,4461,119,934,9102302,731158
02000,4471,188,1644,10746084,731158
02000,4481,133,1026,5191843,731158
02000,4482,19,129,560300,731158
02000,4483,74,179,1616064,731158
02000,4511,164,1694,9559931,731158
02000,4512,30,124,590320,731158
02000,4522,10,678,3956878,731158
02000,4523,175,9164,72450506,731158
02000,4531,20,280,1236120,731158
02000,4532,162,574,4185051,731158
02000,4533,51,510,3264306,731158
02000,4539,225,1490,10606025,731158
02000,4541,25,74,702387,731158
02000,4542,4,55,427157,731158
02000,4543,123,1047,17064448,731158
02000,4811,86,3973,69589528,731158
02000,4812,113,1211,25928158,731158
02000,4831,157,798,17243258,731158
02000,4832,23,164,6289982,731158
02000,4841,93,1139,17198813,731158
02000,4842,121,1286,15860502,731158
02000,4851,3,180,104808,731158
02000,4852,3,135,148329,731158
02000,4853,15,176,1017265,731158
02000,4854,31,945,7251649,731158
02000,4859,19,219,1654684,731158
02000,4861,6,114,273906,731158
02000,4871,40,163,1887997,731158
02000,4872,141,197,1606596,731158
02000,4879,13,66,1002055,731158
02000,4881,86,1238,14210208,731158
02000,4882,2,22,122212,731158
02000,4883,63,639,11168386,731158
02000,4884,35,195,1843010,731158
02000,4885,27,268,3229244,731158
02000,4889,5,85,201800,731158
02000,4911,21,147,638253,731158
02000,4921,44,2684,89234106,731158
02000,4922,15,108,1000585,731158
02000,4931,34,407,5961493,731158
02000,5111,33,295,2867431,731158
02000,5112,54,52,1801629,731158
02000,5121,41,246,1840685,731158
02000,5151,50,500,2244750,731158
02000,5152,1,14,21694,731158
02000,5173,109,3101,63285410,731158
02000,5174,8,20,521878,731158
02000,5179,18,270,6276749,731158
02000,5182,65,86,1461351,731158
02000,5191,34,105,1666618,731158
02000,5221,230,3707,72645569,731158
02000,5222,83,1162,4369452,731158
02000,5223,36,648,2135952,731158
02000,5231,65,650,1902160,731158
02000,5239,87,250,8720758,731158
02000,5241,66,564,12560793,731158
02000,5242,258,1028,17792297,731158
02000,5251,5,19,448883,731158
02000,5259,17,238,983416,731158
02000,5311,274,1640,17749217,731158
02000,5312,159,432,4330701,731158
02000,5313,134,791,9747928,731158
