	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
8	36	999	Statewide	21	Coal mining	36	2121	1.0	1.0
168	36	999	Statewide	48	Pipeline transportation of crude oil	36	4861	2.0	1.6
201	36	999	Statewide	52	Monetary authorities - central bank	36	5211	2.6	2.6
