"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Wye Mills","","38.936137","-76.062360","A. H. Herb'n Craft Farm","MD","13433 Ocean Gateway (US Route 50)","bedding plants eggs herbs fresh-fruits fresh-vegetables honey nursery-stock nuts poultry fowl soap body-care wild-harvested forest-products","","farm","","21679"
"Accokeek","www.facebook.com/accokeekfoundation","38.691496","-77.060180","Accokeek Foundation - Ecosystem Farm Market","MD","3400 Bryan Point Road","eggs herbs fresh-fruits fresh-vegetables honey","twitter.com/Accokeek","farm","www.accokeekfoundation.org","20607"
"Grasonville","@anagailfarms","38.935374","-76.193302","Ana-Gail Farms LLC","MD","1217 Perrys Corner Rd","","","farm","www.anagailfarms.com","21638"
"Westminster","baughers","39.6020820","-77.0502021","Baugher's Orchard & Farm","MD","1015 Baugher Road","baked-goods bedding plants canned preserved crafts woodworking dairy products eggs fresh-fruits fresh-vegetables honey juices ciders maple-products","","farm","www.baughers.com","21158"
"Germantown","https://www.facebook.com/ButlersOrchard1","39.221380","-77.223226","Butler's Orchard","MD","22222 Davis Mill Road","baked-goods bedding plants canned preserved coffee tea dairy products eggs herbs fresh-fruits fresh-vegetables honey maple-products nursery-stock nuts prepared-foods soap body-care","https://twitter.com/ButlersOrchard","farm","http://www.butlersorchard.com/","20876"
"Upper Marlboro","www.facebook.com/cabincreekheritagefarm","38.873444","-76.687062","Cabin Creek Heritage Farm","MD","18235 Clagett Landing Road","baked-goods canned preserved cut-flowers eggs herbs fresh-fruits fresh-vegetables poultry fowl prepared-foods red-meat non-poultry-meat soap body-care","twitter.com   @PasturedFarmer","farm","www.cabincreekheritagefarm.com","20774"
"Davidsonville","","0.289763","0.437050","Chase's Produce","MD","2857  Davidsonville Rd","fresh-fruits fresh-vegetables","","farm","","21035"
"Clarksburg","https://www.facebook.com/Citizens-of-Earth-466859626793595/","39.2434310","-77.2609970","Citizens of Earth","MD","12600 Piedmont Road ","fresh-fruits fresh-vegetables","","farm","thecitizensofearth.org ","20871"
"Ellicott CIty","https://www.facebook.com/ClarksProduce","39.235883","-76.876279","Clark's Elioak Farm","MD","10500 Clarksville Pike","eggs fresh-vegetables poultry fowl","","farm","http://clarklandfarm.com/","21042"
"Williamsport ","","39.5638270","-77.8089000","Columbine Manor","MD","16290 Spielman Road","nuts","","farm","cm-longhornbeef.com","21795"
"WESTMINSTER","https://www.facebook.com/cultivale","39.475424","-77.022237","Cultivale Farm","MD","717 MULLER RD","eggs red-meat non-poultry-meat","","farm","www.cultivale.com","21157"
"Westminster","www.facebook/evermorefarm","39.579598","-77.048689","Evermore Farm","MD","150 Rockland Road","eggs poultry fowl red-meat non-poultry-meat","https://www.twitter.com/evermorefarm","farm","www.evermorefarm.com","21158"
"Mt. Airy","www.facebook.com/gaverfarm","39.382212","-77.240356","Gaver Farm, LLC","MD","5501 Detrick Road","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey soap body-care","","farm","www.gaverfarm.com","21771"
"Tyaskin","https://www.facebook.com/habanerafarm","38.2744420","-75.7951050","Habanera Farm, LLC","MD","2916 Whitehaven Road","coffee tea","","farm","http://www.habanerafarm.com/","21865"
"Clarksburg","www.facebook.com/HiltonsFarmandGarden","39.264681","-77.257396","Hilton's Farm & Garden","MD","24801 Burnt Hill Road","baked-goods bedding plants crafts woodworking cut-flowers eggs herbs fresh-vegetables soap body-care","","farm","","20871"
"Dickerson","","39.260721","-77.418607","Jehovah Jireh Farm","MD","7033 Ed Sears Rd","eggs honey pet-food poultry fowl red-meat non-poultry-meat soap body-care","","farm","www.Jehovahjirehfarm.com","20842"
"Middletown","www.facebook.com/smcdairy","39.4585804","-77.6029605","Karen's Kountry Store","MD","8305 Bolivar Road","canned preserved coffee tea dairy products eggs fish seafood herbs fresh-vegetables honey juices ciders maple-products poultry fowl red-meat non-poultry-meat","www.twitter.com/southmtcreamery","farm","www.southmountaincreamery.com","21769"
"Adamstown","","39.310287","-77.442373","Nick's Organic Farm-Buckeystown","MD","2733 Buckeystown Pike","eggs grains flour poultry fowl red-meat non-poultry-meat","","farm","www.nicksorganicfarm.com","21710"
"Potomac","","38.9966381","-77.2178494","Nick's Organic Farm-Potomac","MD","8565 Horseshoe Lane","eggs grains flour poultry fowl red-meat non-poultry-meat","","farm","www.nicksorganicfarm.com","20854"
"Hurlock","Pop's Old Place","38.6853330","-75.8577030","Pop's Old Place","MD","4657 Skinners Run Road","poultry fowl red-meat non-poultry-meat","","farm","www.PopsOldPlace.com","21643"
"Mount Airy","https://www.facebook.com/rockhillorchard/?fref=ts","39.327127","-77.194802","Rock Hill Orchard","MD","28600 Ridge Rd","baked-goods bedding plants canned preserved cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products poultry fowl red-meat non-poultry-meat","@rockhillorchard","farm","http://www.rockhillorchard.com","21771"
"White Hall","https://www.facebook.com/shaworchards","39.721081","-76.547311","Shaw Orchards","MD","5594 Norrisville Rd","baked-goods canned preserved crafts woodworking cut-flowers fresh-fruits fresh-vegetables honey juices ciders maple-products nuts","","farm","www.shaworchards.com","21161"
"Pocomoke City","Shi-Mar Farms","38.097410","-75.456314","Shimar Farms","MD","3017 Klej Grange Rd","grains flour red-meat non-poultry-meat","","farm","","21851"
"Chestertown","https://www.facebook.com/tag.alpacas","39.200861","-76.125663","Tag Along Alpacas, LLC","MD","8139 Broadneck Road","","","farm","www.tagalongalpacas.com","21620"
"Westminster","https://www.facebook.com/thornefarm","39.598136","-76.956602","Thorne Farm","MD","1130 Martin Drive","bedding plants eggs","","farm","http://www.thornefarm.com","21157"
"Church Hill","https://www.facebook.com/unitychurchhill.nursery","39.1262217","-76.0071553","Unity Church Hill","MD","3621 Church Hill Road, Church Hill, MD 21623","canned preserved cut-flowers herbs fresh-fruits fresh-vegetables honey maple-products nursery-stock soap body-care","","farm","http://unitynursery.com/","21623"
