Naics,Establishments,Employees,Payroll
1131,4,29,2007
1133,33,244,9368
1151,79,331,15028
1153,5,63,2279
1152,40,168,5686
2111,967,11141,1377098
2121,6,92,5400
2123,113,2211,111988
2131,1598,31037,2108029
2211,235,6475,658276
2212,65,3013,365143
2213,80,520,27616
2361,1128,3919,177060
2362,810,7285,443962
2371,480,13749,884100
2372,81,152,8366
2373,145,5077,270700
2379,39,251,10447
2381,1211,9768,506152
2382,2547,22913,1235036
2383,1044,6645,276333
2389,836,7547,384766
3111,48,1856,98746
3112,6,591,37336
3113,6,25,166
3114,9,91,3135
3115,8,1165,52847
3116,64,9161,410706
3118,116,2278,101220
3119,19,700,22635
3121,65,1277,57109
3133,20,58,2589
3141,14,333,9833
3149,49,550,18870
3152,19,202,6865
3159,3,9,313
3169,8,87,1869
3211,17,496,21836
3212,21,455,26282
3219,71,956,32990
3221,7,2553,189656
3222,25,1438,79178
3231,261,3244,132824
3241,41,2627,281483
3251,34,859,65228
3252,14,688,46009
3253,10,917,87273
3254,16,448,22507
3255,16,444,24627
3256,14,157,6218
3259,34,598,53119
3261,93,5524,270279
3262,18,4990,380473
3271,12,848,37958
3272,19,1636,104817
3273,183,2906,160720
3274,8,649,48111
3279,30,390,15673
3312,14,3302,176886
3311,4,128,6412
3313,3,50,3909
3314,5,363,18548
3315,17,1300,63108
3321,20,504,22312
3322,4,43,2047
3323,245,7320,379856
3324,63,5521,420850
3325,3,42,1495
3326,14,599,27090
3327,375,4977,244436
3328,75,1590,77561
3329,116,5372,363083
3331,127,7614,497966
3332,26,3268,276342
3333,15,1178,84690
3334,30,5539,275346
3335,40,859,40763
3336,15,1127,58720
3339,115,7226,449348
3341,3,268,14118
3342,6,412,24265
3343,3,238,14811
3344,20,939,36766
3345,47,1457,106600
3346,5,7,108
3351,5,94,5458
3352,3,1607,63715
3353,24,1439,81875
3359,8,238,11806
3361,7,1334,65440
3362,55,3366,126463
3363,43,1315,62258
3364,42,6137,443374
3365,3,139,8752
3366,6,534,16543
3369,9,57,2766
3371,77,1067,39129
3372,31,480,20658
3379,7,123,6087
3391,75,779,40548
3399,148,2678,130153
4235,183,2712,156580
4231,255,4789,268300
4232,85,837,43391
4233,195,2191,137572
4234,353,4313,283320
4236,252,4333,279972
4237,275,3018,178665
4238,937,12078,819015
4239,187,1818,81991
4241,80,912,50229
4242,76,1132,74472
4243,47,793,40870
4244,248,6320,322001
4245,116,1161,45717
4246,217,2033,151264
4247,142,1892,122616
4248,42,3012,167707
4249,252,3053,132047
4251,497,3099,120567
4411,669,17369,851592
4412,195,2227,97641
4413,832,6818,206699
4421,223,2794,105722
4422,285,3545,88261
4431,296,3672,101687
4441,798,14188,411242
4442,352,2746,84233
4451,654,20319,453168
4452,146,933,16680
4453,424,1573,27053
