	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
8	36	999	Statewide	21	Coal mining	36	2121	1.0	1.0
204	36	999	Statewide	52	Monetary authorities - central bank	36	5211	6.25	2.6
