Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1367,111,277,12866,5225,2336,6035,6727,12562,724,5894,1589,14072,1993,11700,10113,85
2018,1386,107,272,13574,5122,2371,5961,6868,12650,693,5909,1628,14237,2033,11796,10204,199
2019,1359,113,267,13764,5011,2299,5946,6951,12701,676,5992,1667,14435,2058,11919,10203,195
2020,1355,102,287,13877,4908,2332,5904,7047,12782,658,6089,1672,14494,2045,11709,10161,203
2021,1365,110,295,14520,4885,2314,5844,7263,13040,641,6241,1673,14831,2037,11880,10194,120
