Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,12733,837,6118,94343,76354,39634,60810,29674,91121,52080,91040,36772,261030,28276,182550,67667,138
2018,13557,1241,8129,101878,76919,39183,64059,30964,94453,51801,92776,37906,261341,29513,189249,69415,192
2019,13065,1272,8083,103918,76696,37056,63032,31683,94989,57731,93120,37991,260161,29940,190106,70209,184
2020,13719,1154,8934,108203,75699,36084,62571,33356,96567,58065,91077,37266,265269,31746,189355,69980,271
2021,13447,1342,8273,107374,73631,33687,59621,30197,95037,53725,88679,31518,265075,20557,153774,63328,146
