Naics,Establishments,Employees,Payroll,fips
238210,3,6,236,08095
423820,4,75,2473,08095
424910,4,123,5646,08095
441320,3,11,484,08095
445110,3,55,906,08095
522110,4,32,1306,08095
524210,8,17,944,08095
722511,5,32,310,08095
722513,3,11,184,08095
811310,3,8,272,08095
813110,10,26,403,08095
236115,13,52,2178,08007
236117,5,26,1086,08007
236118,10,14,440,08007
236220,3,35,2038,08007
238110,3,14,987,08007
238130,5,19,584,08007
238210,9,22,817,08007
238220,14,30,1087,08007
238310,3,16,507,08007
238320,5,10,351,08007
238350,4,13,567,08007
238990,3,8,664,08007
238910,10,44,1645,08007
444190,5,50,1970,08007
445110,3,149,4206,08007
445310,5,37,842,08007
447110,5,35,750,08007
448120,5,21,736,08007
451110,6,39,746,08007
453220,4,10,200,08007
453310,3,5,120,08007
453998,5,45,1381,08007
454110,6,10,363,08007
517311,4,8,849,08007
517312,3,9,189,08007
522110,6,49,2696,08007
524210,7,16,613,08007
531110,4,12,218,08007
531120,3,11,406,08007
531210,18,101,4376,08007
531311,4,21,599,08007
541110,4,8,86,08007
541330,5,7,551,08007
541211,5,15,610,08007
541219,5,8,243,08007
541370,3,11,509,08007
541611,4,5,389,08007
541940,4,22,906,08007
561730,14,39,963,08007
621210,6,29,1361,08007
621310,3,3,53,08007
713990,9,21,404,08007
721110,11,188,3213,08007
722511,26,335,7298,08007
722513,8,122,2089,08007
811111,7,44,1609,08007
722515,3,33,419,08007
813110,15,91,1833,08007
813312,3,23,554,08007
115112,3,6,128,08009
423820,3,15,857,08009
424510,9,26,1316,08009
441310,3,11,336,08009
447110,3,28,387,08009
722511,4,25,301,08009
813110,6,16,206,08009
115210,3,57,1331,08031
115112,3,20,1107,08031
447190,4,59,898,08061
211120,123,2158,407283,08031
211130,16,834,143691,08031
213111,18,149,20813,08031
213112,74,1310,128274,08031
221112,11,124,19907,08031
221122,11,2761,212665,08031
221210,6,90,28230,08031
236118,231,832,47980,08031
236115,68,184,12483,08031
236116,24,235,18681,08031
236117,43,926,90553,08031
236210,6,173,10039,08031
