,fips,relevant_naics,YEAR,estab,emp,payann
0,8,11,2017,310,1218,57005
2,8,21,2017,1088,15406,1686794
4,8,22,2017,379,9693,892487
6,8,23,2017,18545,160628,9729046
8,8,42,2017,7083,98763,7385839
10,8,51,2017,3513,90866,8095100
12,8,52,2017,10297,112671,9434543
14,8,53,2017,11979,47106,2456833
16,8,54,2017,26306,184717,15955575
18,8,55,2017,1082,63763,6514552
20,8,56,2017,9221,163211,6385107
22,8,61,2017,2663,50774,1687043
24,8,62,2017,16724,314396,16064535
26,8,71,2017,3025,56698,1925694
28,8,72,2017,14111,290908,6039981
30,8,81,2017,14677,110036,3758359
32,8,99,2017,104,175,3286
