,relevant_naics,estab,emp,payann,fips
80496,11,3,12,614,08095
80497,23,13,26,876,08095
80498,42,13,216,8879,08095
80499,51,4,27,983,08095
80500,52,14,61,2833,08095
80501,54,9,15,791,08095
80502,62,9,289,13949,08095
80503,72,14,76,1018,08095
80504,81,18,42,993,08095
80506,11,4,4,411,08007
80507,23,95,331,14095,08007
80508,42,7,20,744,08007
80509,51,11,47,1722,08007
80510,52,21,85,4825,08007
80511,53,40,181,6502,08007
80512,54,44,111,4798,08007
80513,56,26,155,4036,08007
80514,61,4,30,459,08007
80515,62,30,537,25871,08007
80516,71,18,447,6969,08007
80517,72,55,696,13549,08007
80518,81,40,210,5717,08007
80520,11,3,6,128,08009
80521,23,6,25,927,08009
80522,42,15,49,2354,08009
80523,52,5,23,809,08009
80524,54,4,18,716,08009
80525,62,4,213,8145,08009
80526,72,6,31,344,08009
80527,81,12,30,534,08009
80529,11,10,145,3711,08031
80530,21,237,4510,711889,08031
80532,42,5,13,796,08061
80533,62,3,95,3532,08061
80534,72,3,24,523,08061
80535,81,3,10,103,08061
80536,22,34,3080,270263,08031
80537,23,1557,19856,1269940,08031
80539,23,19,58,2643,08055
80540,42,3,5,76,08055
80541,51,4,25,872,08055
80542,52,7,19,685,08055
80543,53,11,22,702,08055
80544,54,14,38,1754,08055
80545,62,15,431,17884,08055
80546,71,6,7,338,08055
80547,72,22,151,2699,08055
80548,81,10,38,631,08055
80550,22,7,47,3749,08063
80551,11,7,33,1537,08063
80552,21,5,28,1325,08063
80553,23,20,78,3452,08063
80554,42,22,259,10495,08063
80555,51,10,44,929,08063
80556,52,25,111,5686,08063
80557,53,12,37,715,08063
80558,54,16,48,1326,08063
80559,56,8,27,888,08063
80560,62,29,310,12494,08063
80561,71,3,2,94,08063
80562,72,24,302,4755,08063
80563,81,23,78,2628,08063
80566,23,19,40,1702,08047
80567,53,7,12,685,08047
80568,51,3,2,83,08047
80569,54,21,40,2236,08047
80570,56,12,25,861,08047
80571,62,4,19,517,08047
80572,71,18,1890,67865,08047
80573,72,13,2523,107169,08047
80574,81,10,50,1075,08047
80575,42,1341,24241,1672348,08031
80576,22,3,65,5871,08015
80577,23,164,684,35818,08015
80578,42,24,124,4450,08015
80579,51,14,88,2843,08015
80580,52,45,205,11216,08015
80581,53,87,169,6694,08015
80582,54,103,209,9492,08015
80583,56,36,115,2710,08015
80584,61,10,73,1796,08015
80585,62,79,1032,49340,08015
80586,71,33,410,8482,08015
80587,72,122,1425,31479,08015
80588,81,81,271,7530,08015
80590,11,26,155,7944,08059
80591,21,72,512,51229,08059
80593,11,9,22,804,08045
80594,21,50,674,59222,08045
80595,22,13,194,20328,08045
80596,23,524,3195,210241,08045
80597,22,30,863,93358,08059
80598,23,2158,15561,924684,08059
80599,42,66,429,26792,08045
80600,51,44,224,9587,08045
80601,52,102,714,57222,08045
80602,42,691,5468,361376,08059
80603,53,164,527,25690,08045
80604,54,323,1094,67620,08045
80605,55,9,61,3858,08045
80606,56,158,1160,60722,08045
80607,61,31,315,9258,08045
80608,62,161,3143,189759,08045
80609,71,46,370,9989,08045
80610,72,229,3281,79624,08045
80611,81,190,886,32020,08045
80613,23,34,144,6368,08065
80616,11,3,9,169,08051
80617,21,5,306,27499,08051
80618,22,5,42,3275,08051
80619,23,166,658,48679,08097
80620,51,314,4198,308422,08059
80621,42,21,62,4343,08097
80622,52,1118,14311,686564,08059
80623,51,29,226,21378,08097
80624,52,65,295,28906,08097
80625,53,249,927,50435,08097
80626,53,1127,3013,147427,08059
80627,54,265,732,58067,08097
80628,54,3170,22313,1866154,08059
80629,55,10,503,34362,08097
80630,56,92,728,29782,08097
80631,61,25,463,18627,08097
80632,62,75,761,53490,08097
80633,71,54,3587,79655,08097
80634,72,176,5479,165248,08097
80635,55,110,6508,576928,08059
80636,81,124,928,36925,08097
80637,56,913,13865,755253,08059
80638,51,689,16899,1842163,08031
80639,52,1654,26388,3355661,08031
80640,61,307,3806,117674,08059
80641,62,1794,29989,1396755,08059
80642,53,2104,11785,826470,08031
80643,71,296,3292,76602,08059
80644,54,5153,47017,4835507,08031
80645,72,1254,25319,519929,08059
80646,23,234,671,32877,08051
80647,42,10,28,993,08051
80648,81,1530,9983,347604,08059
80650,23,8,26,1037,08079
80651,53,3,4,119,08079
80652,54,4,7,226,08079
80653,71,4,16,967,08079
80654,72,17,64,3430,08079
80655,81,6,14,229,08079
80656,51,22,95,4570,08051
80657,55,289,18014,2484748,08031
80658,52,33,146,7934,08051
80659,56,1331,44362,1520672,08031
80660,53,104,230,8033,08051
80661,54,151,360,16019,08051
80662,99,28,26,1097,08059
80663,56,59,171,6348,08051
80664,61,15,38,932,08051
80665,62,64,640,28504,08051
80666,71,41,202,6172,08051
80667,72,136,2469,43592,08051
80668,61,469,17839,614896,08031
80670,22,3,23,2163,08091
80671,23,41,141,8223,08091
80672,42,3,2,291,08091
80673,81,97,282,8012,08051
80674,62,2397,56722,3326589,08031
80675,51,5,16,354,08091
80676,52,9,47,2111,08091
80677,53,11,15,475,08091
80678,54,52,65,3704,08091
80679,56,17,67,2939,08091
80680,61,3,10,202,08091
80681,62,14,44,1960,08091
80682,71,9,33,907,08091
80683,72,57,441,12176,08091
80685,21,27,584,53702,08103
80686,23,27,207,13417,08103
80687,81,17,46,2564,08091
80688,42,3,12,668,08103
80689,51,5,14,584,08103
80690,52,8,43,2066,08103
80691,53,8,22,784,08103
80692,54,11,43,2013,08103
80693,56,9,15,674,08103
80694,62,13,370,16521,08103
80695,71,5,12,606,08103
80696,72,23,181,4013,08103
80697,81,21,46,1183,08103
80699,23,5,13,522,08115
80700,42,8,36,1464,08115
80701,51,3,9,126,08115
80702,52,4,20,1095,08115
80703,54,7,17,297,08115
80704,71,489,11900,747982,08031
80705,56,6,28,594,08115
80706,62,6,152,5301,08115
80707,72,6,41,380,08115
80708,81,7,13,290,08115
80709,72,2364,58298,1460337,08031
80711,11,31,145,9822,08123
80712,21,168,4400,393196,08123
80713,81,2239,19733,746865,08031
80714,22,25,331,32735,08123
80715,23,1036,13891,972060,08123
80716,99,35,37,2142,08031
80717,42,7,36,1258,08021
80719,23,18,73,2692,08021
80720,54,7,29,483,08021
80721,56,3,17,856,08021
80722,62,13,221,8910,08021
80723,72,13,50,1304,08021
80724,81,10,17,332,08021
80726,11,3,4,86,08027
80727,23,25,48,1482,08027
80728,42,5,7,158,08027
80729,42,311,4011,254939,08123
80730,51,5,15,461,08027
80731,52,4,15,1145,08027
80732,53,9,20,502,08027
80733,54,9,16,604,08027
80734,56,5,10,592,08027
80735,62,3,22,437,08027
80736,72,15,60,1158,08027
80737,81,25,114,3089,08027
80739,23,4,14,646,08023
80740,62,6,40,1046,08023
80741,72,7,49,835,08023
