,fips,relevant_naics,YEAR,estab,emp,payann
0,8,113310,2017,17,33,1943
2,8,115114,2017,7,303,10707
4,8,115112,2017,30,99,11961
6,8,115210,2017,134,276,7887
8,8,115310,2017,9,0,0
10,8,212321,2017,28,283,15286
12,8,211120,2017,268,3363,541918
14,8,212312,2017,9,8,402
16,8,212311,2017,3,46,2621
18,8,213111,2017,68,677,78749
20,8,212221,2017,6,8,586
22,8,211130,2017,48,1236,170096
24,8,213114,2017,7,28,7493
26,8,213112,2017,480,6468,561818
28,8,221122,2017,76,182,16428
30,8,221112,2017,28,747,81022
32,8,221210,2017,33,541,68589
34,8,221310,2017,112,494,22756
36,8,221115,2017,3,9,662
38,8,238990,2017,764,6045,336992
40,8,236220,2017,778,15208,1193849
42,8,238310,2017,534,6980,321577
44,8,238210,2017,1919,18843,1037438
46,8,238350,2017,983,3364,155218
48,8,238330,2017,413,1855,91020
50,8,238130,2017,461,1660,75897
52,8,238150,2017,127,1572,82896
54,8,237310,2017,191,7009,525929
56,8,236210,2017,34,324,21898
58,8,237210,2017,101,290,30729
60,8,238140,2017,422,3792,178158
62,8,236117,2017,403,3854,418578
64,8,236116,2017,68,839,65590
66,8,236115,2017,1341,3724,208580
68,8,237120,2017,60,2305,154454
70,8,238290,2017,132,2164,156972
72,8,238390,2017,161,1251,59809
74,8,238190,2017,172,1002,48472
76,8,237990,2017,54,552,37337
78,8,238320,2017,1000,3710,168456
80,8,238220,2017,2386,22126,1295394
82,8,238110,2017,562,7134,362835
84,8,237130,2017,141,6036,466330
86,8,236118,2017,2335,6982,350768
88,8,238160,2017,762,5390,290957
90,8,238170,2017,187,612,29518
92,8,238910,2017,913,9540,569144
94,8,238120,2017,84,2046,131426
96,8,238340,2017,269,910,43769
98,8,237110,2017,267,4389,245101
100,8,316998,2017,3,25,592
101,8,311999,2017,3,0,0
103,8,314999,2017,38,250,8923
105,8,311611,2017,17,3816,174988
107,8,315990,2017,3,0,0
109,8,312112,2017,3,0,0
111,8,312120,2017,190,3849,178473
113,8,311920,2017,21,402,24334
115,8,311812,2017,60,2309,120616
117,8,311352,2017,11,67,1406
119,8,311821,2017,3,6,125
120,8,314120,2017,16,57,1779
122,8,315210,2017,9,28,854
124,8,312140,2017,37,245,8765
126,8,311111,2017,3,0,0
128,8,311824,2017,4,202,13396
131,8,311412,2017,8,0,0
133,8,311421,2017,10,37,1026
135,8,311520,2017,3,0,0
