,fips,relevant_naics,YEAR,estab,emp,payann
1,8,11,2018,319,1583,68251
3,8,21,2018,1103,19945,2137534
5,8,22,2018,380,9970,983092
7,8,23,2018,19157,170973,10705132
9,8,42,2018,7037,102130,8060478
11,8,51,2018,3654,94664,8698459
13,8,52,2018,10325,112721,9849396
15,8,53,2018,12622,47981,2627815
17,8,54,2018,26718,192028,17066707
19,8,55,2018,1051,60874,6544910
21,8,56,2018,9174,163054,6657157
23,8,61,2018,2722,52261,1775455
25,8,62,2018,17073,317525,16345510
27,8,71,2018,3101,58508,2037179
29,8,72,2018,14307,298734,6529583
31,8,81,2018,14856,111651,3978964
33,8,99,2018,199,205,9290
