,fips,relevant_naics,YEAR,estab,emp,payann
1,45,113310,2017,305,2346,103952
3,45,115210,2017,31,148,3618
5,45,115310,2017,50,418,17756
7,45,113110,2017,6,12,863
9,45,212321,2017,3,73,2340
11,45,212313,2017,11,76,4486
13,45,213111,2017,3,10,543
14,45,212324,2017,3,0,0
15,45,221122,2017,250,710,55149
17,45,221112,2017,11,0,0
19,45,221111,2017,22,0,0
21,45,221210,2017,10,139,12957
23,45,221113,2017,24,0,0
25,45,221310,2017,21,99,3742
27,45,238990,2017,646,3629,151843
29,45,236220,2017,481,5496,345497
31,45,238310,2017,199,1775,78140
33,45,238210,2017,917,9632,440131
35,45,238350,2017,401,1619,59335
37,45,238330,2017,182,701,31680
39,45,238130,2017,138,422,17451
41,45,238150,2017,73,568,25597
43,45,237310,2017,112,2826,140981
45,45,236210,2017,27,618,38796
47,45,237210,2017,100,518,26410
49,45,238140,2017,194,1138,43239
51,45,236117,2017,252,2539,207454
53,45,236116,2017,63,246,13010
55,45,236115,2017,805,2619,129396
57,45,238290,2017,109,1301,72815
59,45,238390,2017,87,510,22097
61,45,238190,2017,62,384,21742
63,45,237990,2017,73,622,39871
65,45,238320,2017,397,1767,58117
67,45,238220,2017,1584,14233,646431
69,45,238110,2017,211,1607,77795
71,45,237130,2017,91,2757,163912
73,45,236118,2017,977,3363,134626
75,45,238160,2017,226,2072,95251
77,45,238170,2017,122,771,26626
79,45,238910,2017,532,7353,383558
81,45,238120,2017,32,347,14474
83,45,238340,2017,82,299,10866
85,45,237110,2017,174,1760,82864
87,45,314999,2017,28,450,16157
89,45,311611,2017,4,70,1423
91,45,312120,2017,26,240,6986
93,45,313210,2017,12,2013,81104
95,45,311812,2017,9,54,1188
97,45,314120,2017,17,126,2963
99,45,315210,2017,4,88,1847
101,45,312140,2017,8,77,1677
103,45,311111,2017,3,0,0
105,45,313320,2017,6,254,10132
107,45,313110,2017,7,778,24426
110,45,313230,2017,19,1194,65434
112,45,311991,2017,3,22,377
113,45,311615,2017,3,0,0
115,45,311811,2017,27,223,3743
117,45,313310,2017,21,1561,61480
119,45,314910,2017,6,38,1140
121,45,325520,2017,8,650,49880
123,45,325199,2017,9,128,10394
125,45,322299,2017,3,49,1791
127,45,325998,2017,9,20,1702
129,45,321999,2017,6,116,6543
131,45,326199,2017,62,6523,319963
133,45,325220,2017,3,0,0
135,45,324121,2017,7,19,1044
137,45,323111,2017,196,3083,161432
139,45,323113,2017,50,442,12176
141,45,327331,2017,3,127,3791
143,45,322211,2017,12,677,36150
145,45,325991,2017,3,100,7283
147,45,321912,2017,3,199,9638
149,45,327991,2017,12,137,6639
151,45,327215,2017,6,0,0
153,45,325411,2017,3,826,44842
155,45,325180,2017,3,0,0
157,45,327390,2017,7,28,924
159,45,321918,2017,3,0,0
161,45,322219,2017,6,627,36890
163,45,327212,2017,3,16,660
165,45,325510,2017,7,178,10870
167,45,322220,2017,6,0,0
169,45,325412,2017,12,1051,74061
171,45,325211,2017,6,293,11316
173,45,326112,2017,6,0,0
175,45,325612,2017,3,0,0
177,45,326140,2017,4,347,17090
179,45,327320,2017,105,1264,69270
181,45,321219,2017,3,0,0
182,45,326220,2017,3,25,1684
183,45,321113,2017,13,192,8345
185,45,325611,2017,5,128,5213
187,45,323120,2017,7,74,4403
189,45,325613,2017,7,268,24456
191,45,326113,2017,3,643,42365
193,45,326121,2017,3,139,8064
195,45,321920,2017,26,417,11476
198,45,321911,2017,8,167,6797
200,45,333912,2017,4,701,45537
201,45,333415,2017,3,0,0
203,45,332999,2017,21,207,5805
205,45,333999,2017,4,75,5094
207,45,339999,2017,42,439,14462
209,45,336999,2017,3,17,859
211,45,336612,2017,13,1107,49269
213,45,333120,2017,3,0,0
215,45,333922,2017,3,11,914
217,45,337212,2017,11,289,14397
219,45,333515,2017,19,565,32870
221,45,339116,2017,31,120,4760
223,45,334510,2017,3,0,0
225,45,332813,2017,4,108,3098
227,45,332312,2017,31,1117,58875
229,45,332912,2017,3,565,27871
231,45,339991,2017,3,0,0
233,45,333511,2017,3,36,2242
235,45,333994,2017,3,0,0
237,45,334515,2017,3,160,6094
239,45,331511,2017,3,15,700
241,45,339910,2017,3,16,652
243,45,332710,2017,238,2774,134168
245,45,333517,2017,3,85,3546
247,45,332812,2017,16,568,29430
249,45,332119,2017,3,81,3696
251,45,332811,2017,8,107,5333
253,45,335312,2017,4,46,2042
255,45,336320,2017,6,1259,76388
257,45,336310,2017,3,463,28369
260,45,336360,2017,3,0,0
262,45,336330,2017,3,318,14570
264,45,331491,2017,3,60,3220
266,45,337122,2017,8,16,647
268,45,332323,2017,14,90,2654
270,45,336413,2017,4,0,0
272,45,333318,2017,4,143,6324
274,45,334290,2017,4,193,10570
276,45,333249,2017,26,266,14119
278,45,332439,2017,3,0,0
280,45,336390,2017,15,915,45683
282,45,333993,2017,3,0,0
284,45,332313,2017,3,12,821
286,45,332721,2017,16,421,18918
288,45,336510,2017,3,150,10105
289,45,332216,2017,3,42,1536
291,45,332322,2017,30,830,32541
293,45,336611,2017,4,0,0
295,45,337215,2017,4,0,0
297,45,339950,2017,91,991,45068
299,45,333514,2017,8,100,6758
301,45,333612,2017,6,0,0
303,45,339113,2017,14,70,3439
305,45,333611,2017,4,0,0
307,45,337110,2017,54,472,17238
309,45,423110,2017,75,1185,69610
311,45,424810,2017,13,259,13861
314,45,423320,2017,32,216,11516
316,45,425110,2017,3,10,265
318,45,423520,2017,3,0,0
320,45,423430,2017,55,1746,162154
322,45,424450,2017,20,4,166
324,45,423810,2017,61,1040,70254
327,45,424210,2017,60,659,37426
329,45,423610,2017,204,3292,196137
331,45,423820,2017,48,306,13322
