,fips,relevant_naics,YEAR,estab,emp,payann
0,45,11,2017,542,3886,160273
2,45,21,2017,69,861,41970
4,45,22,2017,412,2602,194396
6,45,23,2017,9847,83632,4150597
8,45,42,2017,4888,69497,4107805
10,45,51,2017,1569,35549,2171803
12,45,52,2017,7337,69087,4503183
14,45,53,2017,5832,25879,1133144
16,45,54,2017,10794,88076,5587558
18,45,55,2017,649,27070,2310449
20,45,56,2017,6066,120517,4057408
22,45,61,2017,1177,29805,802401
24,45,62,2017,10688,241440,11048836
26,45,71,2017,1685,28040,546482
28,45,72,2017,10869,225562,3810704
30,45,81,2017,11623,83120,2299834
32,45,99,2017,76,82,2024
