,fips,relevant_naics,YEAR,estab,emp,payann
1,45,11,2018,543,4162,172006
3,45,21,2018,66,1467,89963
5,45,22,2018,360,11501,1039675
7,45,23,2018,10218,88051,4525425
9,45,42,2018,4865,71399,4277261
11,45,51,2018,1619,38934,2381111
13,45,52,2018,7347,60601,4068779
15,45,53,2018,6178,27329,1198313
17,45,54,2018,10959,90612,6193046
19,45,55,2018,624,28768,2601521
21,45,56,2018,6012,124208,4230211
23,45,61,2018,1217,31105,877804
25,45,62,2018,10763,244530,11283684
27,45,71,2018,1737,29866,579424
29,45,72,2018,10950,233592,4003593
31,45,81,2018,11660,82188,2298539
33,45,99,2018,133,226,4847
