fips,naics,employees,firms,wages
13000,811111,10122,2071,434807458
13000,541940,12337,918,437790360
13000,531120,6498,791,437922653
13000,711211,2113,57,438496283
13000,621491,3666,87,441641317
13000,523920,2575,508,458231968
13000,921130,6353,52,473729409
13000,424410,8056,164,475676145
13000,541310,5285,607,475923860
13000,313110,10722,91,477551061
13000,922140,11820,131,483114236
13000,922120,5895,152,488694887
13000,531312,5001,598,497621133
13000,531110,10307,1399,499380046
13000,921190,8780,216,501002357
13000,531311,10336,1180,501729674
13000,561612,22821,372,507271284
13000,541513,6560,255,511017482
13000,323111,10206,629,517723155
13000,441310,15734,1322,520406025
13000,237310,8666,276,520809854
13000,517312,5844,171,526279985
13000,541219,8995,1575,532487932
13000,926120,6340,87,584300882
13000,541214,7331,174,584924464
13000,561311,12146,752,586162432
13000,561450,4109,49,593009560
13000,522292,5567,499,594394025
13000,236115,8626,2281,614831484
13000,541613,9497,1761,615958324
13000,238221,13224,1883,621635146
13000,561720,28831,2046,628029476
13000,447110,26999,4425,645286232
13000,423610,6977,432,650121530
13000,524113,7122,157,654633322
13000,523930,4240,1028,671652092
13000,488510,11764,850,708713564
13000,444110,25069,263,708763657
13000,624410,33652,2267,709881272
13000,452210,32754,444,710188211
13000,424210,5829,303,721729095
13000,541810,7084,534,740089947
13000,523110,2757,197,769731030
13000,237130,11664,357,788849847
13000,523120,4319,842,790201295
13000,446110,19924,2050,817969169
13000,423450,8690,479,829259568
13000,531210,10743,4424,843927037
13000,484122,15274,409,883138733
13000,561730,23384,2947,900926710
13000,621610,26496,1143,906040313
13000,423830,12109,800,908509382
13000,999999,13993,19181,931859517
13000,512110,14623,508,969843624
