fips,naics,employees,firms,wages
13000,522320,10735,282,939327789
13000,484121,20430,1276,963161742
13000,238222,16822,1071,976189108
13000,491110,17277,678,997195994
13000,512110,15341,492,997370833
13000,443142,17509,1232,1039821303
13000,561330,28067,904,1052181792
13000,623110,34487,437,1056710740
13000,515120,9423,95,1075708051
13000,311615,32469,67,1079861315
13000,721110,42819,1955,1120379802
13000,314110,23675,184,1124646220
13000,561110,16647,1275,1185525099
13000,238212,20513,1569,1208411743
13000,923120,15703,159,1226836718
13000,492110,22719,312,1252249520
13000,518210,11244,630,1319137222
13000,236220,18274,1689,1356729324
13000,621210,27064,3482,1422539855
13000,524126,20948,500,1434451341
13000,423430,11469,451,1455743668
13000,541211,16445,1732,1513358132
13000,493110,38681,568,1542988977
13000,336411,15869,69,1570278803
13000,445110,81006,1598,1790896258
13000,511210,16195,925,1874304366
13000,441110,33149,512,1894896929
13000,928110,26476,86,1930627401
13000,722513,163857,7919,2360858917
13000,541611,20635,3292,2397392575
13000,524210,31918,4428,2621599314
13000,541110,30558,5761,2639705478
13000,541511,27912,3296,2809080808
13000,541330,33923,2391,2899027179
13000,522110,35922,2293,2965550071
13000,541512,31045,4860,3132675612
13000,517311,31284,650,3193030564
13000,722511,171627,7189,3254490513
13000,561320,120416,2567,3827423756
13000,425120,48701,9793,4458663457
13000,921140,120682,677,4916724674
13000,611310,79805,249,5349503638
13000,621111,86834,6790,6934214000
13000,551114,64197,1219,7272138979
13000,622110,173815,368,9941332107
13000,611110,270368,3255,11083712796
