Zip Code,naics,Establishments,Employees,Payroll,IND Level
85122,51,11,001,0,2
85122,51,5,220,0,2
85122,52,62,001,0,2
85122,52,37,210,0,2
85122,52,16,220,0,2
85122,52,5,230,0,2
85122,52,3,241,0,2
85122,53,44,001,0,2
85122,53,32,210,0,2
85122,53,7,220,0,2
85122,53,4,230,0,2
85122,54,54,001,0,2
85122,54,38,210,0,2
85122,54,6,220,0,2
85122,54,6,230,0,2
85122,54,4,241,0,2
85122,55,4,001,0,2
85122,56,41,001,0,2
85122,56,24,210,0,2
85122,56,8,220,0,2
85122,56,5,230,0,2
85122,61,11,001,0,2
85122,61,5,210,0,2
85122,62,189,001,0,2
85122,62,67,210,0,2
85122,62,51,220,0,2
85122,62,37,230,0,2
85122,62,22,241,0,2
85122,62,8,242,0,2
85122,62,3,251,0,2
85122,71,9,001,0,2
85122,71,4,210,0,2
85122,71,3,230,0,2
85122,72,91,001,0,2
85122,72,18,210,0,2
85122,72,13,220,0,2
85122,72,21,230,0,2
85122,72,31,241,0,2
85122,72,6,242,0,2
85122,00,893,001,489685,2
85122,00,399,210,0,2
85122,00,193,220,0,2
85122,00,157,230,0,2
85122,00,101,241,0,2
85122,00,24,242,0,2
85122,00,14,251,0,2
85122,00,4,252,0,2
85122,22,8,001,0,2
85122,22,4,241,0,2
85122,23,60,001,0,2
85122,23,33,210,0,2
85122,23,11,220,0,2
85122,23,10,230,0,2
85122,23,5,241,0,2
85122,31-33,30,001,0,2
85122,31-33,11,210,0,2
85122,31-33,6,220,0,2
85122,31-33,3,230,0,2
85122,31-33,5,241,0,2
85122,81,81,001,0,2
85122,81,37,210,0,2
85122,81,29,220,0,2
85122,81,13,230,0,2
85122,42,23,001,0,2
85122,42,11,210,0,2
85122,42,6,230,0,2
85122,42,3,241,0,2
85122,44-45,149,001,0,2
85122,44-45,65,210,0,2
85122,44-45,32,220,0,2
85122,44-45,32,230,0,2
85122,44-45,11,241,0,2
85122,44-45,3,242,0,2
85122,44-45,5,251,0,2
85122,48-49,21,001,0,2
85122,48-49,10,210,0,2
85122,48-49,3,220,0,2
85122,48-49,5,230,0,2
85122,48-49,3,241,0,2
