,fips,relevant_naics,YEAR,estab,emp,payann
0,23,11,2017,939,3152,162351
2,23,21,2017,9,12,1375
4,23,22,2017,107,1816,148567
6,23,23,2017,5043,26012,1364899
8,23,42,2017,1472,18396,1028696
10,23,51,2017,782,10519,546176
12,23,52,2017,1831,27042,1914512
14,23,53,2017,1804,7354,293537
16,23,54,2017,3493,22514,1428731
18,23,55,2017,199,9489,852381
20,23,56,2017,2209,22470,743197
22,23,61,2017,507,17878,603486
24,23,62,2017,4785,111913,5233770
26,23,71,2017,890,7646,188651
28,23,72,2017,4256,54793,1232880
30,23,81,2017,3787,18926,577393
32,23,99,2017,25,25,564
