,fips,relevant_naics,YEAR,estab,emp,payann
1,23,11,2018,959,3249,172758
3,23,21,2018,8,22,1754
5,23,22,2018,113,2527,195646
7,23,23,2018,5188,27649,1448654
9,23,42,2018,1462,18042,1045100
11,23,51,2018,776,11080,640897
13,23,52,2018,1791,26391,1919387
15,23,53,2018,1848,7307,311306
17,23,54,2018,3479,22680,1465914
19,23,55,2018,188,9436,854003
21,23,56,2018,2219,22797,740450
23,23,61,2018,505,18486,634293
25,23,62,2018,4807,112326,5445475
27,23,71,2018,909,7233,190919
29,23,72,2018,4282,55580,1317938
31,23,81,2018,3760,19429,608351
33,23,99,2018,55,53,1216
